state,seat,year,lineage
Pahang,N.10 Damak,1994,N.10 Damak
Pahang,N.10 Damak,1984,N.10 Tembeling
Pahang,N.10 Damak,1974,N.07 Tembeling
Pahang,N.10 Damak,1959,N.21 Jelai
Pahang,N.11 Pulau Tawar,2003,N.11 Pulau Tawar
Pahang,N.11 Pulau Tawar,1994,N.11 Pulau Tawar
Pahang,N.11 Pulau Tawar,1984,N.09 Tahan
Pahang,N.11 Pulau Tawar,1974,N.06 Tahan
Pahang,N.11 Pulau Tawar,1959,N.24 Jerantut
Pahang,N.12 Beserah,2003,N.12 Beserah
Pahang,N.12 Beserah,1994,N.12 Beserah
Pahang,N.12 Beserah,1984,N.13 Beserah
Pahang,N.12 Beserah,1974,N.11 Beserah
Pahang,N.12 Beserah,1959,N.11 Beserah
Pahang,N.13 Semambu,2003,N.13 Semambu
Pahang,N.13 Semambu,1994,N.14 Indera Mahkota
Pahang,N.13 Semambu,1984,N.12 Sungai Lembing
Pahang,N.13 Semambu,1974,N.12 Sungai Lembing
Pahang,N.13 Semambu,1959,N.12 Ulu Kuantan
Pahang,N.14 Teruntum,2003,N.14 Teruntum
Pahang,N.14 Teruntum,1994,N.12 Beserah
Pahang,N.14 Teruntum,1984,N.13 Beserah
Pahang,N.14 Teruntum,1974,N.11 Beserah
Pahang,N.14 Teruntum,1959,N.11 Beserah
Pahang,N.15 Tanjung Lumpur,2003,N.15 Tanjung Lumpur
Pahang,N.15 Tanjung Lumpur,1994,N.13 Teruntum
Pahang,N.15 Tanjung Lumpur,1984,N.14 Teruntum
Pahang,N.15 Tanjung Lumpur,1974,N.13 Bandar Kuantan
Pahang,N.15 Tanjung Lumpur,1959,N.10 Telok Sisek
Pahang,N.16 Inderapura,2003,N.16 Inderapura
Pahang,N.16 Inderapura,1994,N.17 Penur
Pahang,N.16 Inderapura,1984,N.16 Kuala Pahang
Pahang,N.16 Inderapura,1974,N.24 Kuala Pahang
Pahang,N.16 Inderapura,1959,N.13 Kuala Pahang
Pahang,N.17 Sungai Lembing,2003,N.17 Sungai Lembing
Pahang,N.17 Sungai Lembing,1994,N.15 Sungai Lembing
Pahang,N.17 Sungai Lembing,1984,N.12 Sungai Lembing
Pahang,N.17 Sungai Lembing,1974,N.12 Sungai Lembing
Pahang,N.17 Sungai Lembing,1959,N.12 Ulu Kuantan
Pahang,N.18 Lepar,2003,N.18 Lepar
Pahang,N.18 Lepar,1994,N.16 Lepar
Pahang,N.18 Lepar,1984,N.18 Luit
Pahang,N.18 Lepar,1974,N.18 Bandar Maran
Pahang,N.18 Lepar,1959,N.12 Ulu Kuantan
Pahang,N.19 Panching,2003,N.19 Panching
Pahang,N.19 Panching,1994,N.17 Penur
Pahang,N.19 Panching,1984,N.16 Kuala Pahang
Pahang,N.19 Panching,1974,N.24 Kuala Pahang
Pahang,N.19 Panching,1959,N.13 Kuala Pahang
Pahang,N.20 Pulau Manis,2003,N.20 Pulau Manis
Pahang,N.20 Pulau Manis,1994,N.20 Cini
Pahang,N.20 Pulau Manis,1984,N.31 Cini
Pahang,N.20 Pulau Manis,1974,N.25 Chini
Pahang,N.20 Pulau Manis,1959,N.14 Pahang Tua
Pahang,N.21 Peramu Jaya,2003,N.21 Peramu Jaya
Pahang,N.21 Peramu Jaya,1994,N.18 Kuala Pahang
Pahang,N.21 Peramu Jaya,1984,N.17 Peramu
Pahang,N.21 Peramu Jaya,1974,N.27 Bukit Ibam
Pahang,N.21 Peramu Jaya,1959,N.15 Rompin
Pahang,N.22 Bebar,2003,N.22 Bebar
Pahang,N.22 Bebar,1994,N.19 Bebar
Pahang,N.22 Bebar,1984,N.17 Peramu
Pahang,N.22 Bebar,1974,N.27 Bukit Ibam
Pahang,N.22 Bebar,1959,N.15 Rompin
Pahang,N.23 Chini,2003,N.23 Chini
Pahang,N.23 Chini,1994,N.20 Cini
Pahang,N.23 Chini,1984,N.31 Cini
Pahang,N.23 Chini,1974,N.25 Chini
Pahang,N.23 Chini,1959,N.14 Pahang Tua
Pahang,N.24 Luit,2003,N.24 Luit
Pahang,N.24 Luit,1994,N.21 Luit
Pahang,N.24 Luit,1984,N.18 Luit
Pahang,N.24 Luit,1974,N.18 Bandar Maran
Pahang,N.24 Luit,1959,N.12 Ulu Kuantan
Pahang,N.25 Kuala Sentul,2003,N.25 Kuala Sentul
Pahang,N.25 Kuala Sentul,1994,N.22 Hulu Jempul
Pahang,N.25 Kuala Sentul,1984,N.19 Bukit Tajau
Pahang,N.25 Kuala Sentul,1974,N.19 Jengka
Pahang,N.25 Kuala Sentul,1959,N.16 Chenor
Pahang,N.26 Chenor,2003,N.26 Chenor
Pahang,N.26 Chenor,1994,N.24 Cenur
Pahang,N.26 Chenor,1984,N.21 Cenur
Pahang,N.26 Chenor,1974,N.20 Chenor
Pahang,N.26 Chenor,1959,N.16 Chenor
Pahang,N.27 Jenderak,2003,N.27 Jenderak
Pahang,N.27 Jenderak,1994,N.25 Jenderak
Pahang,N.27 Jenderak,1984,N.22 Jenderak
Pahang,N.27 Jenderak,1974,N.08 Jenderak
Pahang,N.27 Jenderak,1959,N.19 Jenderak
Pahang,N.28 Kerdau,2003,N.28 Kerdau
Pahang,N.28 Kerdau,1994,N.25 Jenderak
Pahang,N.28 Kerdau,1984,N.22 Jenderak
Pahang,N.28 Kerdau,1974,N.08 Jenderak
Pahang,N.28 Kerdau,1959,N.19 Jenderak
Pahang,N.29 Jengka,2003,N.29 Jengka
Pahang,N.29 Jengka,1994,N.23 Jengka
Pahang,N.29 Jengka,1984,N.20 Jengka
Pahang,N.29 Jengka,1974,N.19 Jengka
Pahang,N.29 Jengka,1959,N.16 Chenor
Pahang,N.30 Mentakab,2003,N.30 Mentakab
Pahang,N.30 Mentakab,1994,N.26 Sanggang
Pahang,N.30 Mentakab,1984,N.23 Sanggang
Pahang,N.30 Mentakab,1974,N.29 Mentakab
Pahang,N.30 Mentakab,1959,N.20 Sanggang
Pahang,N.31 Lanchang,2003,N.31 Lanchang
Pahang,N.31 Lanchang,1994,N.27 Lancang
Pahang,N.31 Lanchang,1984,N.24 Lancang
Pahang,N.31 Lanchang,1974,N.21 Karak
Pahang,N.31 Lanchang,1959,N.08 Mentakab
Pahang,N.32 Kuala Semantan,2003,N.30 Mentakab
Pahang,N.32 Kuala Semantan,1994,N.26 Sanggang
Pahang,N.32 Kuala Semantan,1984,N.23 Sanggang
Pahang,N.32 Kuala Semantan,1974,N.29 Mentakab
Pahang,N.32 Kuala Semantan,1959,N.20 Sanggang
Pahang,N.33 Bilut,2003,N.33 Bilut
Pahang,N.33 Bilut,1994,N.28 Bilut
Pahang,N.33 Bilut,1984,N.25 Bilut
Pahang,N.33 Bilut,1974,N.22 Bandar Bentong
Pahang,N.33 Bilut,1959,N.06 Bandar Bentong
Pahang,N.34 Ketari,2003,N.34 Ketari
Pahang,N.34 Ketari,1994,N.29 Ketari
Pahang,N.34 Ketari,1984,N.26 Karak
Pahang,N.34 Ketari,1974,N.21 Karak
Pahang,N.34 Ketari,1959,N.08 Mentakab
Pahang,N.35 Sabai,2003,N.35 Sabai
Pahang,N.35 Sabai,1994,N.30 Sabai
Pahang,N.35 Sabai,1984,N.26 Karak
Pahang,N.35 Sabai,1974,N.21 Karak
Pahang,N.35 Sabai,1959,N.08 Mentakab
Pahang,N.36 Pelangai,2003,N.36 Pelangai
Pahang,N.36 Pelangai,1994,N.31 Pelangai
Pahang,N.36 Pelangai,1984,N.27 Pelangai
Pahang,N.36 Pelangai,1974,N.23 Semantan
Pahang,N.36 Pelangai,1959,N.05 Sabai
Pahang,N.37 Guai,2003,N.37 Guai
Pahang,N.37 Guai,1994,N.34 Guai
Pahang,N.37 Guai,1984,N.30 Bera
Pahang,N.37 Guai,1974,N.31 Bera
Pahang,N.37 Guai,1959,N.16 Chenor
Pahang,N.38 Triang,2003,N.38 Triang
Pahang,N.38 Triang,1994,N.33 Teriang
Pahang,N.38 Triang,1984,N.29 Teriang
Pahang,N.38 Triang,1974,N.32 Triang
Pahang,N.38 Triang,1959,N.17 Triang
Pahang,N.39 Kemayan,2003,N.39 Kemayan
Pahang,N.39 Kemayan,1994,N.35 Bera
Pahang,N.39 Kemayan,1984,N.30 Bera
Pahang,N.39 Kemayan,1974,N.31 Bera
Pahang,N.39 Kemayan,1959,N.16 Chenor
Pahang,N.40 Bukit Ibam,2003,N.40 Bukit Ibam
Pahang,N.40 Bukit Ibam,1994,N.36 Bukit Ibam
Pahang,N.40 Bukit Ibam,1984,N.32 Bukit Ibam
Pahang,N.40 Bukit Ibam,1974,N.27 Bukit Ibam
Pahang,N.40 Bukit Ibam,1959,N.15 Rompin
Pahang,N.41 Muadzam Shah,2003,N.41 Muadzam Shah
Pahang,N.41 Muadzam Shah,1994,N.37 Muadzam Shah
Pahang,N.41 Muadzam Shah,1984,N.32 Bukit Ibam
Pahang,N.41 Muadzam Shah,1974,N.27 Bukit Ibam
Pahang,N.41 Muadzam Shah,1959,N.15 Rompin
Pahang,N.42 Tioman,2003,N.42 Tioman
Pahang,N.42 Tioman,1994,N.38 Tioman
Pahang,N.42 Tioman,1984,N.33 Tioman
Pahang,N.42 Tioman,1974,N.28 Rompin
Pahang,N.42 Tioman,1959,N.15 Rompin
Perak,N.01 Pengkalan Hulu,2003,N.01 Pengkalan Hulu
Perak,N.01 Pengkalan Hulu,1994,N.01 Pengkalan Hulu
Perak,N.01 Pengkalan Hulu,1984,N.01 Temengor
Perak,N.01 Pengkalan Hulu,1974,N.01 Temengor
Perak,N.01 Pengkalan Hulu,1959,N.01 Grik
Perak,N.02 Temengor,2003,N.02 Temengor
Perak,N.02 Temengor,1994,N.02 Temengor
Perak,N.02 Temengor,1984,N.01 Temengor
Perak,N.02 Temengor,1974,N.01 Temengor
Perak,N.02 Temengor,1959,N.01 Grik
Perak,N.03 Kenering,2003,N.03 Kenering
Perak,N.03 Kenering,1994,N.03 Kenering
Perak,N.03 Kenering,1984,N.02 Kenering
Perak,N.03 Kenering,1974,N.02 Kenering
Perak,N.03 Kenering,1959,N.01 Grik
Perak,N.04 Kota Tampan,2003,N.04 Kota Tampan
Perak,N.04 Kota Tampan,1994,N.16 Lenggong
Perak,N.04 Kota Tampan,1984,N.13 Lenggong
Perak,N.04 Kota Tampan,1974,N.15 Lenggong
Perak,N.04 Kota Tampan,1959,N.02 Lenggong
Perak,N.05 Selama,2003,N.05 Selama
Perak,N.05 Selama,1994,N.04 Selama
Perak,N.05 Selama,1984,N.03 Selama
Perak,N.05 Selama,1974,N.03 Selama
Perak,N.05 Selama,1959,N.03 Selama
Perak,N.06 Kubu Gajah,2003,N.06 Kubu Gajah
Perak,N.06 Kubu Gajah,1994,N.05 Batu Kurau
Perak,N.06 Kubu Gajah,1984,N.04 Batu Kurau
Perak,N.06 Kubu Gajah,1974,N.04 Batu Kurau
Perak,N.06 Kubu Gajah,1959,N.04 Larut
Perak,N.07 Batu Kurau,2003,N.07 Batu Kurau
Perak,N.07 Batu Kurau,1994,N.05 Batu Kurau
Perak,N.07 Batu Kurau,1984,N.04 Batu Kurau
Perak,N.07 Batu Kurau,1974,N.04 Batu Kurau
Perak,N.07 Batu Kurau,1959,N.04 Larut
Perak,N.08 Titi Serong,2003,N.08 Titi Serong
Perak,N.08 Titi Serong,1994,N.06 Titi Serong
Perak,N.08 Titi Serong,1984,N.05 Titi Serong
Perak,N.08 Titi Serong,1974,N.05 Simpang Lima
Perak,N.08 Titi Serong,1959,N.05 Parit Buntar
Perak,N.09 Kuala Kurau,2003,N.09 Kuala Kurau
Perak,N.09 Kuala Kurau,1994,N.07 Kuala Kurau
Perak,N.09 Kuala Kurau,1984,N.06 Kuala Kurau
Perak,N.09 Kuala Kurau,1974,N.06 Kuala Kurau
Perak,N.09 Kuala Kurau,1959,N.06 Kuala Kurau
Perak,N.10 Alor Pongsu,2003,N.10 Alor Pongsu
Perak,N.10 Alor Pongsu,1994,N.08 Alor Pongsu
Perak,N.10 Alor Pongsu,1984,N.07 Alor Pongsu
Perak,N.10 Alor Pongsu,1974,N.07 Alor Pongsu
Perak,N.10 Alor Pongsu,1959,N.07 Bagan Serai
Perak,N.11 Gunong Semanggol,2003,N.11 Gunong Semanggol
Perak,N.11 Gunong Semanggol,1994,N.09 Gunong Semanggol
Perak,N.11 Gunong Semanggol,1984,N.08 Gunong Semanggol
Perak,N.11 Gunong Semanggol,1974,N.08 Gunong Semanggol
Perak,N.11 Gunong Semanggol,1959,N.08 Gunong Semanggol
Perak,N.12 Selinsing,2003,N.12 Selinsing
Perak,N.12 Selinsing,1994,N.10 Kuala Sapetang
Perak,N.12 Selinsing,1984,N.09 Sapetang
Perak,N.12 Selinsing,1974,N.08 Gunong Semanggol
Perak,N.12 Selinsing,1959,N.08 Gunong Semanggol
Perak,N.13 Kuala Sepetang,2003,N.13 Kuala Sapetang
Perak,N.13 Kuala Sepetang,1994,N.10 Kuala Sapetang
Perak,N.13 Kuala Sepetang,1984,N.09 Sapetang
Perak,N.13 Kuala Sepetang,1974,N.08 Gunong Semanggol
Perak,N.13 Kuala Sepetang,1959,N.08 Gunong Semanggol
Perak,N.14 Changkat Jering,2003,N.14 Changkat Jering
Perak,N.14 Changkat Jering,1994,N.11 Changkat Jering
Perak,N.14 Changkat Jering,1984,N.10 Changkat Jering
Perak,N.14 Changkat Jering,1974,N.14 Bukit Gantang
Perak,N.14 Changkat Jering,1959,N.19 Pengkalan Bharu
Perak,N.15 Trong,2003,N.15 Trong
Perak,N.15 Trong,1994,N.12 Trong
Perak,N.15 Trong,1984,N.26 Batu Hampar
Perak,N.15 Trong,1974,N.14 Bukit Gantang
Perak,N.15 Trong,1959,N.19 Pengkalan Bharu
Perak,N.16 Kamunting,2003,N.16 Kamunting
Perak,N.16 Kamunting,1994,N.13 Kamunting
Perak,N.16 Kamunting,1984,N.11 Kamunting
Perak,N.16 Kamunting,1974,N.11 Kamunting
Perak,N.16 Kamunting,1959,N.04 Larut
Perak,N.17 Pokok Assam,2003,N.17 Pokok Assam
Perak,N.17 Pokok Assam,1994,N.14 Pokok Assam
Perak,N.17 Pokok Assam,1984,N.11 Kamunting
Perak,N.17 Pokok Assam,1974,N.11 Kamunting
Perak,N.17 Pokok Assam,1959,N.04 Larut
Perak,N.18 Aulong,2003,N.18 Aulong
Perak,N.18 Aulong,1994,N.15 Aulong
Perak,N.18 Aulong,1984,N.12 Asam Kumbang
Perak,N.18 Aulong,1974,N.12 Kelian Pauh
Perak,N.18 Aulong,1959,N.09 Taiping
Perak,N.19 Chenderoh,2003,N.19 Chenderoh
Perak,N.19 Chenderoh,1994,N.16 Lenggong
Perak,N.19 Chenderoh,1984,N.13 Lenggong
Perak,N.19 Chenderoh,1974,N.15 Lenggong
Perak,N.19 Chenderoh,1959,N.02 Lenggong
Perak,N.20 Lubok Merbau,2003,N.20 Lubok Merbau
Perak,N.20 Lubok Merbau,1994,N.17 Lubok Merbau
Perak,N.20 Lubok Merbau,1984,N.14 Lubok Merbau
Perak,N.20 Lubok Merbau,1974,N.16 Lubok Merbau
Perak,N.20 Lubok Merbau,1959,N.14 Padang Rengas
Perak,N.21 Lintang,2003,N.21 Lintang
Perak,N.21 Lintang,1994,N.18 Lintang
Perak,N.21 Lintang,1984,N.15 Lintang
Perak,N.21 Lintang,1974,N.09 Lintang
Perak,N.21 Lintang,1959,N.15 Karai
Perak,N.22 Jalong,2003,N.22 Jalong
Perak,N.22 Jalong,1994,N.19 Jalong
Perak,N.22 Jalong,1984,N.16 Jalong
Perak,N.22 Jalong,1974,N.10 Jalong
Perak,N.22 Jalong,1959,N.16 Jalong
Perak,N.23 Manjoi,2003,N.23 Manjoi
Perak,N.23 Manjoi,1994,N.20 Manjoi
Perak,N.23 Manjoi,1984,N.17 Chemor
Perak,N.23 Manjoi,1974,N.19 Chemor
Perak,N.23 Manjoi,1959,N.28 Sungei Raja
Perak,N.24 Hulu Kinta,2003,N.24 Hulu Kinta
Perak,N.24 Hulu Kinta,1994,N.21 Hulu Kinta
Perak,N.24 Hulu Kinta,1984,N.18 Sungai Rokam
Perak,N.24 Hulu Kinta,1974,N.19 Chemor
Perak,N.24 Hulu Kinta,1959,N.28 Sungei Raja
Perak,N.25 Canning,2003,N.25 Canning
Perak,N.25 Canning,1994,N.22 Taman Canning
Perak,N.25 Canning,1984,N.19 Dermawan
Perak,N.25 Canning,1974,N.21 Guntong
Perak,N.25 Canning,1959,N.23 Pekan Lama
Perak,N.26 Tebing Tinggi,2003,N.43 Sungai Rapat
Perak,N.26 Tebing Tinggi,1994,N.35 Rapat Setia
Perak,N.26 Tebing Tinggi,1984,N.31 Teja
Perak,N.26 Tebing Tinggi,1974,N.20 Gopeng
Perak,N.26 Tebing Tinggi,1959,N.31 Gopeng
Perak,N.27 Pasir Pinji,2003,N.27 Pasir Pinji
Perak,N.27 Pasir Pinji,1994,N.24 Pasir Pinji
Perak,N.27 Pasir Pinji,1984,N.20 Tebing Tinggi
Perak,N.27 Pasir Pinji,1974,N.23 Pasir Puteh
Perak,N.27 Pasir Pinji,1959,N.25 Pasir Puteh
Perak,N.28 Bercham,2003,N.28 Bercham
Perak,N.28 Bercham,1994,N.25 Bercham
Perak,N.28 Bercham,1984,N.21 Tasek
Perak,N.28 Bercham,1974,N.19 Chemor
Perak,N.28 Bercham,1959,N.28 Sungei Raja
Perak,N.29 Kepayang,2003,N.29 Kepayang
Perak,N.29 Kepayang,1994,N.25 Bercham
Perak,N.29 Kepayang,1984,N.21 Tasek
Perak,N.29 Kepayang,1974,N.19 Chemor
Perak,N.29 Kepayang,1959,N.28 Sungei Raja
Perak,N.30 Buntong,2003,N.31 Jelapang
Perak,N.30 Buntong,1994,N.28 Lahat
Perak,N.30 Buntong,1984,N.24 Lahat
Perak,N.30 Buntong,1974,N.24 Kuala Pari
Perak,N.30 Buntong,1959,N.28 Sungei Raja
Perak,N.31 Jelapang,2003,N.31 Jelapang
Perak,N.31 Jelapang,1994,N.28 Lahat
Perak,N.31 Jelapang,1984,N.24 Lahat
Perak,N.31 Jelapang,1974,N.24 Kuala Pari
Perak,N.31 Jelapang,1959,N.28 Sungei Raja
Perak,N.32 Menglembu,2003,N.31 Jelapang
Perak,N.32 Menglembu,1994,N.28 Lahat
Perak,N.32 Menglembu,1984,N.24 Lahat
Perak,N.32 Menglembu,1974,N.24 Kuala Pari
Perak,N.32 Menglembu,1959,N.28 Sungei Raja
Perak,N.33 Tronoh,2003,N.33 Tronoh
Perak,N.33 Tronoh,1994,N.33 Belanja
Perak,N.33 Tronoh,1984,N.29 Belanja
Perak,N.33 Tronoh,1974,N.27 Belanja
Perak,N.33 Tronoh,1959,N.17 Blanja
Perak,N.34 Bukit Chandan,2003,N.34 Bukit Chandan
Perak,N.34 Bukit Chandan,1994,N.29 Bukit Chandan
Perak,N.34 Bukit Chandan,1984,N.25 Bukit Chandan
Perak,N.34 Bukit Chandan,1974,N.18 Manong
Perak,N.34 Bukit Chandan,1959,N.13 Senggang
Perak,N.35 Manong,2003,N.35 Manong
Perak,N.35 Manong,1994,N.30 Manong
Perak,N.35 Manong,1984,N.26 Batu Hampar
Perak,N.35 Manong,1974,N.14 Bukit Gantang
Perak,N.35 Manong,1959,N.19 Pengkalan Bharu
Perak,N.36 Pengkalan Baharu,2003,N.36 Pengkalan Baharu
Perak,N.36 Pengkalan Baharu,1994,N.31 Pengkalan Baharu
Perak,N.36 Pengkalan Baharu,1984,N.27 Pengkalan Baharu
Perak,N.36 Pengkalan Baharu,1974,N.25 Pengkalan Bharu
Perak,N.36 Pengkalan Baharu,1959,N.19 Pengkalan Bharu
Perak,N.37 Pantai Remis,2003,N.37 Pantai Remis
Perak,N.37 Pantai Remis,1994,N.32 Pantai Remis
Perak,N.37 Pantai Remis,1984,N.28 Pantai Remis
Perak,N.37 Pantai Remis,1974,N.26 Pantai Remis
Perak,N.37 Pantai Remis,1959,N.20 Ayer Tawar
Perak,N.38 Astaka,2003,N.50 Sitiawan
Perak,N.38 Astaka,1994,N.46 Sitiawan
Perak,N.38 Astaka,1984,N.40 Sitiawan
Perak,N.38 Astaka,1974,N.33 Sitiawan
Perak,N.38 Astaka,1959,N.21 Lekir
Perak,N.39 Belanja,2003,N.38 Belanja
Perak,N.39 Belanja,1994,N.33 Belanja
Perak,N.39 Belanja,1984,N.29 Belanja
Perak,N.39 Belanja,1974,N.27 Belanja
Perak,N.39 Belanja,1959,N.17 Blanja
Perak,N.40 Bota,2003,N.39 Bota
Perak,N.40 Bota,1994,N.34 Bota
Perak,N.40 Bota,1984,N.30 Bota
Perak,N.40 Bota,1974,N.28 Bota
Perak,N.40 Bota,1959,N.18 Kampong Gajah
Perak,N.41 Malim Nawar,2003,N.40 Malim Nawar
Perak,N.41 Malim Nawar,1994,N.39 Malim Nawar
Perak,N.41 Malim Nawar,1984,N.34 Tanjong Tualang
Perak,N.41 Malim Nawar,1974,N.30 Kampar
Perak,N.41 Malim Nawar,1959,N.32 Kuala Dipang
Perak,N.42 Keranji,2003,N.41 Keranji
Perak,N.42 Keranji,1994,N.38 Kuala Dipang
Perak,N.42 Keranji,1984,N.33 Malim Nawar
Perak,N.42 Keranji,1974,N.30 Kampar
Perak,N.42 Keranji,1959,N.32 Kuala Dipang
Perak,N.43 Tualang Sekah,2003,N.42 Tualang Sekah
Perak,N.43 Tualang Sekah,1994,N.37 Tualang Sekah
Perak,N.43 Tualang Sekah,1984,N.32 Chenderong
Perak,N.43 Tualang Sekah,1974,N.20 Gopeng
Perak,N.43 Tualang Sekah,1959,N.31 Gopeng
Perak,N.44 Sungai Rapat,2003,N.43 Sungai Rapat
Perak,N.44 Sungai Rapat,1994,N.35 Rapat Setia
Perak,N.44 Sungai Rapat,1984,N.31 Teja
Perak,N.44 Sungai Rapat,1974,N.20 Gopeng
Perak,N.44 Sungai Rapat,1959,N.31 Gopeng
Perak,N.45 Simpang Pulai,2003,N.44 Simpang Pulai
Perak,N.45 Simpang Pulai,1994,N.35 Rapat Setia
Perak,N.45 Simpang Pulai,1984,N.31 Teja
Perak,N.45 Simpang Pulai,1974,N.20 Gopeng
Perak,N.45 Simpang Pulai,1959,N.31 Gopeng
Perak,N.46 Teja,2003,N.45 Teja
Perak,N.46 Teja,1994,N.36 Teja
Perak,N.46 Teja,1984,N.31 Teja
Perak,N.46 Teja,1974,N.20 Gopeng
Perak,N.46 Teja,1959,N.31 Gopeng
Perak,N.47 Chenderiang,2003,N.46 Chenderiang
Perak,N.47 Chenderiang,1994,N.40 Chenderiang
Perak,N.47 Chenderiang,1984,N.35 Chenderiang
Perak,N.47 Chenderiang,1974,N.32 Chenderiang
Perak,N.47 Chenderiang,1959,N.39 Tapah Road
Perak,N.48 Ayer Kuning,2003,N.47 Ayer Kuning
Perak,N.48 Ayer Kuning,1994,N.41 Ayer Kuning
Perak,N.48 Ayer Kuning,1984,N.36 Ayer Kuning
Perak,N.48 Ayer Kuning,1974,N.32 Chenderiang
Perak,N.48 Ayer Kuning,1959,N.39 Tapah Road
Perak,N.49 Sungai Manik,2003,N.48 Sungai Manik
Perak,N.49 Sungai Manik,1994,N.42 Sungai Manik
Perak,N.49 Sungai Manik,1984,N.37 Sungai Manik
Perak,N.49 Sungai Manik,1974,N.36 Sungei Manik
Perak,N.49 Sungai Manik,1959,N.11 Sungei Manik
Perak,N.50 Kampong Gajah,2003,N.49 Kampong Gajah
Perak,N.50 Kampong Gajah,1994,N.43 Kampong Gajah
Perak,N.50 Kampong Gajah,1984,N.38 Kampong Gajah
Perak,N.50 Kampong Gajah,1974,N.35 Kampong Gajah
Perak,N.50 Kampong Gajah,1959,N.12 Bandar
Perak,N.51 Pasir Panjang,2003,N.51 Pasir Panjang
Perak,N.51 Pasir Panjang,1994,N.45 Pasir Panjang
Perak,N.51 Pasir Panjang,1984,N.40 Sitiawan
Perak,N.51 Pasir Panjang,1974,N.33 Sitiawan
Perak,N.51 Pasir Panjang,1959,N.21 Lekir
Perak,N.52 Pangkor,2003,N.52 Pangkor
Perak,N.52 Pangkor,1994,N.44 Pangkor
Perak,N.52 Pangkor,1984,N.39 Pangkor
Perak,N.52 Pangkor,1974,N.33 Sitiawan
Perak,N.52 Pangkor,1959,N.21 Lekir
Perak,N.53 Rungkup,2003,N.53 Rungkup
Perak,N.53 Rungkup,1994,N.47 Rungkup
Perak,N.53 Rungkup,1984,N.41 Rungkup
Perak,N.53 Rungkup,1974,N.41 Rungkup
Perak,N.53 Rungkup,1959,N.37 Rungkup
Perak,N.54 Hutan Melintang,2003,N.54 Hutan Melintang
Perak,N.54 Hutan Melintang,1994,N.48 Hutan Melintang
Perak,N.54 Hutan Melintang,1984,N.42 Hutan Melintang
Perak,N.54 Hutan Melintang,1974,N.42 Hutan Melintang
Perak,N.54 Hutan Melintang,1959,N.38 Hutan Melintang
Perak,N.55 Pasir Bedamar,2003,N.55 Pasir Bedamar
Perak,N.55 Pasir Bedamar,1994,N.49 Pasir Bedamar
Perak,N.55 Pasir Bedamar,1984,N.43 Pasir Bedamar
Perak,N.55 Pasir Bedamar,1974,N.37 Pasir Bedamar
Perak,N.55 Pasir Bedamar,1959,N.36 Pasir Bedamar
Perak,N.56 Changkat Jong,2003,N.56 Changkat Jong
Perak,N.56 Changkat Jong,1994,N.50 Changkat Jong
Perak,N.56 Changkat Jong,1984,N.44 Changkat Jong
Perak,N.56 Changkat Jong,1974,N.38 Changkat Jong
Perak,N.56 Changkat Jong,1959,N.35 Batak Rabit
Perak,N.57 Sungkai,2003,N.57 Sungkai
Perak,N.57 Sungkai,1994,N.51 Sungkai
Perak,N.57 Sungkai,1984,N.45 Sungkai
Perak,N.57 Sungkai,1974,N.39 Bidor
Perak,N.57 Sungkai,1959,N.33 Bidor
Perak,N.58 Slim,2003,N.58 Slim
Perak,N.58 Slim,1994,N.52 Slim
Perak,N.58 Slim,1984,N.46 Slim
Perak,N.58 Slim,1974,N.40 Slim
Perak,N.58 Slim,1959,N.34 Slim
Perak,N.59 Behrang,2003,N.59 Behrang
Perak,N.59 Behrang,1994,N.52 Slim
Perak,N.59 Behrang,1984,N.46 Slim
Perak,N.59 Behrang,1974,N.40 Slim
Perak,N.59 Behrang,1959,N.34 Slim
Perlis,N.01 Titi Tinggi,2003,N.01 Titi Tinggi
Perlis,N.01 Titi Tinggi,1994,N.01 Titi Tinggi
Perlis,N.01 Titi Tinggi,1984,N.01 Titi Tinggi
Perlis,N.01 Titi Tinggi,1974,N.01 Titi Tinggi
Perlis,N.01 Titi Tinggi,1959,N.01 Kaki Bukit
Perlis,N.02 Beseri,2003,N.02 Beseri
Perlis,N.02 Beseri,1994,N.02 Beseri
Perlis,N.02 Beseri,1984,N.02 Beseri
Perlis,N.02 Beseri,1974,N.02 Chuping
Perlis,N.02 Beseri,1959,N.03 Mata Ayer
Perlis,N.03 Chuping,2003,N.03 Chuping
Perlis,N.03 Chuping,1994,N.03 Chuping
Perlis,N.03 Chuping,1984,N.03 Oran
Perlis,N.03 Chuping,1974,N.02 Chuping
Perlis,N.03 Chuping,1959,N.03 Mata Ayer
Perlis,N.04 Mata Ayer,2003,N.04 Mata Ayer
Perlis,N.04 Mata Ayer,1994,N.04 Mata Ayer
Perlis,N.04 Mata Ayer,1984,N.04 Padang Pauh
Perlis,N.04 Mata Ayer,1974,N.05 Paya
Perlis,N.04 Mata Ayer,1959,N.02 Paya
Perlis,N.05 Santan,2003,N.05 Santan
Perlis,N.05 Santan,1994,N.05 Santan
Perlis,N.05 Santan,1984,N.04 Padang Pauh
Perlis,N.05 Santan,1974,N.05 Paya
Perlis,N.05 Santan,1959,N.02 Paya
Perlis,N.06 Bintong,2003,N.06 Bintong
Perlis,N.06 Bintong,1994,N.06 Bintong
Perlis,N.06 Bintong,1984,N.05 Bintong
