state,new,year,parlimen,area,overlap_pct,n_duns,duns
Johor,P.159 Pasir Gudang,1984,P.129 Tebrau,651,99.85,2,"N.29 Tiram, N.30 Pasir Gudang"
Johor,P.159 Pasir Gudang,1974,P.114 Johor Bahru,666,99.84,2,"N.31 Tiram, N.32 Tanjong Petri"
Johor,P.159 Pasir Gudang,1959,P.100 Johore Bahru Timor,538,92.92,2,"N.23 Plentong, N.24 Tanjong Petri"
Johor,P.159 Pasir Gudang,1955,P.031 Johore Bahru,1116,100.0,0,
Johor,P.160 Johor Bahru,2018,P.160 Johor Bahru,35,100.0,2,"N.44 Larkin, N.45 Stulang"
Johor,P.160 Johor Bahru,2003,P.160 Johor Bahru,33,93.28,2,"N.44 Tanjong Puteri, N.45 Stulang"
Johor,P.160 Johor Bahru,1994,P.141 Johor Bahru,27,59.53,2,"N.33 Tanjong Puteri, N.34 Stulang"
Johor,P.160 Johor Bahru,1994,P.142 Pulai,49,40.31,2,"N.35 Tambatan, N.36 Kempas"
Johor,P.160 Johor Bahru,1984,P.130 Johor Bahru,21,40.58,2,"N.31 Tanjong Puteri, N.32 Gertak Merah"
Johor,P.160 Johor Bahru,1984,P.129 Tebrau,651,38.63,2,"N.29 Tiram, N.30 Pasir Gudang"
Johor,P.160 Johor Bahru,1984,P.131 Pulai,407,20.49,2,"N.33 Tambatan, N.34 Gelang Patah"
Johor,P.160 Johor Bahru,1974,P.114 Johor Bahru,666,74.83,2,"N.31 Tiram, N.32 Tanjong Petri"
Johor,P.160 Johor Bahru,1974,P.113 Pulai,727,24.87,2,"N.29 Gelang Patah, N.30 Skudai"
Johor,P.160 Johor Bahru,1959,P.100 Johore Bahru Timor,538,74.83,2,"N.23 Plentong, N.24 Tanjong Petri"
Johor,P.160 Johor Bahru,1959,P.101 Johore Bahru Barat,578,24.88,1,N.26 Tampoi
Johor,P.160 Johor Bahru,1955,P.031 Johore Bahru,1116,99.71,0,
Johor,P.161 Pulai,2018,P.161 Pulai,73,100.0,2,"N.46 Perling, N.47 Kempas"
Johor,P.161 Pulai,2003,P.161 Pulai,72,92.02,2,"N.46 Pengkalan Rinting, N.47 Kempas"
Johor,P.161 Pulai,1994,P.143 Gelang Patah,429,52.33,2,"N.37 Tanjong Kupang, N.38 Skudai"
Johor,P.161 Pulai,1994,P.142 Pulai,49,47.29,2,"N.35 Tambatan, N.36 Kempas"
Johor,P.161 Pulai,1984,P.131 Pulai,407,87.46,2,"N.33 Tambatan, N.34 Gelang Patah"
Johor,P.161 Pulai,1974,P.113 Pulai,727,90.9,2,"N.29 Gelang Patah, N.30 Skudai"
Johor,P.161 Pulai,1959,P.101 Johore Bahru Barat,578,97.66,1,N.26 Tampoi
Johor,P.161 Pulai,1955,P.031 Johore Bahru,1116,99.99,0,
Johor,P.162 Iskandar Puteri,2018,P.162 Iskandar Puteri,293,100.0,2,"N.48 Skudai, N.49 Kota Iskandar"
Johor,P.162 Iskandar Puteri,2003,P.162 Gelang Patah,400,98.62,2,"N.48 Skudai, N.49 Nusa Jaya"
Johor,P.162 Iskandar Puteri,1994,P.143 Gelang Patah,429,97.54,2,"N.37 Tanjong Kupang, N.38 Skudai"
Johor,P.162 Iskandar Puteri,1984,P.131 Pulai,407,89.87,2,"N.33 Tambatan, N.34 Gelang Patah"
Johor,P.162 Iskandar Puteri,1974,P.113 Pulai,727,72.63,2,"N.29 Gelang Patah, N.30 Skudai"
Johor,P.162 Iskandar Puteri,1974,P.107 Rengam,1483,27.37,2,"N.17 Layang-Layang, N.18 Kulai"
Johor,P.162 Iskandar Puteri,1959,P.101 Johore Bahru Barat,578,97.82,1,N.26 Tampoi
Johor,P.162 Iskandar Puteri,1955,P.031 Johore Bahru,1116,97.82,0,
Johor,P.163 Kulai,2018,P.163 Kulai,743,100.0,3,"N.50 Bukit Permai, N.51 Bukit Batu, N.52 Senai"
Johor,P.163 Kulai,2003,P.163 Kulai,666,88.87,3,"N.50 Bukit Permai, N.51 Bukit Batu, N.52 Senai"
Johor,P.163 Kulai,2003,P.162 Gelang Patah,400,10.68,2,"N.48 Skudai, N.49 Nusa Jaya"
Johor,P.163 Kulai,1994,P.138 Senai,893,88.69,2,"N.27 Kulai, N.28 Bukit Permai"
Johor,P.163 Kulai,1994,P.143 Gelang Patah,429,10.55,2,"N.37 Tanjong Kupang, N.38 Skudai"
Johor,P.163 Kulai,1984,P.127 Senai,1649,89.38,2,"N.25 Kulai, N.26 Bandar Tenggara"
Johor,P.163 Kulai,1974,P.107 Rengam,1483,98.01,2,"N.17 Layang-Layang, N.18 Kulai"
Johor,P.163 Kulai,1959,P.099 Kluang Selatan,1228,89.0,2,"N.21 Rengam, N.22 Senai-Kulai"
Johor,P.163 Kulai,1955,P.033 Johore Tengah,2301,89.0,0,
Johor,P.164 Pontian,2018,P.164 Pontian,449,100.0,2,"N.53 Benut, N.54 Pulai Sebatang"
Johor,P.164 Pontian,2003,P.164 Pontian,487,99.08,2,"N.53 Benut, N.54 Pulai Sebatang"
Johor,P.164 Pontian,1994,P.137 Sungai Benut,1121,78.04,2,"N.25 Simpang Renggam, N.26 Benut"
Johor,P.164 Pontian,1994,P.144 Pontian,597,21.87,2,"N.39 Pulai Sebatang, N.40 Kukup"
Johor,P.164 Pontian,1984,P.126 Sungai Benut,1083,76.06,2,"N.23 Simpang Renggam, N.24 Benut"
Johor,P.164 Pontian,1984,P.132 Pontian,596,22.3,2,"N.35 Pulai Sebatang, N.36 Kukup"
Johor,P.164 Pontian,1974,P.112 Pontian,608,85.15,2,"N.27 Benut, N.28 Kukup"
Johor,P.164 Pontian,1974,P.113 Pulai,727,11.31,2,"N.29 Gelang Patah, N.30 Skudai"
Johor,P.164 Pontian,1959,P.097 Pontian Utara,702,87.44,2,"N.17 Rengit, N.18 Benut"
Johor,P.164 Pontian,1959,P.098 Pontian Selatan,547,12.52,2,"N.19 Pontian Dalam, N.20 Pontian Kechil"
Johor,P.164 Pontian,1955,P.032 Johore Selatan,1249,99.96,0,
Johor,P.165 Tanjung Piai,2018,P.165 Tanjung Piai,483,100.0,2,"N.55 Pekan Nanas, N.56 Kukup"
Johor,P.165 Tanjung Piai,2003,P.165 Tanjong Piai,459,91.9,2,"N.55 Pekan Nenas, N.56 Kukup"
Johor,P.165 Tanjung Piai,1994,P.144 Pontian,597,99.48,2,"N.39 Pulai Sebatang, N.40 Kukup"
Johor,P.165 Tanjung Piai,1984,P.132 Pontian,596,99.15,2,"N.35 Pulai Sebatang, N.36 Kukup"
Johor,P.165 Tanjung Piai,1974,P.113 Pulai,727,58.98,2,"N.29 Gelang Patah, N.30 Skudai"
Johor,P.165 Tanjung Piai,1974,P.112 Pontian,608,39.83,2,"N.27 Benut, N.28 Kukup"
Johor,P.165 Tanjung Piai,1959,P.098 Pontian Selatan,547,98.75,2,"N.19 Pontian Dalam, N.20 Pontian Kechil"
Johor,P.165 Tanjung Piai,1955,P.032 Johore Selatan,1249,98.75,0,
W.P. Labuan,P.166 Labuan,2018,P.166 Labuan,91,100.0,0,
W.P. Labuan,P.166 Labuan,2003,P.166 Labuan,93,100.0,0,
W.P. Labuan,P.166 Labuan,1994,P.145 Labuan,93,100.0,0,
W.P. Labuan,P.166 Labuan,1984,P.133 Labuan,93,100.0,0,
W.P. Labuan,P.166 Labuan,1974,P.126 Hilir Padas,93,100.0,3,"N.34 Labuan, N.35 Klias, N.36 Lumadan"
W.P. Labuan,P.166 Labuan,1966,P.112 Labuan-Beaufort,93,100.0,2,"N.15 Labuan, N.16 Beaufort"
Sabah,P.167 Kudat,2019,P.167 Kudat,2347,100.0,4,"N.01 Banggi, N.02 Bengkoka, N.03 Pitas, N.04 Tanjong Kapor"
Sabah,P.167 Kudat,2003,P.167 Kudat,2375,93.35,3,"N.01 Banggi, N.02 Tanjong Kapor, N.03 Pitas"
Sabah,P.167 Kudat,1994,P.146 Marudu,2446,97.63,3,"N.01 Banggi, N.02 Kudat, N.03 Bengkoka"
Sabah,P.167 Kudat,1984,P.134 Marudu,2446,97.63,3,"N.01 Banggi, N.02 Kudat, N.03 Bengkoka"
Sabah,P.167 Kudat,1974,P.115 Marudu,2521,98.14,3,"N.01 Banggi, N.02 Kudat, N.03 Bengkoka"
Sabah,P.167 Kudat,1966,P.105 Marudu,2521,98.14,2,"N.01 Kudat, N.02 Bengkoka-Banggi"
Sabah,P.168 Kota Marudu,2019,P.168 Kota Marudu,2325,100.0,3,"N.05 Matunggong, N.06 Bandau, N.07 Tandek"
Sabah,P.168 Kota Marudu,2003,P.168 Kota Marudu,2285,95.53,2,"N.04 Matunggong, N.05 Tandek"
Sabah,P.168 Kota Marudu,1994,P.147 Bandau,2270,94.78,2,"N.04 Matunggong, N.05 Tandek"
Sabah,P.168 Kota Marudu,1984,P.135 Bandau,2270,94.78,3,"N.04 Matunggong, N.05 Tandek, N.06 Langkon"
Sabah,P.168 Kota Marudu,1974,P.116 Bandau,2370,92.46,3,"N.04 Matunggong, N.05 Langkon, N.06 Tandek"
Sabah,P.168 Kota Marudu,1966,P.106 Bandau,2370,92.46,2,"N.03 Langkon, N.04 Tandek"
Sabah,P.169 Kota Belud,2019,P.169 Kota Belud,1398,100.0,4,"N.08 Pintasan, N.09 Tempasuk, N.10 Usukan, N.11 Kadamaian"
Sabah,P.169 Kota Belud,2003,P.169 Kota Belud,1408,98.46,3,"N.06 Tempasuk, N.07 Kadamaian, N.08 Usukan"
Sabah,P.169 Kota Belud,1994,P.148 Kota Belud,1416,98.3,3,"N.06 Tempasuk, N.07 Kadamaian, N.08 Usukan"
Sabah,P.169 Kota Belud,1984,P.136 Kota Belud,1416,98.3,3,"N.07 Tempasuk, N.08 Usukan, N.09 Kadamaian"
Sabah,P.169 Kota Belud,1974,P.117 Kota Belud,1407,96.48,3,"N.07 Usukan, N.08 Tempasuk, N.09 Kebayau"
Sabah,P.169 Kota Belud,1966,P.107 Kota Belud,1407,96.48,2,"N.05 Usukan, N.06 Sorob"
Sabah,P.170 Tuaran,2019,P.170 Tuaran,1146,100.0,4,"N.12 Sulaman, N.13 Pantai Dalit, N.14 Tamparuli, N.15 Kiulu"
Sabah,P.170 Tuaran,2003,P.170 Tuaran,1205,97.71,3,"N.09 Tamparuli, N.10 Sulaman, N.11 Kiulu"
Sabah,P.170 Tuaran,1994,P.149 Tuaran,1305,97.45,3,"N.09 Tamparuli, N.10 Sulaman, N.11 Kiulu"
Sabah,P.170 Tuaran,1984,P.137 Tuaran,1305,97.45,3,"N.10 Tamparuli, N.11 Sulaman, N.12 Kiulu"
Sabah,P.170 Tuaran,1974,P.119 Tuaran,1168,96.28,3,"N.13 Sulaman, N.14 Tamparuli, N.15 Kiulu"
Sabah,P.170 Tuaran,1966,P.108 Tuaran,1168,96.28,2,"N.07 Sulaman, N.08 Kiulu"
Sabah,P.171 Sepanggar,2019,P.171 Sepanggar,322,100.0,3,"N.16 Karambunai, N.17 Darau, N.18 Inanam"
Sabah,P.171 Sepanggar,2003,P.171 Sepanggar,281,78.71,2,"N.12 Karambunai, N.13 Inanam"
Sabah,P.171 Sepanggar,2003,P.170 Tuaran,1205,17.92,3,"N.09 Tamparuli, N.10 Sulaman, N.11 Kiulu"
Sabah,P.171 Sepanggar,1994,P.150 Gaya,310,77.8,2,"N.12 Inanam, N.13 Likas"
Sabah,P.171 Sepanggar,1994,P.149 Tuaran,1305,20.44,3,"N.09 Tamparuli, N.10 Sulaman, N.11 Kiulu"
Sabah,P.171 Sepanggar,1984,P.143 Penampang,727,75.48,2,"N.26 Moyog, N.27 Inanam"
Sabah,P.171 Sepanggar,1984,P.137 Tuaran,1305,20.44,3,"N.10 Tamparuli, N.11 Sulaman, N.12 Kiulu"
Sabah,P.171 Sepanggar,1974,P.122 Penampang,1312,81.79,3,"N.22 Inanam, N.23 Moyog, N.24 Kawang"
Sabah,P.171 Sepanggar,1974,P.119 Tuaran,1168,14.07,3,"N.13 Sulaman, N.14 Tamparuli, N.15 Kiulu"
Sabah,P.171 Sepanggar,1966,P.110 Penampang,1312,81.79,2,"N.11 Moyog, N.12 Papar"
Sabah,P.171 Sepanggar,1966,P.108 Tuaran,1168,14.07,2,"N.07 Sulaman, N.08 Kiulu"
Sabah,P.172 Kota Kinabalu,2019,P.172 Kota Kinabalu,26,100.0,3,"N.19 Likas, N.20 Api-Api, N.21 Luyang"
Sabah,P.172 Kota Kinabalu,2003,P.172 Kota Kinabalu,27,88.2,3,"N.14 Likas, N.15 Api-Api, N.16 Luyang"
Sabah,P.172 Kota Kinabalu,1994,P.151 Tanjong Aru,45,62.48,2,"N.14 Api-Api, N.15 Sembulan"
Sabah,P.172 Kota Kinabalu,1994,P.150 Gaya,310,36.24,2,"N.12 Inanam, N.13 Likas"
Sabah,P.172 Kota Kinabalu,1984,P.144 Gaya,54,79.03,2,"N.28 Likas, N.29 Api-Api"
Sabah,P.172 Kota Kinabalu,1984,P.145 Tanjong Aru,35,19.68,2,"N.30 Sembulan, N.31 Petagas"
Sabah,P.172 Kota Kinabalu,1974,P.121 Gaya,89,98.71,3,"N.19 Likas, N.20 Kota Kinabalu, N.21 Tanjong Aru"
Sabah,P.172 Kota Kinabalu,1966,P.109 Jesselton,89,98.71,2,"N.09 Jesselton Bandar, N.10 Tanjong Aru"
Sabah,P.173 Putatan,2019,P.173 Putatan,59,100.0,3,"N.22 Tanjung Aru, N.23 Petagas, N.24 Tanjung Keramat"
Sabah,P.173 Putatan,2003,P.173 Putatan,54,76.4,2,"N.17 Tanjong Aru, N.18 Petagas"
Sabah,P.173 Putatan,1994,P.152 Penampang,462,36.29,2,"N.16 Moyog, N.17 Petagas"
Sabah,P.173 Putatan,1994,P.150 Gaya,310,32.91,2,"N.12 Inanam, N.13 Likas"
Sabah,P.173 Putatan,1994,P.151 Tanjong Aru,45,18.76,2,"N.14 Api-Api, N.15 Sembulan"
Sabah,P.173 Putatan,1984,P.144 Gaya,54,33.11,2,"N.28 Likas, N.29 Api-Api"
Sabah,P.173 Putatan,1984,P.143 Penampang,727,30.36,2,"N.26 Moyog, N.27 Inanam"
Sabah,P.173 Putatan,1984,P.145 Tanjong Aru,35,24.5,2,"N.30 Sembulan, N.31 Petagas"
Sabah,P.173 Putatan,1974,P.121 Gaya,89,57.61,3,"N.19 Likas, N.20 Kota Kinabalu, N.21 Tanjong Aru"
Sabah,P.173 Putatan,1974,P.122 Penampang,1312,34.48,3,"N.22 Inanam, N.23 Moyog, N.24 Kawang"
Sabah,P.173 Putatan,1966,P.109 Jesselton,89,57.61,2,"N.09 Jesselton Bandar, N.10 Tanjong Aru"
Sabah,P.173 Putatan,1966,P.110 Penampang,1312,34.48,2,"N.11 Moyog, N.12 Papar"
Sabah,P.174 Penampang,2019,P.174 Penampang,500,100.0,2,"N.25 Kapayan, N.26 Moyog"
Sabah,P.174 Penampang,2003,P.174 Penampang,489,94.2,2,"N.19 Kapayan, N.20 Moyog"
Sabah,P.174 Penampang,1994,P.152 Penampang,462,87.36,2,"N.16 Moyog, N.17 Petagas"
Sabah,P.174 Penampang,1984,P.143 Penampang,727,90.39,2,"N.26 Moyog, N.27 Inanam"
Sabah,P.174 Penampang,1974,P.122 Penampang,1312,94.07,3,"N.22 Inanam, N.23 Moyog, N.24 Kawang"
Sabah,P.174 Penampang,1966,P.110 Penampang,1312,94.07,2,"N.11 Moyog, N.12 Papar"
Sabah,P.175 Papar,2019,P.175 Papar,619,100.0,3,"N.27 Limbahau, N.28 Kawang, N.29 Pantai Manis"
Sabah,P.175 Papar,2003,P.175 Papar,600,93.7,2,"N.21 Kawang, N.22 Pantai Manis"
Sabah,P.175 Papar,1994,P.153 Papar,762,97.17,2,"N.18 Kawang, N.19 Pantai Manis"
Sabah,P.175 Papar,1984,P.146 Papar,693,96.39,2,"N.32 Kawang, N.33 Buang Sayang"
Sabah,P.175 Papar,1974,P.122 Penampang,1312,84.3,3,"N.22 Inanam, N.23 Moyog, N.24 Kawang"
Sabah,P.175 Papar,1974,P.125 Kimanis,1211,10.51,3,"N.31 Papar, N.32 Bongawan, N.33 Kuala Penyu"
Sabah,P.175 Papar,1966,P.110 Penampang,1312,84.3,2,"N.11 Moyog, N.12 Papar"
Sabah,P.175 Papar,1966,P.111 Kimanis,1434,10.51,2,"N.13 Bongawan, N.14 Kuala Penyu"
Sabah,P.176 Kimanis,2019,P.176 Kimanis,964,100.0,2,"N.30 Bongawan, N.31 Membakut"
Sabah,P.176 Kimanis,2003,P.176 Kimanis,979,96.11,2,"N.23 Bongawan, N.24 Membakut"
Sabah,P.176 Kimanis,1994,P.154 Beaufort,1675,82.38,3,"N.20 Bongawan, N.21 Kuala Penyu, N.22 Klias"
Sabah,P.176 Kimanis,1994,P.153 Papar,762,14.49,2,"N.18 Kawang, N.19 Pantai Manis"
Sabah,P.176 Kimanis,1984,P.147 Kimanis,1171,71.75,2,"N.34 Bongawan, N.35 Kuala Penyu"
Sabah,P.176 Kimanis,1984,P.148 Limbawang,1585,17.3,2,"N.36 Klias, N.37 Lumadan"
Sabah,P.176 Kimanis,1974,P.125 Kimanis,1211,77.78,3,"N.31 Papar, N.32 Bongawan, N.33 Kuala Penyu"
Sabah,P.176 Kimanis,1974,P.126 Hilir Padas,1780,20.51,3,"N.34 Labuan, N.35 Klias, N.36 Lumadan"
Sabah,P.176 Kimanis,1966,P.111 Kimanis,1434,97.45,2,"N.13 Bongawan, N.14 Kuala Penyu"
Sabah,P.177 Beaufort,2019,P.177 Beaufort,884,100.0,2,"N.32 Klias, N.33 Kuala Penyu"
Sabah,P.177 Beaufort,2003,P.177 Beaufort,926,93.71,2,"N.25 Klias, N.26 Kuala Penyu"
Sabah,P.177 Beaufort,1994,P.154 Beaufort,1675,96.56,3,"N.20 Bongawan, N.21 Kuala Penyu, N.22 Klias"
Sabah,P.177 Beaufort,1984,P.147 Kimanis,1171,51.46,2,"N.34 Bongawan, N.35 Kuala Penyu"
Sabah,P.177 Beaufort,1984,P.148 Limbawang,1585,46.68,2,"N.36 Klias, N.37 Lumadan"
Sabah,P.177 Beaufort,1974,P.126 Hilir Padas,1780,55.39,3,"N.34 Labuan, N.35 Klias, N.36 Lumadan"
Sabah,P.177 Beaufort,1974,P.125 Kimanis,1211,41.29,3,"N.31 Papar, N.32 Bongawan, N.33 Kuala Penyu"
Sabah,P.177 Beaufort,1966,P.112 Labuan-Beaufort,1556,51.61,2,"N.15 Labuan, N.16 Beaufort"
Sabah,P.177 Beaufort,1966,P.111 Kimanis,1434,45.07,2,"N.13 Bongawan, N.14 Kuala Penyu"
Sabah,P.178 Sipitang,2019,P.178 Sipitang,3753,100.0,2,"N.34 Lumadan, N.35 Sindumin"
Sabah,P.178 Sipitang,2003,P.178 Sipitang,3753,98.32,2,"N.27 Lumadan, N.28 Sindumin"
Sabah,P.178 Sipitang,1994,P.155 Sipitang,3721,97.77,2,"N.23 Lumadan, N.24 Sindumin"
Sabah,P.178 Sipitang,1984,P.149 Padas,5210,73.31,3,"N.38 Sipitang, N.39 Tenom, N.40 Kemabong"
Sabah,P.178 Sipitang,1984,P.148 Limbawang,1585,26.5,2,"N.36 Klias, N.37 Lumadan"
Sabah,P.178 Sipitang,1974,P.129 Ulu Padas,5240,73.81,3,"N.43 Tenom, N.44 Sipitang, N.45 Kemabong"
Sabah,P.178 Sipitang,1974,P.126 Hilir Padas,1780,26.03,3,"N.34 Labuan, N.35 Klias, N.36 Lumadan"
Sabah,P.178 Sipitang,1966,P.113 Sabah Selatan,5241,73.81,2,"N.17 Tenom, N.18 Sipitang-Ulu Padas"
Sabah,P.178 Sipitang,1966,P.112 Labuan-Beaufort,1556,26.04,2,"N.15 Labuan, N.16 Beaufort"
Sabah,P.179 Ranau,2019,P.179 Ranau,3960,100.0,3,"N.36 Kundasang, N.37 Karanaan, N.38 Paginatan"
Sabah,P.179 Ranau,2003,P.179 Ranau,3781,92.03,3,"N.29 Kundasang, N.30 Karanaan, N.31 Paginatan"
Sabah,P.179 Ranau,1994,P.156 Kinabalu,3837,90.76,2,"N.25 Kundasang, N.26 Ranau"
Sabah,P.179 Ranau,1984,P.138 Kinabalu,3837,90.76,2,"N.13 Kundasang, N.14 Ranau"
Sabah,P.179 Ranau,1974,P.120 Kinabalu,4657,75.19,3,"N.16 Kundasang, N.17 Ranau, N.18 Tambunan"
Sabah,P.179 Ranau,1974,P.118 Labuk Sugut,8878,21.02,3,"N.10 Sugut, N.11 Semawang, N.12 Labuk"
Sabah,P.179 Ranau,1966,P.115 Kinabalu,4657,75.19,2,"N.21 Ranau, N.22 Tambunan"
Sabah,P.179 Ranau,1966,P.117 Labuk-Sugut,8918,21.02,2,"N.25 Sugut, N.26 Labuk"
Sabah,P.180 Keningau,2019,P.180 Keningau,2268,100.0,3,"N.39 Tambunan, N.40 Bingkor, N.41 Liawan"
Sabah,P.180 Keningau,2003,P.180 Keningau,2382,97.22,3,"N.32 Tambunan, N.33 Bingkor, N.34 Liawan"
Sabah,P.180 Keningau,1994,P.157 Keningau,10392,77.61,3,"N.27 Tambunan, N.28 Bingkor, N.29 Pensiangan"
Sabah,P.180 Keningau,1994,P.158 Tenom,2948,12.61,2,"N.30 Melalap, N.31 Kemabong"
Sabah,P.180 Keningau,1984,P.142 Keningau,2067,82.83,2,"N.24 Tambunan, N.25 Bingkor"
Sabah,P.180 Keningau,1974,P.120 Kinabalu,4657,63.63,3,"N.16 Kundasang, N.17 Ranau, N.18 Tambunan"
Sabah,P.180 Keningau,1974,P.127 Keningau,9587,34.1,3,"N.37 Bingkor, N.38 Sook, N.39 Pensiangan"
Sabah,P.180 Keningau,1966,P.115 Kinabalu,4657,63.63,2,"N.21 Ranau, N.22 Tambunan"
Sabah,P.180 Keningau,1966,P.114 Sabah Dalam,9238,34.09,2,"N.19 Keningau, N.20 Pensiangan-Sook"
Sabah,P.181 Tenom,2019,P.181 Tenom,2493,100.0,2,"N.42 Melalap, N.43 Kemabong"
Sabah,P.181 Tenom,2003,P.181 Tenom,2472,95.45,2,"N.35 Melalap, N.36 Kemabong"
Sabah,P.181 Tenom,1994,P.158 Tenom,2948,96.01,2,"N.30 Melalap, N.31 Kemabong"
Sabah,P.181 Tenom,1984,P.149 Padas,5210,95.19,3,"N.38 Sipitang, N.39 Tenom, N.40 Kemabong"
Sabah,P.181 Tenom,1974,P.129 Ulu Padas,5240,96.21,3,"N.43 Tenom, N.44 Sipitang, N.45 Kemabong"
Sabah,P.181 Tenom,1966,P.113 Sabah Selatan,5241,96.26,2,"N.17 Tenom, N.18 Sipitang-Ulu Padas"
Sabah,P.182 Pensiangan,2019,P.182 Pensiangan,9021,100.0,3,"N.44 Tulid, N.45 Sook, N.46 Nabawan"
Sabah,P.182 Pensiangan,2003,P.182 Pensiangan,8772,96.24,2,"N.37 Sook, N.38 Nabawan"
Sabah,P.182 Pensiangan,1994,P.157 Keningau,10392,94.01,3,"N.27 Tambunan, N.28 Bingkor, N.29 Pensiangan"
Sabah,P.182 Pensiangan,1984,P.150 Pensiangan,8771,93.94,2,"N.41 Sook, N.42 Nabawan"
Sabah,P.182 Pensiangan,1974,P.127 Keningau,9587,93.57,3,"N.37 Bingkor, N.38 Sook, N.39 Pensiangan"
Sabah,P.182 Pensiangan,1966,P.114 Sabah Dalam,9238,90.06,2,"N.19 Keningau, N.20 Pensiangan-Sook"
Sabah,P.183 Beluran,2019,P.183 Beluran,7581,100.0,3,"N.47 Telupid, N.48 Sugut, N.49 Labuk"
Sabah,P.183 Beluran,2003,P.183 Beluran,7795,95.45,2,"N.39 Sugut, N.40 Labuk"
Sabah,P.183 Beluran,1994,P.159 Beluran,8143,96.96,2,"N.32 Sugut, N.33 Labuk"
Sabah,P.183 Beluran,1984,P.139 Jambongan,8533,96.96,3,"N.15 Sugut, N.16 Labuk, N.17 Sungai Sibuga"
Sabah,P.183 Beluran,1974,P.118 Labuk Sugut,8878,95.06,3,"N.10 Sugut, N.11 Semawang, N.12 Labuk"
Sabah,P.183 Beluran,1966,P.117 Labuk-Sugut,8918,95.06,2,"N.25 Sugut, N.26 Labuk"
Sabah,P.184 Libaran,2019,P.184 Libaran,945,100.0,3,"N.50 Gum-Gum, N.51 Sungai Manila, N.52 Sungai Sibuga"
Sabah,P.184 Libaran,2003,P.184 Libaran,876,88.29,2,"N.41 Gum-Gum, N.42 Sungai Sibuga"
Sabah,P.184 Libaran,1994,P.160 Libaran,731,59.88,2,"N.34 Sungai Sibuga, N.35 Sekong"
Sabah,P.184 Libaran,1994,P.159 Beluran,8143,37.01,2,"N.32 Sugut, N.33 Labuk"
Sabah,P.184 Libaran,1984,P.139 Jambongan,8533,76.67,3,"N.15 Sugut, N.16 Labuk, N.17 Sungai Sibuga"
Sabah,P.184 Libaran,1984,P.141 Kinabatangan,19769,22.7,3,"N.21 Sekong, N.22 Sukau, N.23 Kuamut"
Sabah,P.184 Libaran,1974,P.118 Labuk Sugut,8878,72.46,3,"N.10 Sugut, N.11 Semawang, N.12 Labuk"
Sabah,P.184 Libaran,1974,P.124 Kinabatangan,19323,22.91,3,"N.28 Sekong, N.29 Kuala Kinabatangan, N.30 Kuamut"
Sabah,P.184 Libaran,1966,P.117 Labuk-Sugut,8918,76.45,2,"N.25 Sugut, N.26 Labuk"
Sabah,P.184 Libaran,1966,P.118 Kinabatangan,19681,22.91,2,"N.27 Kuala Kinabatangan, N.28 Lamag"
Sabah,P.185 Batu Sapi,2019,P.185 Batu Sapi,460,100.0,2,"N.53 Sekong, N.54 Karamunting"
Sabah,P.185 Batu Sapi,2003,P.185 Batu Sapi,484,83.36,2,"N.43 Sekong, N.44 Karamunting"
Sabah,P.185 Batu Sapi,1994,P.162 Kinabatangan,19427,65.16,2,"N.39 Sukau, N.40 Kuamut"
Sabah,P.185 Batu Sapi,1994,P.160 Libaran,731,31.74,2,"N.34 Sungai Sibuga, N.35 Sekong"
Sabah,P.185 Batu Sapi,1984,P.141 Kinabatangan,19769,96.89,3,"N.21 Sekong, N.22 Sukau, N.23 Kuamut"
Sabah,P.185 Batu Sapi,1974,P.124 Kinabatangan,19323,96.85,3,"N.28 Sekong, N.29 Kuala Kinabatangan, N.30 Kuamut"
Sabah,P.185 Batu Sapi,1966,P.118 Kinabatangan,19681,97.31,2,"N.27 Kuala Kinabatangan, N.28 Lamag"
Sabah,P.186 Sandakan,2019,P.186 Sandakan,22,100.0,2,"N.55 Elopura, N.56 Tanjong Papat"
Sabah,P.186 Sandakan,2003,P.186 Sandakan,35,81.6,2,"N.45 Elopura, N.46 Tanjong Papat"
Sabah,P.186 Sandakan,1994,P.161 Sandakan,26,80.81,3,"N.36 Elopura, N.37 Tanjong Papat, N.38 Karamunting"
Sabah,P.186 Sandakan,1994,P.160 Libaran,731,15.51,2,"N.34 Sungai Sibuga, N.35 Sekong"
Sabah,P.186 Sandakan,1984,P.140 Sandakan,26,80.81,3,"N.18 Elopura, N.19 Tanjong Papat, N.20 Karamunting"
Sabah,P.186 Sandakan,1974,P.123 Sandakan,67,88.81,3,"N.25 Elopura, N.26 Bandar Sandakan, N.27 Karamunting"
Sabah,P.186 Sandakan,1966,P.116 Sandakan,24,83.11,2,"N.23 Sandakan Bandar, N.24 Elopura"
Sabah,P.187 Kinabatangan,2019,P.187 Kinabatangan,18344,100.0,3,"N.57 Kuamut, N.58 Lamag, N.59 Sukau"
Sabah,P.187 Kinabatangan,2003,P.187 Kinabatangan,18468,96.98,2,"N.47 Kuamut, N.48 Sukau"
Sabah,P.187 Kinabatangan,1994,P.162 Kinabatangan,19427,97.15,2,"N.39 Sukau, N.40 Kuamut"
Sabah,P.187 Kinabatangan,1984,P.141 Kinabatangan,19769,97.15,3,"N.21 Sekong, N.22 Sukau, N.23 Kuamut"
