state,parlimen,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,P.092 Kuala Pilah,32693,24395,0,1178
Negeri Sembilan,P.093 Teluk Kemang,38975,29884,0,1025
Negeri Sembilan,P.094 Tampin,49248,38381,0,1126
Melaka,P.095 Alor Gajah,48437,36070,0,1114
Melaka,P.096 Jasin,46588,35657,0,1683
Melaka,P.097 Batu Berendam,54311,41767,0,1496
Melaka,P.098 Kota Melaka,69900,54914,0,1145
Johor,P.099 Labis,36950,0,0,0
Johor,P.100 Segamat,41273,32845,0,1305
Johor,P.101 Kluang,54717,42094,0,1227
Johor,P.102 Tenggaroh,24453,17477,0,856
Johor,P.103 Ledang,33496,0,0,0
Johor,P.104 Pagoh,30617,22921,0,1234
Johor,P.105 Ayer Hitam,37778,28937,0,1115
Johor,P.106 Muar,57997,43902,0,2488
Johor,P.107 Rengam,54815,42949,0,2282
Johor,P.108 Panti,50024,0,0,0
Johor,P.109 Sri Gading,35727,27389,0,972
Johor,P.110 Semerah,41721,30712,0,1082
Johor,P.111 Batu Pahat,48552,36161,0,1830
Johor,P.112 Pontian,49909,0,0,0
Johor,P.113 Pulai,61303,46412,0,2446
Johor,P.114 Johor Bahru,98505,72001,0,2888
Sabah,P.115 Marudu,20586,14188,0,341
Sabah,P.116 Bandau,16055,10725,0,160
Sabah,P.117 Kota Belud,21372,17305,0,346
Sabah,P.118 Labuk Sugut,17350,10358,0,283
Sabah,P.119 Tuaran,19739,13568,0,261
Sabah,P.120 Kinabalu,18583,0,0,0
Sabah,P.121 Gaya,39606,23955,0,320
Sabah,P.122 Penampang,23404,15730,0,216
Sabah,P.123 Sandakan,31239,21033,0,195
Sabah,P.124 Kinabatangan,15827,0,0,0
Sabah,P.125 Kimanis,19679,13178,0,283
Sabah,P.126 Hilir Padas,23700,16681,0,261
Sabah,P.127 Keningau,19755,12372,0,539
Sabah,P.128 Silam,27138,18240,0,448
Sabah,P.129 Ulu Padas,15835,11595,0,261
Sabah,P.130 Tawau,28381,18947,0,249
Sarawak,P.131 Mas Gading,23398,17407,0,382
Sarawak,P.132 Bandar Kuching,47201,35254,0,431
Sarawak,P.133 Santubong,30261,0,0,0
Sarawak,P.134 Samarahan,13847,0,0,0
Sarawak,P.135 Padawan,26453,18931,0,774
Sarawak,P.136 Serian,25438,16840,0,772
Sarawak,P.137 Simunjan,14547,9127,0,323
Sarawak,P.138 Batang Lupar,23127,13915,0,472
Sarawak,P.139 Lubok Antu,11739,0,0,0
Sarawak,P.140 Betong,17870,11247,0,371
Sarawak,P.141 Saratok,15929,11659,0,222
Sarawak,P.142 Paloh,17193,12556,0,283
Sarawak,P.143 Sarikei,23093,17579,0,255
Sarawak,P.144 Sibu,39032,28939,0,216
Sarawak,P.145 Rajang,18967,10234,0,460
Sarawak,P.146 Mukah,18207,8570,0,607
Sarawak,P.147 Julau,10724,7035,0,374
Sarawak,P.148 Kanowit,12784,8079,0,265
Sarawak,P.149 Kapit,14555,0,0,0
Sarawak,P.150 Ulu Rajang,12476,0,0,0
Sarawak,P.151 Bintulu,19859,11955,0,491
Sarawak,P.152 Lambir,39370,25770,0,561
Sarawak,P.153 Baram,18921,10357,0,397
Sarawak,P.154 Bukit Mas,18356,0,0,0
