state,parlimen,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Selangor,P.109 Kapar,124983,107829,239,1497
Selangor,P.110 Klang,149348,128536,258,1204
Selangor,P.111 Kota Raja,149021,129412,320,966
Selangor,P.112 Kuala Langat,102406,89437,209,1131
Selangor,P.113 Sepang,104508,92087,347,1083
W.P. Kuala Lumpur,P.114 Kepong,72696,61812,85,323
W.P. Kuala Lumpur,P.115 Batu,76328,63600,297,498
W.P. Kuala Lumpur,P.116 Wangsa Maju,88482,74509,376,525
W.P. Kuala Lumpur,P.117 Segambut,77956,65265,249,289
W.P. Kuala Lumpur,P.118 Setiawangsa,72136,61884,339,693
W.P. Kuala Lumpur,P.119 Titiwangsa,61598,50858,149,323
W.P. Kuala Lumpur,P.120 Bukit Bintang,69526,52765,103,254
W.P. Kuala Lumpur,P.121 Lembah Pantai,80346,67059,216,538
W.P. Kuala Lumpur,P.122 Seputeh,86256,70583,160,294
W.P. Kuala Lumpur,P.123 Cheras,78819,64074,122,275
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,83650,71180,530,444
W.P. Putrajaya,P.125 Putrajaya,27306,24881,177,146
Negeri Sembilan,P.126 Jelebu,48522,39733,190,586
Negeri Sembilan,P.127 Jempol,72122,58523,224,1025
Negeri Sembilan,P.128 Seremban,110168,93254,384,1052
Negeri Sembilan,P.129 Kuala Pilah,49801,41156,150,769
Negeri Sembilan,P.130 Rasah,102838,86655,303,1045
Negeri Sembilan,P.131 Rembau,88365,75315,406,1053
Negeri Sembilan,P.132 Port Dickson,75212,62548,266,948
Negeri Sembilan,P.133 Tampin,60765,49515,199,850
Melaka,P.134 Masjid Tanah,51441,43093,132,636
Melaka,P.135 Alor Gajah,70364,59000,178,1007
Melaka,P.136 Tangga Batu,83213,70453,166,1145
Melaka,P.137 Hang Tuah Jaya,89364,77758,266,909
Melaka,P.138 Kota Melaka,126848,107085,377,1432
Melaka,P.139 Jasin,73432,62912,239,912
Johor,P.140 Segamat,55350,46170,124,726
Johor,P.141 Sekijang,45596,38527,132,558
Johor,P.142 Labis,40356,33146,78,490
Johor,P.143 Pagoh,51512,43667,302,693
Johor,P.144 Ledang,77474,66708,246,1048
Johor,P.145 Bakri,73883,62632,201,631
Johor,P.146 Muar,50843,42868,149,636
Johor,P.147 Parit Sulong,59609,50778,177,832
Johor,P.148 Ayer Hitam,46157,39474,94,556
Johor,P.149 Sri Gading,52119,45193,276,635
Johor,P.150 Batu Pahat,98543,83574,340,1097
Johor,P.151 Simpang Renggam,43998,36695,94,779
Johor,P.152 Kluang,96915,81841,389,921
Johor,P.153 Sembrong,44137,36768,126,598
Johor,P.154 Mersing,48176,38306,142,796
Johor,P.155 Tenggara,44749,37818,120,664
Johor,P.156 Kota Tinggi,46677,39418,423,802
Johor,P.157 Pengerang,40479,33580,782,557
Johor,P.158 Tebrau,123033,105420,274,1203
Johor,P.159 Pasir Gudang,124172,106576,225,1342
Johor,P.160 Johor Bahru,101409,81645,267,1056
Johor,P.161 Pulai,106268,88116,257,966
Johor,P.162 Iskandar Puteri,138299,118779,204,1987
Johor,P.163 Kulai,99147,85687,168,976
Johor,P.164 Pontian,55570,46683,219,738
Johor,P.165 Tanjung Piai,53528,45858,69,841
W.P. Labuan,P.166 Labuan,28356,21729,69,302
Sabah,P.167 Kudat,52251,38205,171,955
Sabah,P.168 Kota Marudu,47007,35231,146,1179
Sabah,P.169 Kota Belud,57919,47565,294,1173
Sabah,P.170 Tuaran,54400,44834,233,958
Sabah,P.171 Sepanggar,62415,49012,314,913
Sabah,P.172 Kota Kinabalu,56220,42973,100,563
Sabah,P.173 Putatan,41312,31865,249,826
Sabah,P.174 Penampang,53131,43659,134,417
Sabah,P.175 Papar,43586,36540,161,543
Sabah,P.176 Kimanis,29618,25519,106,385
Sabah,P.177 Beaufort,33342,28154,143,799
Sabah,P.178 Sipitang,31882,25483,116,596
Sabah,P.179 Ranau,43706,33904,193,769
Sabah,P.180 Keningau,51177,40913,242,522
Sabah,P.181 Tenom,29182,23027,128,661
Sabah,P.182 Pensiangan,31377,24955,59,528
Sabah,P.183 Beluran,28509,21606,76,832
Sabah,P.184 Libaran,47914,37248,157,948
Sabah,P.185 Batu Sapi,32574,24029,113,655
Sabah,P.186 Sandakan,39777,28668,76,502
Sabah,P.187 Kinabatangan,28730,22257,78,661
Sabah,P.188 Silam,60942,44294,175,1079
Sabah,P.189 Semporna,48248,34613,205,982
Sabah,P.190 Tawau,59919,43861,127,981
Sabah,P.191 Kalabakan,52199,38041,292,840
Sarawak,P.192 Mas Gading,29617,22822,68,236
Sarawak,P.193 Santubong,45628,33868,155,440
Sarawak,P.194 Petra Jaya,57925,43513,214,354
Sarawak,P.195 Bandar Kuching,81856,61483,119,241
Sarawak,P.196 Stampin,66240,52550,243,408
Sarawak,P.197 Kota Samarahan,46300,36551,253,431
Sarawak,P.198 Puncak Borneo,46180,35142,108,514
Sarawak,P.199 Serian,37629,27880,76,385
Sarawak,P.200 Batang Sadong,23213,17349,63,220
Sarawak,P.201 Batang Lupar,29811,20603,49,403
Sarawak,P.202 Sri Aman,33016,23379,84,295
Sarawak,P.203 Lubok Antu,20801,14785,35,199
Sarawak,P.204 Betong,29145,21165,162,283
Sarawak,P.205 Saratok,30517,23084,120,257
Sarawak,P.206 Tanjong Manis,21899,14425,81,214
Sarawak,P.207 Igan,19592,12996,98,317
Sarawak,P.208 Sarikei,39561,30895,79,340
Sarawak,P.209 Julau,25380,18569,49,241
Sarawak,P.210 Kanowit,21022,15149,62,295
Sarawak,P.211 Lanang,61973,46419,162,365
Sarawak,P.212 Sibu,74149,57689,421,515
Sarawak,P.213 Mukah,30608,21205,120,379
Sarawak,P.214 Selangau,30026,22352,48,334
Sarawak,P.215 Kapit,30658,18485,82,278
Sarawak,P.216 Hulu Rajang,27520,17727,68,306
Sarawak,P.217 Bintulu,65049,48036,55,523
Sarawak,P.218 Sibuti,31868,22697,44,284
Sarawak,P.219 Miri,80386,58439,111,513
Sarawak,P.220 Baram,35685,22806,55,399
Sarawak,P.221 Limbang,26409,17802,133,201
Sarawak,P.222 Lawas,21297,14550,143,157
