state,parlimen,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,P.139 Lubok Antu,10386,7206,0,221
Sarawak,P.140 Betong,16064,10380,0,375
Sarawak,P.141 Saratok,14550,10207,0,420
Sarawak,P.142 Paloh,15105,11346,0,324
Sarawak,P.143 Sarikei,20089,14419,0,287
Sarawak,P.144 Sibu,28519,20541,0,244
Sarawak,P.145 Rajang,17968,12246,0,302
Sarawak,P.146 Mukah,17469,10182,0,448
Sarawak,P.147 Julau,9585,5868,0,295
Sarawak,P.148 Kanowit,11743,8450,0,96
Sarawak,P.149 Kapit,13359,7925,0,336
Sarawak,P.150 Ulu Rajang,11385,6269,0,572
Sarawak,P.151 Bintulu,17420,10451,0,467
Sarawak,P.152 Lambir,30026,20108,0,680
Sarawak,P.153 Baram,17457,0,0,0
Sarawak,P.154 Bukit Mas,15726,0,0,0
