state,parlimen,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,P.044 Kuala Pilah,22673,17290,0,232
Negeri Sembilan,P.045 Rembau-Tampin,18571,14123,0,167
Negeri Sembilan,P.046 Seremban Barat,14741,12274,0,71
Negeri Sembilan,P.047 Seremban Timor,18678,14298,0,103
Negeri Sembilan,P.048 Port Dickson,15763,0,0,0
Pahang,P.049 Lipis,21634,15709,0,197
Pahang,P.050 Raub,17359,11995,0,101
Pahang,P.051 Bentong,17829,13941,0,157
Pahang,P.052 Temerloh,20718,14808,0,125
Pahang,P.053 Kuantan,16552,11720,0,106
Pahang,P.054 Pekan,15443,11508,0,104
Pulau Pinang,P.055 Bagan,16698,11452,0,104
Pulau Pinang,P.056 Seberang Utara,22978,17534,0,249
Pulau Pinang,P.057 Seberang Tengah,26773,20424,0,244
Pulau Pinang,P.058 Seberang Selatan,15920,12590,0,107
Pulau Pinang,P.059 Tanjong,28086,20125,0,237
Pulau Pinang,P.060 Dato Kramat,22058,15911,0,103
Pulau Pinang,P.061 Penang Utara,25537,17634,0,170
Pulau Pinang,P.062 Penang Selatan,30618,22472,0,144
Perak,P.063 Krian Laut,22410,15777,0,126
Perak,P.064 Krian Darat,21248,13861,0,209
Perak,P.065 Batang Padang,16667,11577,0,93
Perak,P.066 Tanjong Malim,19274,13023,0,208
Perak,P.067 Larut Utara,24864,16830,0,170
Perak,P.068 Larut Selatan,32633,20881,0,148
Perak,P.069 Bruas,24384,16300,0,913
Perak,P.070 Sitiawan,20531,15613,0,155
Perak,P.071 Ulu Perak,21330,14509,0,183
Perak,P.072 Kuala Kangsar,26466,18874,0,146
Perak,P.073 Parit,18945,15087,0,82
Perak,P.074 Hilir Perak,12991,9191,0,100
Perak,P.075 Bagan Datoh,18545,13219,0,133
Perak,P.076 Telok Anson,22762,16162,0,218
Perak,P.077 Ipoh,30473,20392,0,167
Perak,P.078 Menglembu,33561,22044,0,131
Perak,P.079 Sungei Siput,17174,12075,0,96
Perak,P.080 Ulu Kinta,18147,13320,0,348
Perak,P.081 Batu Gajah,21006,15394,0,127
Perak,P.082 Kampar,26558,20232,0,128
Perlis,P.083 Perlis Utara,19560,15551,0,126
Perlis,P.084 Perlis Selatan,18795,14275,0,97
Selangor,P.085 Batu,20819,15309,0,164
Selangor,P.086 Bungsar,35549,24177,0,198
Selangor,P.087 Bukit Bintang,24984,16510,0,79
Selangor,P.088 Setapak,22490,15661,0,102
Selangor,P.089 Ulu Selangor,14274,11801,0,143
Selangor,P.090 Rawang,14378,10893,0,118
Selangor,P.091 Sabak Bernam,18892,12465,0,240
Selangor,P.092 Kuala Selangor,19026,14584,0,163
Selangor,P.093 Langat,15890,12248,0,166
Selangor,P.094 Sepang,13345,10792,0,120
Selangor,P.095 Klang,19670,14854,0,207
Selangor,P.096 Kuala Langat,17169,14021,0,230
Selangor,P.097 Kapar,15152,11634,0,137
Selangor,P.098 Damansara,19722,14871,0,192
Terengganu,P.099 Besut,21399,14409,0,205
Terengganu,P.100 Kuala Trengganu Utara,19994,14611,0,274
Terengganu,P.101 Kuala Trengganu Selatan,19247,13491,0,131
Terengganu,P.102 Trengganu Tengah,20765,14724,0,188
Terengganu,P.103 Dungun,15759,11102,0,100
Terengganu,P.104 Kemaman,17734,0,0,0
