state,parlimen,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Pulau Pinang,P.046 Batu Kawan,Batu Kawan,1,Ooi Khar Giap,4068,PFP,82,256
Pulau Pinang,P.046 Batu Kawan,Batu Kawan,2,Jayanthi Devi Balaguru,3814,BN,25,9130
Pulau Pinang,P.046 Batu Kawan,Batu Kawan,3,Jay Kumar,4069,PAS,3,2636
Pulau Pinang,P.046 Batu Kawan,Batu Kawan,4,Kasthuriraani Patto,3701,PKR,11,42683
Pulau Pinang,P.047 Nibong Tebal,Nibong Tebal,1,Mansor Othman,3705,PKR,11,35395
Pulau Pinang,P.047 Nibong Tebal,Nibong Tebal,2,Shaik Hussein Bin Mydin,4070,BN,25,19578
Pulau Pinang,P.047 Nibong Tebal,Nibong Tebal,3,Tan Tee Beng,3355,BEBAS,1,331
Pulau Pinang,P.047 Nibong Tebal,Nibong Tebal,4,Mohd Helmi Bin Harun,4071,PAS,3,6875
Pulau Pinang,P.048 Bukit Bendera,Bukit Bendera,1,Wong Hon Wai,4072,PKR,11,50049
Pulau Pinang,P.048 Bukit Bendera,Bukit Bendera,2,Tan Gin Theam,4073,MU,79,339
Pulau Pinang,P.048 Bukit Bendera,Bukit Bendera,3,Andy Yong Kim Seng,4074,BN,25,9318
Pulau Pinang,P.049 Tanjong,Tanjong,1,Ng Siew Lai,4075,BN,25,5064
Pulau Pinang,P.049 Tanjong,Tanjong,2,Chow Kon Yeow,2665,PKR,11,34663
Pulau Pinang,P.050 Jelutong,Jelutong,1,Baljit Singh,4076,BN,25,12529
Pulau Pinang,P.050 Jelutong,Jelutong,2,Sanisvara Netrayer A/L Rajaji,4077,PKR,11,50700
Pulau Pinang,P.050 Jelutong,Jelutong,3,Tan Sim Bee,4078,MU,79,437
Pulau Pinang,P.051 Bukit Gelugor,Bukit Gelugor,1,Low Joo Hiap,4079,BN,25,9671
Pulau Pinang,P.051 Bukit Gelugor,Bukit Gelugor,2,Ramkarpal Singh A/L Karpal Singh,4080,PKR,11,65622
Pulau Pinang,P.051 Bukit Gelugor,Bukit Gelugor,3,Lai Xue Ching,4081,MU,79,412
Pulau Pinang,P.052 Bayan Baru,Bayan Baru,1,David Yim Boon Leong,4082,MU,79,733
Pulau Pinang,P.052 Bayan Baru,Bayan Baru,2,Sim Tze Tzin,3712,PKR,11,51555
Pulau Pinang,P.052 Bayan Baru,Bayan Baru,3,Chuah Seng Guan,4083,BN,25,13804
Pulau Pinang,P.052 Bayan Baru,Bayan Baru,4,Iszuree Bin Ibrahim,4084,PAS,3,8757
Pulau Pinang,P.053 Balik Pulau,Balik Pulau,1,Muhammad Imran Bin Muhammad Sa'Ad,4085,PAS,3,5298
Pulau Pinang,P.053 Balik Pulau,Balik Pulau,2,Muhammad Bakhtiar Bin Wan Chik,3715,PKR,11,25471
Pulau Pinang,P.053 Balik Pulau,Balik Pulau,3,Hilmi Yahaya,3714,BN,25,19007
Perak,P.054 Gerik,Gerik,1,Dahalan,4086,PAS,3,7715
Perak,P.054 Gerik,Gerik,2,Hasbullah Osman,3717,BN,25,13243
Perak,P.054 Gerik,Gerik,3,Ibrahim Hanafiah,4087,PKR,11,6353
Perak,P.055 Lenggong,Lenggong,1,Amirul Fairuzzeen,4088,PKR,11,3932
Perak,P.055 Lenggong,Lenggong,2,Mujahid Ir Fadzil,4089,PAS,3,6750
Perak,P.055 Lenggong,Lenggong,3,Shamsul Anuar Nasarah,3369,BN,25,12523
Perak,P.056 Larut,Larut,1,Abu Husin,4090,PAS,3,13698
Perak,P.056 Larut,Larut,2,Hamzah Zainudin,3371,BN,25,18184
Perak,P.056 Larut,Larut,3,Khairil Anuar,3412,PKR,11,7738
Perak,P.057 Parit Buntar,Parit Buntar,1,Abdul Puhat Bin Mat Nayan,4091,BN,25,13655
Perak,P.057 Parit Buntar,Parit Buntar,2,Mujahid Yusof Rawa,2990,PKR,11,16753
Perak,P.057 Parit Buntar,Parit Buntar,3,Ahmad Azhar Sharin,4092,PAS,3,12312
Perak,P.058 Bagan Serai,Bagan Serai,1,Noor Azmi Bin Ghazali,3724,BN,25,17220
Perak,P.058 Bagan Serai,Bagan Serai,2,Adam Bin Asmuni,4093,PKR,11,12987
Perak,P.058 Bagan Serai,Bagan Serai,3,Rohaya Binti Bakar,4094,PAS,3,17048
Perak,P.059 Bukit Gantang,Bukit Gantang,1,Idris Ahmad,2922,PAS,3,16052
Perak,P.059 Bukit Gantang,Bukit Gantang,2,Syed Abu Hussin Bin Hafiz Syed Abdul Fasal,4095,BN,25,22450
Perak,P.059 Bukit Gantang,Bukit Gantang,3,Khadri Khalid,4096,PKR,11,18361
Perak,P.060 Taiping,Taiping,1,Tan Keng Liang,4097,BN,25,15613
Perak,P.060 Taiping,Taiping,2,Ibrahim Ismail,4098,PAS,3,11133
Perak,P.060 Taiping,Taiping,3,Teh Kok Lim,4099,PKR,11,42997
Perak,P.061 Padang Rengas,Padang Rengas,1,Ejazi Yahaya,4100,PKR,11,7943
Perak,P.061 Padang Rengas,Padang Rengas,2,Mohamed Nazri Bin Tan Abdul Aziz,2368,BN,25,10491
Perak,P.061 Padang Rengas,Padang Rengas,3,Mohamad Azalan,4101,PAS,3,6847
Perak,P.062 Sungai Siput,Sungai Siput,1,S. Kesavan,4102,PKR,11,20817
Perak,P.062 Sungai Siput,Sungai Siput,2,Ishak Ibrahim,4103,PAS,3,5194
Perak,P.062 Sungai Siput,Sungai Siput,3,S.K. Devamany,3402,BN,25,15210
Perak,P.062 Sungai Siput,Sungai Siput,4,Michael Jeyakumar Devaraj,3019,PSM,68,1505
Perak,P.063 Tambun,Tambun,1,Ahmad Husni Hanadzlah,3380,BN,25,33341
Perak,P.063 Tambun,Tambun,2,Ahmad Faizal Azumu,4104,PKR,11,38661
Perak,P.063 Tambun,Tambun,3,Ibrahim Zakaria,3368,PAS,3,14948
Perak,P.064 Ipoh Timor,Ipoh Timor,1,Kathleen (Kat) Wong,3729,BN,25,13722
Perak,P.064 Ipoh Timor,Ipoh Timor,2,Wong Kah Woh,4105,PKR,11,56519
Perak,P.065 Ipoh Barat,Ipoh Barat,1,Cheng Wei Yee,3732,BN,25,9889
Perak,P.065 Ipoh Barat,Ipoh Barat,2,M. Kula,3383,PKR,11,55613
Perak,P.066 Batu Gajah,Batu Gajah,1,Leong Chee Wai,4106,BN,25,8982
Perak,P.066 Batu Gajah,Batu Gajah,2,V. Sivakumar,3733,PKR,11,52850
Perak,P.066 Batu Gajah,Batu Gajah,3,Kunasekaran A/L Krishnan,4107,PSM,68,955
Perak,P.067 Kuala Kangsar,Kuala Kangsar,1,Khalil Idham Lim,3737,PAS,3,6583
Perak,P.067 Kuala Kangsar,Kuala Kangsar,2,Ahmad Termizi Ramli,4108,PKR,11,11371
Perak,P.067 Kuala Kangsar,Kuala Kangsar,3,Mastura Yazid,4109,BN,25,12102
Perak,P.068 Beruas,Beruas,1,Pang Chok King,4110,BN,25,13277
Perak,P.068 Beruas,Beruas,2,Ngeh Koo Ham,2081,PKR,11,41231
Perak,P.068 Beruas,Beruas,3,Mohamad Nazeer Hameed,4111,PAS,3,5759
Perak,P.069 Parit,Parit,1,Najiha Ahmad,3387,PAS,3,7715
Perak,P.069 Parit,Parit,2,Nizar,3388,BN,25,14035
Perak,P.069 Parit,Parit,3,Tarmizi Mohd Jam,4112,PKR,11,7240
Perak,P.070 Kampar,Kampar,1,Yougan,4113,PAS,3,3864
Perak,P.070 Kampar,Kampar,2,Lee Chee Leong,3390,BN,25,18415
Perak,P.070 Kampar,Kampar,3,Su Keong Siong,3730,PKR,11,30216
Perak,P.071 Gopeng,Gopeng,1,Lee Boon Chye,3391,PKR,11,48923
Perak,P.071 Gopeng,Gopeng,2,Ismail Bin Ariffin,4114,PAS,3,11165
Perak,P.071 Gopeng,Gopeng,3,Heng Seai Kie,3657,BN,25,19145
Perak,P.072 Tapah,Tapah,1,Mohamed Azni,4115,PKR,11,15472
Perak,P.072 Tapah,Tapah,2,M. Saravanan,3393,BN,25,16086
Perak,P.072 Tapah,Tapah,3,Norazli Bin Musa,4116,PAS,3,4616
Perak,P.073 Pasir Salak,Pasir Salak,1,Salihuddin,4117,PKR,11,12291
Perak,P.073 Pasir Salak,Pasir Salak,2,Tajuddin Abdul Rahman,3395,BN,25,20003
Perak,P.073 Pasir Salak,Pasir Salak,3,Zafarulazhan Bin Zan,4118,PAS,3,11151
Perak,P.074 Lumut,Lumut,1,Diraja Zambry Abdul Kadir,4119,BN,25,21555
Perak,P.074 Lumut,Lumut,2,Zamri Ibrahim,4120,PAS,3,10135
Perak,P.074 Lumut,Lumut,3,Hatta Ramli,3333,PKR,11,21955
Perak,P.075 Bagan Datuk,Bagan Datuk,1,Ata Abdul Muneim Hasan Adli,4121,PAS,3,4061
Perak,P.075 Bagan Datuk,Bagan Datuk,2,Ahmad Zahid Bin Hamidi,2393,BN,25,18909
Perak,P.075 Bagan Datuk,Bagan Datuk,3,Pakhrurrazi Hj Arshad,4122,PKR,11,13836
Perak,P.076 Teluk Intan,Teluk Intan,1,Nga Kor Ming,3376,PKR,11,29170
Perak,P.076 Teluk Intan,Teluk Intan,2,Ahmad Ramadzan,4123,PAS,3,6494
Perak,P.076 Teluk Intan,Teluk Intan,3,Mah Siew Keong,2709,BN,25,17991
Perak,P.077 Tanjong Malim,Tanjong Malim,1,Mohd Tarmizi,4124,PAS,3,10311
Perak,P.077 Tanjong Malim,Tanjong Malim,2,Mah Hang Soon,4125,BN,25,19314
Perak,P.077 Tanjong Malim,Tanjong Malim,3,Chang Lih Kang,4126,PKR,11,24672
Pahang,P.078 Cameron Highlands,Cameron Highlands,1,Manogaran,3398,PKR,11,9710
Pahang,P.078 Cameron Highlands,Cameron Highlands,2,Wan Mahadir,4127,PAS,3,3587
Pahang,P.078 Cameron Highlands,Cameron Highlands,3,Sivarraajh Chandran,4128,BN,25,10307
Pahang,P.078 Cameron Highlands,Cameron Highlands,4,Mohd Tahir Bin Haji Kassim,4129,BERJASA,34,81
Pahang,P.078 Cameron Highlands,Cameron Highlands,5,Suresh Kumar,4130,PSM,68,680
Pahang,P.079 Lipis,Lipis,1,Badarudin Abdul Rahaman,4131,PKR,11,7426
Pahang,P.079 Lipis,Lipis,2,Abdul Rahman Bin Mohamad,3752,BN,25,13995
Pahang,P.079 Lipis,Lipis,3,Sobirin Bin Hj Duli,4132,PAS,3,6671
Pahang,P.080 Raub,Raub,1,Tengku Zulpuri Shah,4133,PKR,11,20659
Pahang,P.080 Raub,Raub,2,Chew Mei Fun,2741,BN,25,17500
Pahang,P.080 Raub,Raub,3,Mohamed Nilam,3404,PAS,3,7866
Pahang,P.081 Jerantut,Jerantut,1,Ahmad Nazlan,3756,BN,25,22640
Pahang,P.081 Jerantut,Jerantut,2,Yohanis Ahmad,4134,PAS,3,16732
Pahang,P.081 Jerantut,Jerantut,3,Wan Mohd Shahrir,4135,PKR,11,10877
Pahang,P.082 Indera Mahkota,Indera Mahkota,1,Johan Bin Mat Sah,4136,BN,25,17628
Pahang,P.082 Indera Mahkota,Indera Mahkota,2,Nasrudin Hassan Tantawi,3414,PAS,3,17515
Pahang,P.082 Indera Mahkota,Indera Mahkota,3,Saifuddin Abdullah,3416,PKR,11,28578
Pahang,P.083 Kuantan,Kuantan,1,Sulaiman Md Derus,4137,PAS,3,14696
Pahang,P.083 Kuantan,Kuantan,2,Fuziah Salleh,2716,PKR,11,22807
Pahang,P.083 Kuantan,Kuantan,3,Wong Kean Hwee,4138,BN,25,13667
Pahang,P.084 Paya Besar,Paya Besar,1,Mohd Ashraf Mustaqim,4139,PKR,11,11776
Pahang,P.084 Paya Besar,Paya Besar,2,Mohd Shahar Bin Abdullah,4140,BN,25,19033
Pahang,P.084 Paya Besar,Paya Besar,3,Mohamad Azhar Bin Mohd Noor,4141,PAS,3,13291
Pahang,P.085 Pekan,Pekan,1,Muhd Zahid Md Arip,4142,PKR,11,7662
Pahang,P.085 Pekan,Pekan,2,Mohd Najib Bin Tun Abdul Razak,1216,BN,25,43854
Pahang,P.085 Pekan,Pekan,3,Abdul Kadir Bin Sainudin,4143,BEBAS,1,103
Pahang,P.085 Pekan,Pekan,4,Ahiatudin Bin Daud,4144,PAS,3,18995
Pahang,P.086 Maran,Maran,1,Hasenan Haron,4145,PAS,3,12301
Pahang,P.086 Maran,Maran,2,Ismail Bin Hj Abdul Muttalib,3413,BN,25,16064
Pahang,P.086 Maran,Maran,3,Ahmad Farid Bin Ahmad Nordin,4146,PKR,11,4360
Pahang,P.087 Kuala Krau,Kuala Krau,1,Mohamad Rafidee,4147,PKR,11,5071
Pahang,P.087 Kuala Krau,Kuala Krau,2,Kamal Bin Ashaari,3415,PAS,3,15182
Pahang,P.087 Kuala Krau,Kuala Krau,3,Ismail Bin Mohamed Said,1613,BN,25,18058
Pahang,P.088 Temerloh,Temerloh,1,Khaidir Ahmad,4148,BEBAS,1,178
Pahang,P.088 Temerloh,Temerloh,2,Muhd Fakhrudin B Abu Hanipah,4149,BEBAS,1,46
Pahang,P.088 Temerloh,Temerloh,3,Mohd Sharkar Bin Shamsudin,4150,BN,25,22094
Pahang,P.088 Temerloh,Temerloh,4,Mohd Jusoh Bin Darus,4151,PAS,3,14734
Pahang,P.088 Temerloh,Temerloh,5,Anuar Tahir,4152,PKR,11,23998
Pahang,P.089 Bentong,Bentong,1,Liow Tiong Lai,2721,BN,25,23684
Pahang,P.089 Bentong,Bentong,2,Balasubramaniam A/L Nachiappan,4153,PAS,3,5706
Pahang,P.089 Bentong,Bentong,3,Wong Tack,3763,PKR,11,25716
Pahang,P.090 Bera,Bera,1,Zakaria Abdul Hamid,3764,PKR,11,18449
Pahang,P.090 Bera,Bera,2,Musaniff Bin Abdul Rahman,4154,PAS,3,8096
Pahang,P.090 Bera,Bera,3,Ismail Sabri Yaakob,3061,BN,25,20760
Pahang,P.091 Rompin,Rompin,1,Shahrul,4155,PAS,3,15233
