date,election,state,seat,ballot_order,candidate_rn,name_on_ballot,party_on_ballot,party_uid,party,coalition_uid,coalition,votes
2004-03-21,SE-11,Kelantan,N.30 Limbongan,2,7639,Zainuddin Bin Ag. Hamat,PAS,004-PAS,PAS,6,BA,7090
2004-03-21,SE-11,Kelantan,N.31 Semerak,1,5885,Kamarudin Md Nor,BN,001-UMNO,UMNO,3,BN,6095
2004-03-21,SE-11,Kelantan,N.31 Semerak,2,7640,Cikgu Haji Hussin,PAS,004-PAS,PAS,6,BA,5396
2004-03-21,SE-11,Kelantan,N.32 Gaal,1,8319,Tuan Mustaffa Bin Tuan Mat,BN,001-UMNO,UMNO,3,BN,4926
2004-03-21,SE-11,Kelantan,N.32 Gaal,2,7642,Dr. Nik Mazian,PAS,004-PAS,PAS,6,BA,4969
2004-03-21,SE-11,Kelantan,N.33 Pulai Chondong,1,8320,Ustaz Halim Ismail,BN,001-UMNO,UMNO,3,BN,5761
2004-03-21,SE-11,Kelantan,N.33 Pulai Chondong,2,7645,Zulkifli Bin Mamat,PAS,004-PAS,PAS,6,BA,5866
2004-03-21,SE-11,Kelantan,N.34 Temangan,1,2040,Datuk Ismail Mamat,BN,001-UMNO,UMNO,3,BN,5525
2004-03-21,SE-11,Kelantan,N.34 Temangan,2,6844,Hj Hassan Muhamad,PAS,004-PAS,PAS,6,BA,5600
2004-03-21,SE-11,Kelantan,N.35 Kemuning,1,8321,Dato' Wan Mohamad Zin Bin Mat Amin,BN,001-UMNO,UMNO,3,BN,6076
2004-03-21,SE-11,Kelantan,N.35 Kemuning,2,7646,Zakaria Bin Yaacob,PAS,004-PAS,PAS,6,BA,6078
2004-03-21,SE-11,Kelantan,N.36 Bukit Bunga,1,6845,Mohd Adhan Bin Kechik,BN,001-UMNO,UMNO,3,BN,6397
2004-03-21,SE-11,Kelantan,N.36 Bukit Bunga,2,8322,Haji Sufely,PAS,004-PAS,PAS,6,BA,3531
2004-03-21,SE-11,Kelantan,N.37 Air Lanas,1,6581,Mustapa Bin Muhamed,BN,001-UMNO,UMNO,3,BN,5118
2004-03-21,SE-11,Kelantan,N.37 Air Lanas,2,6847,Abdullah Bin Ya'Kub,PAS,004-PAS,PAS,6,BA,4319
2004-03-21,SE-11,Kelantan,N.38 Kuala Balah,1,8323,Hj Abdul Rashid Jais,PAS,004-PAS,PAS,6,BA,2726
2004-03-21,SE-11,Kelantan,N.38 Kuala Balah,2,6849,Abdul Aziz Bin Derashid,BN,001-UMNO,UMNO,3,BN,4515
2004-03-21,SE-11,Kelantan,N.39 Mengkebang,1,8324,Haji Azizzuddin,BN,001-UMNO,UMNO,3,BN,5315
2004-03-21,SE-11,Kelantan,N.39 Mengkebang,2,8325,Ustaz Abdul Latiff,PAS,004-PAS,PAS,6,BA,4999
2004-03-21,SE-11,Kelantan,N.40 Guchil,1,8326,Mohd Zaki Bin Haji Kassim,BEBAS,000-BEBAS,BEBAS,0,ALONE,51
2004-03-21,SE-11,Kelantan,N.40 Guchil,2,7649,Zulkafli Bin Yacob,PAS,004-PAS,PAS,6,BA,5136
2004-03-21,SE-11,Kelantan,N.40 Guchil,3,8327,Shamshul Ikhwan Bin Ashari Azmi,BN,001-UMNO,UMNO,3,BN,6146
2004-03-21,SE-11,Kelantan,N.41 Manek Urai,1,8328,Zamzuri Mat Lazim,PAS,004-PAS,PAS,6,BA,4309
2004-03-21,SE-11,Kelantan,N.41 Manek Urai,2,8329,Mohamed Zulkepli Bin Omar,BN,001-UMNO,UMNO,3,BN,4362
2004-03-21,SE-11,Kelantan,N.42 Dabong,1,7622,Dato Ramzi Bin Ab Rahman,BN,001-UMNO,UMNO,3,BN,3466
2004-03-21,SE-11,Kelantan,N.42 Dabong,2,8330,Cik Gu Abdul Ghafar,PAS,004-PAS,PAS,6,BA,2372
2004-03-21,SE-11,Kelantan,N.43 Nenggiri,1,8331,Mat Yusoff Bin Abdul Ghani,BN,001-UMNO,UMNO,3,BN,4516
2004-03-21,SE-11,Kelantan,N.43 Nenggiri,2,8332,Cikgu Hj. Zain,PKR,078-PKR,PKR,6,BA,1831
2004-03-21,SE-11,Kelantan,N.44 Paloh,1,8333,Norazman Mat Amin,PKR,078-PKR,PKR,6,BA,2364
2004-03-21,SE-11,Kelantan,N.44 Paloh,2,6122,Nozula,BN,001-UMNO,UMNO,3,BN,5244
2004-03-21,SE-11,Kelantan,N.45 Galas,1,7654,Mohamad Saufi Hj Deraman,BN,001-UMNO,UMNO,3,BN,4184
2004-03-21,SE-11,Kelantan,N.45 Galas,2,8334,Chek Hashim,PAS,004-PAS,PAS,6,BA,2455
2008-03-08,SE-12,Kelantan,N.01 Pengkalan Kubor,1,9118,Hassan Bin Berahim,PKR,078-PKR,PKR,7,PR,7543
2008-03-08,SE-12,Kelantan,N.01 Pengkalan Kubor,2,8291,Noor Zahid Bin Omar (Datuk Haji Di),BN,001-UMNO,UMNO,3,BN,7643
2008-03-08,SE-12,Kelantan,N.02 Kelaboran,1,9119,Wan Hanapi Bin Wan Yaacob (Wan Napi),BN,001-UMNO,UMNO,3,BN,6444
2008-03-08,SE-12,Kelantan,N.02 Kelaboran,2,8293,Zaki Haji Ibrahim,PAS,004-PAS,PAS,7,PR,8656
2008-03-08,SE-12,Kelantan,N.03 Pasir Pekan,1,6802,Ahmad Bin Yakob (Ustaz Mat),PAS,004-PAS,PAS,7,PR,11106
2008-03-08,SE-12,Kelantan,N.03 Pasir Pekan,2,8294,Haji Noor,BN,001-UMNO,UMNO,3,BN,6590
2008-03-08,SE-12,Kelantan,N.04 Wakaf Bharu,1,8295,Hj Mohd Rosdi,BN,001-UMNO,UMNO,3,BN,7745
2008-03-08,SE-12,Kelantan,N.04 Wakaf Bharu,2,9120,Che Abdullah Bin Mat Nawi (Hj Che Lah),PAS,004-PAS,PAS,7,PR,8405
2008-03-08,SE-12,Kelantan,N.05 Kijang,1,9121,Wan Ubaidah Binti Omar,PAS,004-PAS,PAS,7,PR,0
2008-03-08,SE-12,Kelantan,N.06 Chempaka,1,7617,Datuk Dr. Nik Mohd Zain,BN,001-UMNO,UMNO,3,BN,5265
2008-03-08,SE-12,Kelantan,N.06 Chempaka,2,1777,Tuan Guru Dato' Haji Nik Abdul Aziz,PAS,004-PAS,PAS,7,PR,9514
2008-03-08,SE-12,Kelantan,N.07 Panchor,1,6569,Mohd Amar Bin Abdullah (Nik Amar),PAS,004-PAS,PAS,7,PR,9148
2008-03-08,SE-12,Kelantan,N.07 Panchor,2,9122,Dali Bin Husin,BN,001-UMNO,UMNO,3,BN,5711
2008-03-08,SE-12,Kelantan,N.08 Tanjong Mas,1,8298,Rohani Binti Ibrahim (Kak Ani),PAS,004-PAS,PAS,7,PR,11095
2008-03-08,SE-12,Kelantan,N.08 Tanjong Mas,2,9123,Khazuni,BN,001-UMNO,UMNO,3,BN,4983
2008-03-08,SE-12,Kelantan,N.09 Kota Lama,1,7620,Dato' Anuar Tan,PAS,004-PAS,PAS,7,PR,12867
2008-03-08,SE-12,Kelantan,N.09 Kota Lama,2,9124,Tan Ken Ten,BN,003-MCA,MCA,3,BN,7661
2008-03-08,SE-12,Kelantan,N.10 Bunut Payong,1,7621,Dato' Haji Takiyuddin,PAS,004-PAS,PAS,7,PR,10360
2008-03-08,SE-12,Kelantan,N.10 Bunut Payong,2,9125,Hj Rosmadi,BN,001-UMNO,UMNO,3,BN,6019
2008-03-08,SE-12,Kelantan,N.11 Tendong,1,8301,Haji Fauzi,BN,001-UMNO,UMNO,3,BN,6448
2008-03-08,SE-12,Kelantan,N.11 Tendong,2,9126,Ustaz Haji Muhammad,PAS,004-PAS,PAS,7,PR,8105
2008-03-08,SE-12,Kelantan,N.12 Pengkalan Pasir,1,5882,Haji Hanafi Bin Mamat,BN,001-UMNO,UMNO,3,BN,8029
2008-03-08,SE-12,Kelantan,N.12 Pengkalan Pasir,2,2767,Hj. Hanifa Ahmad,PAS,004-PAS,PAS,7,PR,10377
2008-03-08,SE-12,Kelantan,N.13 Chetok,1,8303,Ustaz Abdul Halim,PAS,004-PAS,PAS,7,PR,9107
2008-03-08,SE-12,Kelantan,N.13 Chetok,2,7624,Dato' Hj Abdul Rahim Bin Hj Abdul Rahman,BN,001-UMNO,UMNO,3,BN,6437
2008-03-08,SE-12,Kelantan,N.14 Meranti,1,6573,Abe Lah Mat Yasim,BN,001-UMNO,UMNO,3,BN,4102
2008-03-08,SE-12,Kelantan,N.14 Meranti,2,6818,Ustaz Hj. Nassuruddin Hj. Daud,PAS,004-PAS,PAS,7,PR,7237
2008-03-08,SE-12,Kelantan,N.15 Gual Periok,1,8305,Dato' Shaari Bin Mat Hussain,BN,001-UMNO,UMNO,3,BN,6182
2008-03-08,SE-12,Kelantan,N.15 Gual Periok,2,9127,Ustaz Mat Cikgu Awang,PAS,004-PAS,PAS,7,PR,6915
2008-03-08,SE-12,Kelantan,N.15 Gual Periok,3,9128,Mohammad Zulkifli Bin Abd. Rashid (Che Bob),BEBAS,000-BEBAS,BEBAS,0,ALONE,147
2008-03-08,SE-12,Kelantan,N.16 Bukit Tuku,1,6086,Mohd Zain,BN,001-UMNO,UMNO,3,BN,4884
2008-03-08,SE-12,Kelantan,N.16 Bukit Tuku,2,4398,Abdul Fatah Bin Haron (Abe Tah),PAS,004-PAS,PAS,7,PR,5340
2008-03-08,SE-12,Kelantan,N.17 Salor,1,2040,Ismail Bin Mamat (Cikgu Wil),BN,001-UMNO,UMNO,3,BN,5097
2008-03-08,SE-12,Kelantan,N.17 Salor,2,7402,Dato' Husam,PAS,004-PAS,PAS,7,PR,8329
2008-03-08,SE-12,Kelantan,N.18 Pasir Tumboh,1,7627,Ust. Baihaki,PAS,004-PAS,PAS,7,PR,7779
2008-03-08,SE-12,Kelantan,N.18 Pasir Tumboh,2,9129,Anuar Hj Safian,BN,001-UMNO,UMNO,3,BN,4376
2008-03-08,SE-12,Kelantan,N.19 Demit,1,7405,Ustaz Mad Mustafa,PAS,004-PAS,PAS,7,PR,11547
2008-03-08,SE-12,Kelantan,N.19 Demit,2,8307,Muhammad Bin Abdul Ghani,BN,001-UMNO,UMNO,3,BN,6748
2008-03-08,SE-12,Kelantan,N.20 Tawang,1,6823,Ust Hj Hassan,PAS,004-PAS,PAS,7,PR,11068
2008-03-08,SE-12,Kelantan,N.20 Tawang,2,9130,Ibrahim Bin Mat Din (Dato' Him),BN,001-UMNO,UMNO,3,BN,7790
2008-03-08,SE-12,Kelantan,N.21 Perupok,1,8080,Dato' Awang Adek Hussin,BN,001-UMNO,UMNO,3,BN,8235
2008-03-08,SE-12,Kelantan,N.21 Perupok,2,3379,Dato' Hj. Omar Mohammed,PAS,004-PAS,PAS,7,PR,9505
2008-03-08,SE-12,Kelantan,N.22 Jelawat,1,8310,Dato' Dr . Ilias Bin Husain,BN,001-UMNO,UMNO,3,BN,8505
2008-03-08,SE-12,Kelantan,N.22 Jelawat,2,9131,Abdul Azziz Bin Kadir (Cikgu Aziz),PAS,004-PAS,PAS,7,PR,9729
2008-03-08,SE-12,Kelantan,N.23 Melor,1,7632,Ustaz Wan Ismail,PAS,004-PAS,PAS,7,PR,8390
2008-03-08,SE-12,Kelantan,N.23 Melor,2,8311,Cikgu Azmi Ishak,BN,001-UMNO,UMNO,3,BN,6774
2008-03-08,SE-12,Kelantan,N.24 Kadok,1,9132,Hj Azami,PAS,004-PAS,PAS,7,PR,6972
2008-03-08,SE-12,Kelantan,N.24 Kadok,2,9133,Roslan Bin Ab Hamid (Abe Lan),BN,001-UMNO,UMNO,3,BN,5169
2008-03-08,SE-12,Kelantan,N.25 Kok Lanas,1,7634,Md Alwi Bin Che Ahmad (Datuk Hj Alwi),BN,001-UMNO,UMNO,3,BN,8319
2008-03-08,SE-12,Kelantan,N.25 Kok Lanas,2,6089,Ahmad Rusli Bin Ibrahim (Dato' Li),PAS,004-PAS,PAS,7,PR,7739
2008-03-08,SE-12,Kelantan,N.26 Bukit Panau,1,8313,Abdul Fattah,PAS,004-PAS,PAS,7,PR,10129
2008-03-08,SE-12,Kelantan,N.26 Bukit Panau,2,6846,Cikgu Nik Kemaruzaman,BN,001-UMNO,UMNO,3,BN,5946
2008-03-08,SE-12,Kelantan,N.27 Gual Ipoh,1,8315,Wan Yusoff Bin W Mustafa (Cikgu Wan),PAS,004-PAS,PAS,7,PR,6073
2008-03-08,SE-12,Kelantan,N.27 Gual Ipoh,2,5064,Datuk Hashim Safin,BN,001-UMNO,UMNO,3,BN,4410
2008-03-08,SE-12,Kelantan,N.28 Kemahang,1,7648,Zainon Abdin Bin Ali (Zainon),BN,001-UMNO,UMNO,3,BN,3549
2008-03-08,SE-12,Kelantan,N.28 Kemahang,2,7647,Md Anizam Bin Ab Rahman (Mej (B) Nizam),PAS,004-PAS,PAS,7,PR,5481
2008-03-08,SE-12,Kelantan,N.29 Selising,1,7637,Saipul Bahrin Bin Mohamad (Ustaz Saiful),PAS,004-PAS,PAS,7,PR,6737
2008-03-08,SE-12,Kelantan,N.29 Selising,2,9134,Cikgu Haji Hashim,BN,001-UMNO,UMNO,3,BN,5954
2008-03-08,SE-12,Kelantan,N.30 Limbongan,1,9135,Ustaz Che Min,BN,001-UMNO,UMNO,3,BN,6989
2008-03-08,SE-12,Kelantan,N.30 Limbongan,2,7639,Zainuddin Bin Ag Hamat (Cik Gu Din),PAS,004-PAS,PAS,7,PR,8622
2008-03-08,SE-12,Kelantan,N.31 Semerak,1,5885,Datuk Kamarudin Bin Md Nor,BN,001-UMNO,UMNO,3,BN,6112
2008-03-08,SE-12,Kelantan,N.31 Semerak,2,9136,Wan Hassan,PAS,004-PAS,PAS,7,PR,6943
2008-03-08,SE-12,Kelantan,N.32 Gaal,1,8319,Tuan Mustaffa Tuan Mat,BN,001-UMNO,UMNO,3,BN,5618
2008-03-08,SE-12,Kelantan,N.32 Gaal,2,7642,Dr Nik Mazian,PAS,004-PAS,PAS,7,PR,5941
2008-03-08,SE-12,Kelantan,N.33 Pulai Chondong,1,7645,Zulkifli Mamat,PAS,004-PAS,PAS,7,PR,7205
2008-03-08,SE-12,Kelantan,N.33 Pulai Chondong,2,7641,Mohd Asri Bin Mejah (Dr. Asri),BN,001-UMNO,UMNO,3,BN,5670
2008-03-08,SE-12,Kelantan,N.34 Temangan,1,9137,Dr. Fadzli Dato' Hassan,PAS,004-PAS,PAS,7,PR,7120
2008-03-08,SE-12,Kelantan,N.34 Temangan,2,9138,Rahimah Binti Hj Mahamad (Kak Mah),BN,001-UMNO,UMNO,3,BN,5881
2008-03-08,SE-12,Kelantan,N.35 Kemuning,1,9139,Ahmad Jazlan Bin Yaakub (Haji Lan),BN,001-UMNO,UMNO,3,BN,7087
2008-03-08,SE-12,Kelantan,N.35 Kemuning,2,9140,Wan Ahmad Lutfi Bin Hj W Sulaiman (Ustaz Pi),PAS,004-PAS,PAS,7,PR,8003
2008-03-08,SE-12,Kelantan,N.36 Bukit Bunga,1,8322,Haji Sufely Abd Razak,PAS,004-PAS,PAS,7,PR,5383
2008-03-08,SE-12,Kelantan,N.36 Bukit Bunga,2,6845,Mohd Adhan Bin Kechik,BN,001-UMNO,UMNO,3,BN,5731
2008-03-08,SE-12,Kelantan,N.37 Air Lanas,1,9141,Dr. Azmi,BN,001-UMNO,UMNO,3,BN,4895
2008-03-08,SE-12,Kelantan,N.37 Air Lanas,2,6847,Abdullah Bin Ya'Kub (Ust Lah),PAS,004-PAS,PAS,7,PR,5690
2008-03-08,SE-12,Kelantan,N.38 Kuala Balah,1,6849,Abdul Aziz Bin Derashid (Abe Jit),BN,001-UMNO,UMNO,3,BN,4772
2008-03-08,SE-12,Kelantan,N.38 Kuala Balah,2,9142,Mat Sulaiman,PKR,078-PKR,PKR,7,PR,3391
2008-03-08,SE-12,Kelantan,N.39 Mengkebang,1,8324,Haji Azizzuddin,BN,001-UMNO,UMNO,3,BN,5104
2008-03-08,SE-12,Kelantan,N.39 Mengkebang,2,9143,Abdul Latif Bin Abdul Rahman (Ustaz Latiff),PAS,004-PAS,PAS,7,PR,7007
2008-03-08,SE-12,Kelantan,N.40 Guchil,1,8327,Shamshul Ikhwan Bin Ashari Azmi (Dr Sham),BN,001-UMNO,UMNO,3,BN,5784
2008-03-08,SE-12,Kelantan,N.40 Guchil,2,9144,Tuan Zamri Ariff,PKR,078-PKR,PKR,7,PR,6784
2008-03-08,SE-12,Kelantan,N.41 Manek Urai,1,8329,Mohamed Zulkepli Bin Omar (Zuki),BN,001-UMNO,UMNO,3,BN,4394
2008-03-08,SE-12,Kelantan,N.41 Manek Urai,2,5320,Ismail Bin Yaacob (Pak Su Wil),PAS,004-PAS,PAS,7,PR,5746
2008-03-08,SE-12,Kelantan,N.42 Dabong,1,7622,Dato' Ramzi Bin Ab Rahman,BN,001-UMNO,UMNO,3,BN,3354
2008-03-08,SE-12,Kelantan,N.42 Dabong,2,9145,Arifabillah @ Mohd Asri Bin Ibrahim (Abe Arif),PAS,004-PAS,PAS,7,PR,3906
2008-03-08,SE-12,Kelantan,N.43 Nenggiri,1,8331,Mat Yusoff Bin Abdul Ghani (Yusof),BN,001-UMNO,UMNO,3,BN,4543
2008-03-08,SE-12,Kelantan,N.43 Nenggiri,2,9146,Mohd Zuki Bin Ibrahim (Pak Ki),PKR,078-PKR,PKR,7,PR,2453
2008-03-08,SE-12,Kelantan,N.44 Paloh,1,6122,Dato' Nozula,BN,001-UMNO,UMNO,3,BN,5697
2008-03-08,SE-12,Kelantan,N.44 Paloh,2,9147,Reizal,PKR,078-PKR,PKR,7,PR,2864
2008-03-08,SE-12,Kelantan,N.45 Galas,1,8334,Chek Hashim,PAS,004-PAS,PAS,7,PR,4399
2008-03-08,SE-12,Kelantan,N.45 Galas,2,7654,Mohamad Saufi Bin Deraman (Abe P),BN,001-UMNO,UMNO,3,BN,3753
2013-05-05,SE-13,Kelantan,N.01 Pengkalan Kubor,1,10052,Izat Bukhary,BEBAS,000-BEBAS,BEBAS,0,ALONE,65
2013-05-05,SE-13,Kelantan,N.01 Pengkalan Kubor,2,8291,Dato Haji Di,BN,001-UMNO,UMNO,3,BN,10174
2013-05-05,SE-13,Kelantan,N.01 Pengkalan Kubor,3,3373,Prof. Madya Saharun,PKR,078-PKR,PKR,7,PR,8438
2013-05-05,SE-13,Kelantan,N.02 Kelaboran,1,9119,Wan Napi,BN,001-UMNO,UMNO,3,BN,7995
2013-05-05,SE-13,Kelantan,N.02 Kelaboran,2,8293,Zaki Hj Ibrahim,PAS,004-PAS,PAS,7,PR,10098
2013-05-05,SE-13,Kelantan,N.03 Pasir Pekan,1,6802,Ustaz Mad,PAS,004-PAS,PAS,7,PR,14204
2013-05-05,SE-13,Kelantan,N.03 Pasir Pekan,2,10053,Kak Chik,BN,001-UMNO,UMNO,3,BN,8560
2013-05-05,SE-13,Kelantan,N.04 Wakaf Bharu,1,9120,Dato' Hj Che Lah Mat Nawi,PAS,004-PAS,PAS,7,PR,11515
2013-05-05,SE-13,Kelantan,N.04 Wakaf Bharu,2,8295,Datuk Rosdi,BN,001-UMNO,UMNO,3,BN,10537
2013-05-05,SE-13,Kelantan,N.05 Kijang,1,9121,Kak Ubai,PAS,004-PAS,PAS,7,PR,10632
2013-05-05,SE-13,Kelantan,N.05 Kijang,2,10054,Hj. Zaluzi,BN,001-UMNO,UMNO,3,BN,5489
2013-05-05,SE-13,Kelantan,N.06 Chempaka,1,10055,Tok Gawo Man,BN,001-UMNO,UMNO,3,BN,5810
2013-05-05,SE-13,Kelantan,N.06 Chempaka,2,1777,Tuan Guru Dato' Haji Nik Abdul Aziz,PAS,004-PAS,PAS,7,PR,12310
2013-05-05,SE-13,Kelantan,N.07 Panchor,1,6569,Dato' Nik Amar,PAS,004-PAS,PAS,7,PR,12467
2013-05-05,SE-13,Kelantan,N.07 Panchor,2,8296,Che Rosli,BN,001-UMNO,UMNO,3,BN,7431
2013-05-05,SE-13,Kelantan,N.08 Tanjong Mas,1,10056,Kanidy Omar,BN,001-UMNO,UMNO,3,BN,6866
2013-05-05,SE-13,Kelantan,N.08 Tanjong Mas,2,8298,Kak Ani,PAS,004-PAS,PAS,7,PR,15387
2013-05-05,SE-13,Kelantan,N.09 Kota Lama,1,9124,Tan Ken Ten,BN,003-MCA,MCA,3,BN,7651
2013-05-05,SE-13,Kelantan,N.09 Kota Lama,2,9737,Mohd Zakiman Bin Abu Bakar,BEBAS,000-BEBAS,BEBAS,0,ALONE,152
2013-05-05,SE-13,Kelantan,N.09 Kota Lama,3,7620,Dato Hj Anuar Tan,PAS,004-PAS,PAS,7,PR,14269
2013-05-05,SE-13,Kelantan,N.10 Bunut Payong,1,10057,Ustaz Mohd. Fakhrurazi,BN,001-UMNO,UMNO,3,BN,7655
2013-05-05,SE-13,Kelantan,N.10 Bunut Payong,2,10058,Dr Ramli,PAS,004-PAS,PAS,7,PR,13447
2013-05-05,SE-13,Kelantan,N.11 Tendong,1,10059,Rozi Muhamad,PAS,004-PAS,PAS,7,PR,9397
2013-05-05,SE-13,Kelantan,N.11 Tendong,2,5882,Datuk Hj Hanafi Hj Mamat,BN,001-UMNO,UMNO,3,BN,8419
2013-05-05,SE-13,Kelantan,N.12 Pengkalan Pasir,1,2767,Hj. Hanifa Ahmad,PAS,004-PAS,PAS,7,PR,13398
2013-05-05,SE-13,Kelantan,N.12 Pengkalan Pasir,2,10060,Ust Tuan Anuwa,BN,001-UMNO,UMNO,3,BN,8683
2013-05-05,SE-13,Kelantan,N.13 Chetok,1,8303,Abdul Halim Bin Abdul Rahman,PAS,004-PAS,PAS,7,PR,10578
2013-05-05,SE-13,Kelantan,N.13 Chetok,2,10061,Aimi Hj. Jusoh,BN,001-UMNO,UMNO,3,BN,8593
2013-05-05,SE-13,Kelantan,N.14 Meranti,1,8908,Ustaz Afandi,BN,001-UMNO,UMNO,3,BN,4589
2013-05-05,SE-13,Kelantan,N.14 Meranti,2,6818,Us Dato' Hj Nassuruddin Hj Daud,PAS,004-PAS,PAS,7,PR,8522
2013-05-05,SE-13,Kelantan,N.15 Gual Periok,1,9127,Ustaz Mat Cikgu Awang,PAS,004-PAS,PAS,7,PR,8224
2013-05-05,SE-13,Kelantan,N.15 Gual Periok,2,8305,Dato Shaari,BN,001-UMNO,UMNO,3,BN,7609
2013-05-05,SE-13,Kelantan,N.16 Bukit Tuku,1,6086,Datuk Zain,BN,001-UMNO,UMNO,3,BN,5690
2013-05-05,SE-13,Kelantan,N.16 Bukit Tuku,2,10062,Abd. Rasul,PAS,004-PAS,PAS,7,PR,6569
2013-05-05,SE-13,Kelantan,N.17 Salor,1,10063,Datuk Noordin,BN,001-UMNO,UMNO,3,BN,6548
2013-05-05,SE-13,Kelantan,N.17 Salor,2,7402,Dato Husam,PAS,004-PAS,PAS,7,PR,10231
2013-05-05,SE-13,Kelantan,N.18 Pasir Tumboh,1,10064,Ustaz Hj. Syamsul Al-Hafiz,BN,001-UMNO,UMNO,3,BN,5471
2013-05-05,SE-13,Kelantan,N.18 Pasir Tumboh,2,10065,Ust. Man,PAS,004-PAS,PAS,7,PR,9972
2013-05-05,SE-13,Kelantan,N.19 Demit,1,10066,Hajjah Mumtaz,PAS,004-PAS,PAS,7,PR,15302
2013-05-05,SE-13,Kelantan,N.19 Demit,2,10067,Wan Mohd Nazi Bin Wan Hamat,BN,001-UMNO,UMNO,3,BN,6721
2013-05-05,SE-13,Kelantan,N.20 Tawang,1,7630,Haji Zain,BN,001-UMNO,UMNO,3,BN,10451
2013-05-05,SE-13,Kelantan,N.20 Tawang,2,6823,Ustaz Hassan,PAS,004-PAS,PAS,7,PR,13563
2013-05-05,SE-13,Kelantan,N.21 Perupok,1,10069,Dato' Muhammad Zaidi Bin Sidek,BN,001-UMNO,UMNO,3,BN,10882
2013-05-05,SE-13,Kelantan,N.21 Perupok,2,10070,Haji Huzaimy,PAS,004-PAS,PAS,7,PR,12370
2013-05-05,SE-13,Kelantan,N.22 Jelawat,1,8310,Dato Dr Ilias Bin Husain,BN,001-UMNO,UMNO,3,BN,11620
2013-05-05,SE-13,Kelantan,N.22 Jelawat,2,9131,Cikgu Aziz,PAS,004-PAS,PAS,7,PR,11722
2013-05-05,SE-13,Kelantan,N.23 Melor,1,10071,Cikgu Man,BN,001-UMNO,UMNO,3,BN,8101
2013-05-05,SE-13,Kelantan,N.23 Melor,2,10072,Dr. Yusnan,PAS,004-PAS,PAS,7,PR,10590
2013-05-05,SE-13,Kelantan,N.24 Kadok,1,9132,Hj. Azami,PAS,004-PAS,PAS,7,PR,8753
2013-05-05,SE-13,Kelantan,N.24 Kadok,2,10073,Hj. Basri,BN,001-UMNO,UMNO,3,BN,5656
2013-05-05,SE-13,Kelantan,N.25 Kok Lanas,1,10074,Ustaz Nik,PAS,004-PAS,PAS,7,PR,9871
2013-05-05,SE-13,Kelantan,N.25 Kok Lanas,2,7634,Datuk Hj. Alwi,BN,001-UMNO,UMNO,3,BN,10040
2013-05-05,SE-13,Kelantan,N.26 Bukit Panau,1,8313,Dato' Hj Abdul Fattah,PAS,004-PAS,PAS,7,PR,13292
2013-05-05,SE-13,Kelantan,N.26 Bukit Panau,2,8314,Ustaz Haji Baharudin,BN,001-UMNO,UMNO,3,BN,9552
2013-05-05,SE-13,Kelantan,N.27 Gual Ipoh,1,10075,Cikgu Bakri,BN,001-UMNO,UMNO,3,BN,7689
2013-05-05,SE-13,Kelantan,N.27 Gual Ipoh,2,8315,Cikgu Wan Yusoff,PAS,004-PAS,PAS,7,PR,6285
2013-05-05,SE-13,Kelantan,N.28 Kemahang,1,10076,Cikgu Dayang,BN,001-UMNO,UMNO,3,BN,5517
2013-05-05,SE-13,Kelantan,N.28 Kemahang,2,7647,Mej (B) Dato Hj Nizam,PAS,004-PAS,PAS,7,PR,6953
2013-05-05,SE-13,Kelantan,N.29 Selising,1,10077,Zul Ali,BN,001-UMNO,UMNO,3,BN,7662
2013-05-05,SE-13,Kelantan,N.29 Selising,2,10078,Ibrahim Bin Ismail,BEBAS,000-BEBAS,BEBAS,0,ALONE,120
2013-05-05,SE-13,Kelantan,N.29 Selising,3,7637,Ustaz Saipul,PAS,004-PAS,PAS,7,PR,7555
2013-05-05,SE-13,Kelantan,N.30 Limbongan,1,10079,Haji Rujhan Salleh,BN,001-UMNO,UMNO,3,BN,9438
2013-05-05,SE-13,Kelantan,N.30 Limbongan,2,10080,Ustaz Nazlan,PAS,004-PAS,PAS,7,PR,10480
2013-05-05,SE-13,Kelantan,N.31 Semerak,1,10081,Cikgu Awi Cikgu Adek,BN,001-UMNO,UMNO,3,BN,8444
2013-05-05,SE-13,Kelantan,N.31 Semerak,2,9136,Wan Hassan,PAS,004-PAS,PAS,7,PR,7459
2013-05-05,SE-13,Kelantan,N.32 Gaal,1,10082,Pak Da Wan,BN,001-UMNO,UMNO,3,BN,6876
2013-05-05,SE-13,Kelantan,N.32 Gaal,2,10083,Cikgu Tuan Lan,PAS,004-PAS,PAS,7,PR,7178
2013-05-05,SE-13,Kelantan,N.33 Pulai Chondong,1,8320,Ustaz Halim,BN,001-UMNO,UMNO,3,BN,7627
2013-05-05,SE-13,Kelantan,N.33 Pulai Chondong,2,7645,Zulkifli Bin Mamat,PAS,004-PAS,PAS,7,PR,8546
2013-05-05,SE-13,Kelantan,N.34 Temangan,1,10084,Cikgu Mie,BN,001-UMNO,UMNO,3,BN,7173
2013-05-05,SE-13,Kelantan,N.34 Temangan,2,9137,Dato' Dr. Mohamed Fadzli Dato' Hassan,PAS,004-PAS,PAS,7,PR,8258
2013-05-05,SE-13,Kelantan,N.35 Kemuning,1,10085,Eriandi,BN,001-UMNO,UMNO,3,BN,9015
2013-05-05,SE-13,Kelantan,N.35 Kemuning,2,10086,Ustaz Li,PAS,004-PAS,PAS,7,PR,10049
