date,election,state,seat,ballot_order,candidate_rn,name_on_ballot,party_on_ballot,party_uid,party,coalition_uid,coalition,votes
1959-05-20,GE-01,Kelantan,P.023 Tanah Merah,2,173,Ustadz Azhari,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,6774
1959-05-20,GE-01,Kelantan,P.024 Ulu Kelantan,1,116,Tengku Indra Petra,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8770
1959-05-20,GE-01,Kelantan,P.024 Ulu Kelantan,2,174,Haji Yatim Bin Haji Shamsuddin,NEG,008-NEG,NEG,0,ALONE,292
1959-05-20,GE-01,Kelantan,P.024 Ulu Kelantan,3,175,Amaluddin Darus,PAS,004-PAS,PAS,0,ALONE,8306
1959-05-20,GE-01,Terengganu,P.025 Besut,1,176,Burhanuddin Bin Mohd. Noor,PAS,004-PAS,PAS,0,ALONE,9988
1959-05-20,GE-01,Terengganu,P.025 Besut,2,177,Husain Bin Haji Abdullah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4216
1959-05-20,GE-01,Terengganu,P.026 Kuala Trengganu Utara,1,178,Wan Abdul Kadir Bin Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,6535
1959-05-20,GE-01,Terengganu,P.026 Kuala Trengganu Utara,2,179,Ibrahim Bin Abdul Kadir,BEBAS,000-BEBAS,BEBAS,0,ALONE,540
1959-05-20,GE-01,Terengganu,P.026 Kuala Trengganu Utara,3,33,Haji Hasan Adli Bin Haji Arshad,PAS,004-PAS,PAS,0,ALONE,7262
1959-05-20,GE-01,Terengganu,P.027 Kuala Trengganu Selatan,1,124,Engku Muhsein Bin Abdul Kadir,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,5374
1959-05-20,GE-01,Terengganu,P.027 Kuala Trengganu Selatan,2,81,Dato' Onn Bin Jaafar,NEG,008-NEG,NEG,0,ALONE,7986
1959-05-20,GE-01,Terengganu,P.028 Dungun,1,180,Wan Salleh Bin Abdul Kadir,BEBAS,009-PR,PR,2,SF,595
1959-05-20,GE-01,Terengganu,P.028 Dungun,2,181,Mohamed Adib Bin Omar,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4158
1959-05-20,GE-01,Terengganu,P.028 Dungun,3,182,Khadijah Binti Mohd. Sidik,PAS,004-PAS,PAS,0,ALONE,6249
1959-05-20,GE-01,Terengganu,P.029 Kemaman,1,126,Wan Yahya Bin Haji Wan Mohamed,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,0
1959-05-20,GE-01,Terengganu,P.030 Trengganu Tengah,1,183,Ismail Bin Haji Kassim,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4954
1959-05-20,GE-01,Terengganu,P.030 Trengganu Tengah,2,184,Engku Sayed Mohsin Bin Z' Abidin,BEBAS,000-BEBAS,BEBAS,0,ALONE,199
1959-05-20,GE-01,Terengganu,P.030 Trengganu Tengah,3,185,Setia Bin Abu Bakar,BEBAS,000-BEBAS,BEBAS,0,ALONE,758
1959-05-20,GE-01,Terengganu,P.030 Trengganu Tengah,4,186,Harun Bin Pilus,PAS,004-PAS,PAS,0,ALONE,8625
1959-05-20,GE-01,Pulau Pinang,P.031 Bagan,1,187,Abdullah Bin Abass,PAS,004-PAS,PAS,0,ALONE,1532
1959-05-20,GE-01,Pulau Pinang,P.031 Bagan,2,188,Wee Tiong Ghee,BEBAS,000-BEBAS,BEBAS,0,ALONE,297
1959-05-20,GE-01,Pulau Pinang,P.031 Bagan,3,189,Oon Beng Hong,BEBAS,000-BEBAS,BEBAS,0,ALONE,3782
1959-05-20,GE-01,Pulau Pinang,P.031 Bagan,4,190,Tan Cheng Bee,PERIKATAN,003-MCA,MCA,1,PERIKATAN,3945
1959-05-20,GE-01,Pulau Pinang,P.031 Bagan,5,191,Peritam Singh,PPP,006-PPP,PPP,0,ALONE,1792
1959-05-20,GE-01,Pulau Pinang,P.032 Seberang Tengah,1,192,Haji Abdul Hamid Bin Ishak,PAS,004-PAS,PAS,0,ALONE,3082
1959-05-20,GE-01,Pulau Pinang,P.032 Seberang Tengah,2,193,Kang Eng Wah,LPM,005-LPM,LPM,2,SF,7910
1959-05-20,GE-01,Pulau Pinang,P.032 Seberang Tengah,3,194,Ibrahim Bin Abdul Rahman,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,9187
1959-05-20,GE-01,Pulau Pinang,P.033 Seberang Selatan,1,195,V. Veerapen,LPM,005-LPM,LPM,2,SF,5077
1959-05-20,GE-01,Pulau Pinang,P.033 Seberang Selatan,2,2,Tay Hooi Soo,PERIKATAN,003-MCA,MCA,1,PERIKATAN,4313
1959-05-20,GE-01,Pulau Pinang,P.033 Seberang Selatan,3,196,Haji Mohamed Taib Bin Sudin @ Hj. Md. Jais Bin Sudin,PAS,004-PAS,PAS,0,ALONE,3093
1959-05-20,GE-01,Pulau Pinang,P.034 Penang Utara,1,197,Geh Chong Keat,PERIKATAN,003-MCA,MCA,1,PERIKATAN,8739
1959-05-20,GE-01,Pulau Pinang,P.034 Penang Utara,2,198,Shaik Ahmed Bin Shaik Mohamed,BEBAS,000-BEBAS,BEBAS,0,ALONE,845
1959-05-20,GE-01,Pulau Pinang,P.034 Penang Utara,3,199,Lau Teik Hai,LPM,005-LPM,LPM,2,SF,7880
1959-05-20,GE-01,Pulau Pinang,P.035 Penang Selatan,1,200,Omar Bin Long,PAS,004-PAS,PAS,0,ALONE,2585
1959-05-20,GE-01,Pulau Pinang,P.035 Penang Selatan,2,201,Mansor Bin Sanusi,BEBAS,000-BEBAS,BEBAS,0,ALONE,359
1959-05-20,GE-01,Pulau Pinang,P.035 Penang Selatan,3,202,David Sabapthy Ramanathan,LPM,005-LPM,LPM,2,SF,9563
1959-05-20,GE-01,Pulau Pinang,P.035 Penang Selatan,4,203,Ismail Bin Idris,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,9821
1959-05-20,GE-01,Pulau Pinang,P.036 Tanjong,1,204,Khoo Yat See,PPP,006-PPP,PPP,0,ALONE,2107
1959-05-20,GE-01,Pulau Pinang,P.036 Tanjong,2,205,Goh Guan Ho,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6448
1959-05-20,GE-01,Pulau Pinang,P.036 Tanjong,3,206,Tan Phock Kin,LPM,005-LPM,LPM,2,SF,11333
1959-05-20,GE-01,Pulau Pinang,P.037 Dato Kramat,1,207,Lee Thean-Chu,PERIKATAN,003-MCA,MCA,1,PERIKATAN,5048
1959-05-20,GE-01,Pulau Pinang,P.037 Dato Kramat,2,208,Lim Kean Siew,LPM,005-LPM,LPM,2,SF,10474
1959-05-20,GE-01,Pulau Pinang,P.037 Dato Kramat,3,209,C. M. Ramli,BEBAS,000-BEBAS,BEBAS,0,ALONE,286
1959-05-20,GE-01,Pulau Pinang,P.038 Seberang Utara,1,210,Haji Yusof Bin Haji Abdullah,PAS,004-PAS,PAS,0,ALONE,4537
1959-05-20,GE-01,Pulau Pinang,P.038 Seberang Utara,2,211,Haji Ahmad Bin Saaid,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,12748
1959-05-20,GE-01,Perak,P.039 Ulu Perak,1,212,Md. Nor Bin Md. Dahan,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,7869
1959-05-20,GE-01,Perak,P.039 Ulu Perak,2,213,Tan Kim Seng,BEBAS,000-BEBAS,BEBAS,0,ALONE,3780
1959-05-20,GE-01,Perak,P.039 Ulu Perak,3,214,Haji Abdul Samad Bin Haji Mohammad Noh,PAS,004-PAS,PAS,0,ALONE,2677
1959-05-20,GE-01,Perak,P.040 Larut Utara,1,215,Tajubin Bin Ali @ Alli,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11543
1959-05-20,GE-01,Perak,P.040 Larut Utara,2,216,Ibrahim Bin Alla Ditta,PAS,004-PAS,PAS,0,ALONE,5117
1959-05-20,GE-01,Perak,P.041 Krian Laut,1,217,Abdul Rauf Bin A. Rahman,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8074
1959-05-20,GE-01,Perak,P.041 Krian Laut,2,13,Haji Ahmad Bin H. Hussain,PAS,004-PAS,PAS,0,ALONE,7577
1959-05-20,GE-01,Perak,P.042 Krian Darat,1,218,Ahmad Bin Haji Yusof,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,7954
1959-05-20,GE-01,Perak,P.042 Krian Darat,2,25,Ustaz Abdul Wahab Bin Hj. Md. Noor,PAS,004-PAS,PAS,0,ALONE,5698
1959-05-20,GE-01,Perak,P.043 Larut Selatan,1,219,Dr Lim Swee Aun,PERIKATAN,003-MCA,MCA,1,PERIKATAN,11218
1959-05-20,GE-01,Perak,P.043 Larut Selatan,2,220,Yin Choo Han,PPP,006-PPP,PPP,0,ALONE,6444
1959-05-20,GE-01,Perak,P.043 Larut Selatan,3,221,Haji Mohd. Yunus Bin Haji Mohd. Hashim,PAS,004-PAS,PAS,0,ALONE,3071
1959-05-20,GE-01,Perak,P.044 Hilir Perak,1,222,Mohd. Abbas @ Mohd. Abas Bin Ahmad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4818
1959-05-20,GE-01,Perak,P.044 Hilir Perak,2,223,Abu Bakar Bin Anjang Wahid,PAS,004-PAS,PAS,0,ALONE,4273
1959-05-20,GE-01,Perak,P.045 Kuala Kangsar,1,224,Haji Abdullah Bin Haji Abdul Raof,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8367
1959-05-20,GE-01,Perak,P.045 Kuala Kangsar,2,225,Syed Nordin Bin Syed Husein,PAS,004-PAS,PAS,0,ALONE,5581
1959-05-20,GE-01,Perak,P.045 Kuala Kangsar,3,226,Omar Bin Nordin,BEBAS,009-PR,PR,2,SF,4780
1959-05-20,GE-01,Perak,P.046 Sungei Siput,1,38,Veerasamy Thirungana Sambanthan,PERIKATAN,002-MIC,MIC,1,PERIKATAN,7317
1959-05-20,GE-01,Perak,P.046 Sungei Siput,2,227,Kasivisvanathan Annamalai @ Annamalai Chettiar S/O Kasivisvanathan,PPP,006-PPP,PPP,0,ALONE,4514
1959-05-20,GE-01,Perak,P.046 Sungei Siput,3,228,Choy Kok Kuan,BEBAS,000-BEBAS,BEBAS,0,ALONE,148
1959-05-20,GE-01,Perak,P.047 Parit,1,229,Hussein Bin Mohd. Noordin,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8998
1959-05-20,GE-01,Perak,P.047 Parit,2,230,Haji Osman Bin Haji Bodin,PAS,004-PAS,PAS,0,ALONE,6007
1959-05-20,GE-01,Perak,P.048 Bruas,1,231,Yeoh Tat Beng,BEBAS,000-BEBAS,BEBAS,0,ALONE,5967
1959-05-20,GE-01,Perak,P.048 Bruas,2,232,Mohd. Noor Bin Mohammed,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,5215
1959-05-20,GE-01,Perak,P.048 Bruas,3,233,Raman S/O Kunji Raman,PPP,006-PPP,PPP,0,ALONE,4205
1959-05-20,GE-01,Perak,P.049 Sitiawan,1,234,Yong Woo Ming,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6442
1959-05-20,GE-01,Perak,P.049 Sitiawan,2,42,Too Joon Hing,BEBAS,000-BEBAS,BEBAS,0,ALONE,6079
1959-05-20,GE-01,Perak,P.049 Sitiawan,3,235,Hor Huck Lung,PPP,006-PPP,PPP,0,ALONE,2937
1959-05-20,GE-01,Perak,P.050 Ipoh,1,36,Dharma Raja Seenivasagam,PPP,006-PPP,PPP,0,ALONE,12242
1959-05-20,GE-01,Perak,P.050 Ipoh,2,236,Dr Chang Hoey Chan,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6531
1959-05-20,GE-01,Perak,P.050 Ipoh,3,237,Yuen Foo Tong @ Yoon Foo Thong,LPM,005-LPM,LPM,2,SF,1452
1959-05-20,GE-01,Perak,P.051 Menglembu,1,238,Sri Padhmaraja Seenivasagam,PPP,006-PPP,PPP,0,ALONE,14338
1959-05-20,GE-01,Perak,P.051 Menglembu,2,239,Wong Kok Weng,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6292
1959-05-20,GE-01,Perak,P.051 Menglembu,3,31,Mohd. Daham Bin Khatib,BEBAS,009-PR,PR,2,SF,1283
1959-05-20,GE-01,Perak,P.052 Ulu Kinta,1,240,Chan Swee Ho,PPP,006-PPP,PPP,0,ALONE,6996
1959-05-20,GE-01,Perak,P.052 Ulu Kinta,2,241,Chan Kok Cheong,PERIKATAN,003-MCA,MCA,1,PERIKATAN,4629
1959-05-20,GE-01,Perak,P.052 Ulu Kinta,3,242,Yau Hoong Seh,BEBAS,009-PR,PR,2,SF,1347
1959-05-20,GE-01,Perak,P.053 Batu Gajah,1,243,Khong Kok Yat,PPP,006-PPP,PPP,0,ALONE,8442
1959-05-20,GE-01,Perak,P.053 Batu Gajah,2,244,Yeoh Kian Teik,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6503
1959-05-20,GE-01,Perak,P.053 Batu Gajah,3,245,Thean Moi Tuck,BEBAS,000-BEBAS,BEBAS,0,ALONE,322
1959-05-20,GE-01,Perak,P.054 Kampar,1,246,Leong Kee Nyean,PERIKATAN,003-MCA,MCA,1,PERIKATAN,9765
1959-05-20,GE-01,Perak,P.054 Kampar,2,247,Chan Yoon Onn,PPP,006-PPP,PPP,0,ALONE,8512
1959-05-20,GE-01,Perak,P.054 Kampar,3,248,Othman Bin Mohamed Akib,PAS,004-PAS,PAS,0,ALONE,1827
1959-05-20,GE-01,Perak,P.055 Tanjong Malim,1,249,Lee Seck Fun,PERIKATAN,003-MCA,MCA,1,PERIKATAN,8038
1959-05-20,GE-01,Perak,P.055 Tanjong Malim,2,250,Ramanathan Chelvarayan Mannavarayan,PPP,006-PPP,PPP,0,ALONE,4777
1959-05-20,GE-01,Perak,P.056 Telok Anson,1,251,Woo Saik Hong,PERIKATAN,003-MCA,MCA,1,PERIKATAN,10174
1959-05-20,GE-01,Perak,P.056 Telok Anson,2,252,Tan Poh Aun,PPP,006-PPP,PPP,0,ALONE,5770
1959-05-20,GE-01,Perak,P.057 Bagan Datoh,1,253,Yahya Bin Haji Ahmad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8078
1959-05-20,GE-01,Perak,P.057 Bagan Datoh,2,254,Haji Azubir Bin Haji Ahmad,PAS,004-PAS,PAS,0,ALONE,4425
1959-05-20,GE-01,Perak,P.057 Bagan Datoh,3,255,Mohd. Yunus Bin Sibi,PPP,006-PPP,PPP,0,ALONE,583
1959-05-20,GE-01,Perak,P.058 Batang Padang,1,16,Abdul Hamid Khan Bin Haji Sakhawat Ali Khan,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,6231
1959-05-20,GE-01,Perak,P.058 Batang Padang,2,256,Jaya Ramachandran S/O Suppiah,PPP,006-PPP,PPP,0,ALONE,3749
1959-05-20,GE-01,Perak,P.058 Batang Padang,3,257,Hashim Bin Mahaboob,PAS,004-PAS,PAS,0,ALONE,1504
1959-05-20,GE-01,Pahang,P.059 Raub,1,258,Hussein Bin Hassan,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,6764
1959-05-20,GE-01,Pahang,P.059 Raub,2,259,Abu Bakar Bin Mohamed Resat,BEBAS,009-PR,PR,2,SF,5130
1959-05-20,GE-01,Pahang,P.060 Bentong,1,260,Lim Ong Hang,LPM,005-LPM,LPM,2,SF,5141
1959-05-20,GE-01,Pahang,P.060 Bentong,2,261,Chan Siang Sun,PERIKATAN,003-MCA,MCA,1,PERIKATAN,8643
1959-05-20,GE-01,Pahang,P.061 Kuantan,1,262,Haji Hamzah Bin Dahaman,PAS,004-PAS,PAS,0,ALONE,2758
1959-05-20,GE-01,Pahang,P.061 Kuantan,2,75,Abdul Rahman Bin Haji Talib,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8856
1959-05-20,GE-01,Pahang,P.062 Pekan,1,73,Dato' Abdul Razak Bin Hussain,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8811
1959-05-20,GE-01,Pahang,P.062 Pekan,2,263,Mohamed Ariff Bin Abas,PAS,004-PAS,PAS,0,ALONE,2593
1959-05-20,GE-01,Pahang,P.063 Temerloh,1,264,Mohd. Yusof Bin Mahmud,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8018
1959-05-20,GE-01,Pahang,P.063 Temerloh,2,265,Ishak Bin Haji Mohammad,LPM,005-LPM,LPM,2,SF,6665
1959-05-20,GE-01,Pahang,P.064 Lipis,1,266,Abdul Hamid Bin Abdullah,PAS,004-PAS,PAS,0,ALONE,3818
1959-05-20,GE-01,Pahang,P.064 Lipis,2,71,Mohd. Sulong Bin Mohd. Ali,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11694
1959-05-20,GE-01,Selangor,P.065 Kuala Selangor,1,267,N. Manickam,MP,011-MP,MP,0,ALONE,4008
1959-05-20,GE-01,Selangor,P.065 Kuala Selangor,2,268,Dahari Ali,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,6197
1959-05-20,GE-01,Selangor,P.065 Kuala Selangor,3,269,Abdullah Bin Mat Junan,PAS,004-PAS,PAS,0,ALONE,4216
1959-05-20,GE-01,Selangor,P.066 Batu,1,270,Ng Ann Teck,LPM,005-LPM,LPM,2,SF,8737
1959-05-20,GE-01,Selangor,P.066 Batu,2,271,Lim Hee Hong,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6408
1959-05-20,GE-01,Selangor,P.067 Kapar,1,272,Hamzah Alang,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,5335
1959-05-20,GE-01,Selangor,P.067 Kapar,2,273,Ibrahim Bin Haji Nordin,PAS,004-PAS,PAS,0,ALONE,2954
1959-05-20,GE-01,Selangor,P.067 Kapar,3,274,R. Madhavan,PPP,006-PPP,PPP,0,ALONE,3208
1959-05-20,GE-01,Selangor,P.068 Rawang,1,275,Abdul Karim Bin Haji Kasim,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3654
1959-05-20,GE-01,Selangor,P.068 Rawang,2,276,Borhan,BEBAS,000-BEBAS,BEBAS,0,ALONE,978
1959-05-20,GE-01,Selangor,P.068 Rawang,3,277,Y. P. Liu,LPM,005-LPM,LPM,2,SF,6143
1959-05-20,GE-01,Selangor,P.069 Langat,1,278,Haji Zakaria Bin Haji Mohd. Taib,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,6937
1959-05-20,GE-01,Selangor,P.069 Langat,2,279,Koh Pak Ngee,BEBAS,009-PR,PR,2,SF,5145
1959-05-20,GE-01,Selangor,P.070 Setapak,1,280,Ahmad Boestamam,BEBAS,009-PR,PR,2,SF,6901
1959-05-20,GE-01,Selangor,P.070 Setapak,2,281,Yap Kim Swee,BEBAS,000-BEBAS,BEBAS,0,ALONE,3853
1959-05-20,GE-01,Selangor,P.070 Setapak,3,282,Aisah Ghani,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4805
1959-05-20,GE-01,Selangor,P.071 Bungsar,1,283,Ong Yeow Kay,PPP,006-PPP,PPP,0,ALONE,2388
1959-05-20,GE-01,Selangor,P.071 Bungsar,2,284,V. David,LPM,005-LPM,LPM,2,SF,9734
1959-05-20,GE-01,Selangor,P.071 Bungsar,3,285,Koh Pooi Kee,BEBAS,000-BEBAS,BEBAS,0,ALONE,6821
1959-05-20,GE-01,Selangor,P.071 Bungsar,4,286,Law Joo Kooi,PERIKATAN,003-MCA,MCA,1,PERIKATAN,5036
1959-05-20,GE-01,Selangor,P.072 Bukit Bintang,1,287,Heng Cheng Swee,BEBAS,000-BEBAS,BEBAS,0,ALONE,270
1959-05-20,GE-01,Selangor,P.072 Bukit Bintang,2,288,Robert K. C. Hoh,BEBAS,000-BEBAS,BEBAS,0,ALONE,5434
1959-05-20,GE-01,Selangor,P.072 Bukit Bintang,3,289,Nazar Nong,BEBAS,009-PR,PR,2,SF,4593
1959-05-20,GE-01,Selangor,P.072 Bukit Bintang,4,290,Cheah Theam Swee,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6134
1959-05-20,GE-01,Selangor,P.073 Damansara,1,61,Lee Eng Teh,PERIKATAN,003-MCA,MCA,1,PERIKATAN,5653
1959-05-20,GE-01,Selangor,P.073 Damansara,2,291,K. Karam Singh,BEBAS,009-PR,PR,2,SF,9026
1959-05-20,GE-01,Selangor,P.074 Klang,1,292,V. Manickavasagam,PERIKATAN,002-MIC,MIC,1,PERIKATAN,8394
1959-05-20,GE-01,Selangor,P.074 Klang,2,293,S. S. Nayagam,LPM,005-LPM,LPM,2,SF,6253
1959-05-20,GE-01,Selangor,P.075 Kuala Langat,1,294,Syed Ibrahim Bin Syed Salim,PAS,004-PAS,PAS,0,ALONE,4299
1959-05-20,GE-01,Selangor,P.075 Kuala Langat,2,59,Aziz Ishak,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,9492
1959-05-20,GE-01,Selangor,P.076 Sepang,1,295,Lim Tuan Siong,LPM,005-LPM,LPM,2,SF,3455
1959-05-20,GE-01,Selangor,P.076 Sepang,2,296,K. V. Nadarajah,PPP,006-PPP,PPP,0,ALONE,2225
1959-05-20,GE-01,Selangor,P.076 Sepang,3,297,Lee Siok Yew,PERIKATAN,003-MCA,MCA,1,PERIKATAN,4992
1959-05-20,GE-01,Selangor,P.077 Sabak Bernam,1,298,Syed Hashim Bin Syed Ajam,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,8003
1959-05-20,GE-01,Selangor,P.077 Sabak Bernam,2,299,Ustaz Haji Abd. Hakim Hilmi,PAS,004-PAS,PAS,0,ALONE,4222
1959-05-20,GE-01,Selangor,P.078 Ulu Selangor,1,46,Ong Yoke Lin,PERIKATAN,003-MCA,MCA,1,PERIKATAN,6537
1959-05-20,GE-01,Selangor,P.078 Ulu Selangor,2,300,Chai Yoke Kin,BEBAS,000-BEBAS,BEBAS,0,ALONE,5121
1959-05-20,GE-01,Negeri Sembilan,P.079 Kuala Pilah,1,32,Bahaman Bin Samsudin,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11312
1959-05-20,GE-01,Negeri Sembilan,P.079 Kuala Pilah,2,301,Ismail Bin Chik,PAS,004-PAS,PAS,0,ALONE,5746
1959-05-20,GE-01,Negeri Sembilan,P.080 Seremban Timor,1,302,Robert Singam,LPM,005-LPM,LPM,2,SF,3985
1959-05-20,GE-01,Negeri Sembilan,P.080 Seremban Timor,2,303,Chin See Yin,BEBAS,000-BEBAS,BEBAS,0,ALONE,5762
1959-05-20,GE-01,Negeri Sembilan,P.080 Seremban Timor,3,304,Md. Nor Bin Ab. Hamid,PAS,004-PAS,PAS,0,ALONE,2387
1959-05-20,GE-01,Negeri Sembilan,P.080 Seremban Timor,4,305,Tham Tat Ming,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2061
1959-05-20,GE-01,Negeri Sembilan,P.081 Rembau-Tampin,1,68,Baba Bin Ludek,NEG,008-NEG,NEG,0,ALONE,4369
1959-05-20,GE-01,Negeri Sembilan,P.081 Rembau-Tampin,2,306,Haji Redza Bin Haji Mohd. Said,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,9587
1959-05-20,GE-01,Negeri Sembilan,P.082 Port Dickson,1,307,T. Mahima Singh,PERIKATAN,002-MIC,MIC,1,PERIKATAN,0
1959-05-20,GE-01,Negeri Sembilan,P.083 Jelebu-Jempol,1,308,Che' Ahmad Bin Hj. Yaacob,PAS,004-PAS,PAS,0,ALONE,3970
1959-05-20,GE-01,Negeri Sembilan,P.083 Jelebu-Jempol,2,309,Mohamed Bin Ujang,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11265
1959-05-20,GE-01,Negeri Sembilan,P.084 Seremban Barat,1,310,C. Rasadurai,BEBAS,000-BEBAS,BEBAS,0,ALONE,93
1959-05-20,GE-01,Negeri Sembilan,P.084 Seremban Barat,2,311,Sathappan Sathappan,LPM,005-LPM,LPM,2,SF,3949
1959-05-20,GE-01,Negeri Sembilan,P.084 Seremban Barat,3,312,P. A. R. S. Dawood @ A. S. Dawood,PERIKATAN,002-MIC,MIC,1,PERIKATAN,3409
1959-05-20,GE-01,Negeri Sembilan,P.084 Seremban Barat,4,313,Quek Kai Dong,BEBAS,000-BEBAS,BEBAS,0,ALONE,4752
1959-05-20,GE-01,Melaka,P.085 Malacca Tengah,1,9,Tan Siew Sin,PERIKATAN,003-MCA,MCA,1,PERIKATAN,13635
1959-05-20,GE-01,Melaka,P.085 Malacca Tengah,2,314,Hj. Abd. Majid Bin H. Hussin,PAS,004-PAS,PAS,0,ALONE,4655
1959-05-20,GE-01,Melaka,P.086 Bandar Malacca,1,315,Tan Kee Gak,MP,011-MP,MP,0,ALONE,9396
1959-05-20,GE-01,Melaka,P.086 Bandar Malacca,2,316,Wong Koon Yoon,PERIKATAN,003-MCA,MCA,1,PERIKATAN,8173
1959-05-20,GE-01,Melaka,P.086 Bandar Malacca,3,317,Yeoh Ho Huat,BEBAS,000-BEBAS,BEBAS,0,ALONE,265
1959-05-20,GE-01,Melaka,P.087 Malacca Utara,1,318,Hj. Karim Bin Hj. Dalib,PAS,004-PAS,PAS,0,ALONE,4461
1959-05-20,GE-01,Melaka,P.087 Malacca Utara,2,319,Abdul Ghani Ishak,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11078
1959-05-20,GE-01,Melaka,P.087 Malacca Utara,3,10,Karim Bakar,BEBAS,009-PR,PR,2,SF,2872
1959-05-20,GE-01,Melaka,P.088 Malacca Selatan,1,320,Hassan Bin Mansor,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11300
1959-05-20,GE-01,Melaka,P.088 Malacca Selatan,2,321,Chung Cheng Wen,LPM,005-LPM,LPM,2,SF,5812
1959-05-20,GE-01,Melaka,P.088 Malacca Selatan,3,322,Mohamed Taha Bin Kallu,PAS,004-PAS,PAS,0,ALONE,3017
1959-05-20,GE-01,Johor,P.089 Muar Dalam,1,323,Aziz Bin Ishak,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,11329
1959-05-20,GE-01,Johor,P.089 Muar Dalam,2,324,Ahmad Bin Abu,NEG,008-NEG,NEG,0,ALONE,3947
1959-05-20,GE-01,Johor,P.090 Segamat Selatan,1,84,Dato' Teoh Chze Chong,PERIKATAN,003-MCA,MCA,1,PERIKATAN,7828
1959-05-20,GE-01,Johor,P.090 Segamat Selatan,2,325,Dr Lim Chin Khean,LPM,005-LPM,LPM,2,SF,4862
1959-05-20,GE-01,Johor,P.091 Muar Pantai,1,91,Mohamad Nor Bin Hamid,NEG,008-NEG,NEG,0,ALONE,3731
1959-05-20,GE-01,Johor,P.091 Muar Pantai,2,326,Seah Teng Ngiab,PERIKATAN,003-MCA,MCA,1,PERIKATAN,8997
1959-05-20,GE-01,Johor,P.091 Muar Pantai,3,327,Tan Keww Wah,PPP,006-PPP,PPP,0,ALONE,2162
1959-05-20,GE-01,Johor,P.091 Muar Pantai,4,328,Chua Ang Teck,LPM,005-LPM,LPM,2,SF,1994
1959-05-20,GE-01,Johor,P.092 Muar Selatan,1,329,Raja Hashim Bin Haji Mahmood,NEG,008-NEG,NEG,0,ALONE,2069
1959-05-20,GE-01,Johor,P.092 Muar Selatan,2,80,Suleiman Bin Dato' Abdul Rahman,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,14795
1959-05-20,GE-01,Johor,P.092 Muar Selatan,3,330,Haji Mohamed Tahir Bin Daing Mengati,PAS,004-PAS,PAS,0,ALONE,2508
1959-05-20,GE-01,Johor,P.093 Batu Pahat,1,331,Koh Kim Boon,BEBAS,000-BEBAS,BEBAS,0,ALONE,3958
1959-05-20,GE-01,Johor,P.093 Batu Pahat,2,332,Kang Kock Seng,PERIKATAN,003-MCA,MCA,1,PERIKATAN,10261
