date,election,state,seat,area_name,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1990-10-20,SE-08,Pulau Pinang,N.19 Tanjong Bunga,Tanjong Bunga,2,Gooi Hock Seng,906,DAP,18,6573,46.426048876960024,lost
1990-10-20,SE-08,Pulau Pinang,N.20 Ayer Itam,Ayer Itam,1,Khoo Boo Yeang,11930,BN,25,6169,39.959839357429715,lost
1990-10-20,SE-08,Pulau Pinang,N.20 Ayer Itam,Ayer Itam,2,Ong Hock Aun,11942,DAP,18,9269,60.040160642570285,won
1990-10-20,SE-08,Pulau Pinang,N.21 Kebun Bunga,Kebun Bunga,1,Dr Teng Hock Nan,13106,BN,25,5927,50.35683942225998,won
1990-10-20,SE-08,Pulau Pinang,N.21 Kebun Bunga,Kebun Bunga,2,Ho Soon Cheng,13107,DAP,18,5843,49.64316057774001,lost
1990-10-20,SE-08,Pulau Pinang,N.22 Padang Kota,Padang Kota,1,Dr Lim Chong Eu,435,BN,25,5611,47.04057679409792,lost
1990-10-20,SE-08,Pulau Pinang,N.22 Padang Kota,Padang Kota,2,Lim Kit Siang,698,DAP,18,6317,52.95942320590208,won
1990-10-20,SE-08,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,1,Dr Loh Hock Hun,13110,BN,25,7666,40.34312177665509,lost
1990-10-20,SE-08,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,2,Chow Kon Yeow,2665,DAP,18,11336,59.65687822334491,won
1990-10-20,SE-08,Pulau Pinang,N.24 Kampong Kolam,Kampong Kolam,1,Cheah Teik Hoe,13112,DAP,18,8506,63.28869047619048,won
1990-10-20,SE-08,Pulau Pinang,N.24 Kampong Kolam,Kampong Kolam,2,Wong Hoong Keat,1160,BN,25,4934,36.71130952380952,lost
1990-10-20,SE-08,Pulau Pinang,N.25 Datok Keramat,Datok Keramat,1,K. Balasundram,13114,DAP,18,7591,53.26643744298646,won
1990-10-20,SE-08,Pulau Pinang,N.25 Datok Keramat,Datok Keramat,2,Dr Denis Mark Lee,13115,BN,25,6660,46.73356255701354,lost
1990-10-20,SE-08,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,1,Dr Kang Chin Seng,2662,BN,25,8763,55.363912054586805,won
1990-10-20,SE-08,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,2,Karpal Singh,9753,DAP,18,7065,44.636087945413195,lost
1990-10-20,SE-08,Pulau Pinang,N.27 Batu Lanchang,Batu Lanchang,1,Chua Thien Lye,13118,BN,25,5741,36.912492766668805,lost
1990-10-20,SE-08,Pulau Pinang,N.27 Batu Lanchang,Batu Lanchang,2,Tan Loo Jit,13119,DAP,18,9812,63.08750723333119,won
1990-10-20,SE-08,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,1,Tan Yeap Leong,13120,BN,25,4635,38.589626176005325,lost
1990-10-20,SE-08,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,2,Peter Paul Dason,13121,DAP,18,7376,61.41037382399467,won
1990-10-20,SE-08,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,1,Teoh Teik Huat,1718,DAP,18,8921,52.71212479319309,won
1990-10-20,SE-08,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,2,Chin Nyok Soo,9732,BN,25,8003,47.2878752068069,lost
1990-10-20,SE-08,Pulau Pinang,N.30 Batu Uban,Batu Uban,1,Ahmad Nor,2054,DAP,18,8065,39.78982682914796,lost
1990-10-20,SE-08,Pulau Pinang,N.30 Batu Uban,Batu Uban,2,Kee Phaik Cheen,11953,BN,25,12204,60.210173170852045,won
1990-10-20,SE-08,Pulau Pinang,N.31 Telok Bahang,Telok Bahang,1,Dr Hj. Hilmi Hj Yahya,13126,BN,25,6364,61.92468619246861,won
1990-10-20,SE-08,Pulau Pinang,N.31 Telok Bahang,Telok Bahang,2,Dr Sanusi Othman,2055,PRM,57,3913,38.07531380753138,lost
1990-10-20,SE-08,Pulau Pinang,N.32 Telok Kumbar,Telok Kumbar,1,Ismail Mydinsah,13128,S46,56,3176,32.286266138050216,lost
1990-10-20,SE-08,Pulau Pinang,N.32 Telok Kumbar,Telok Kumbar,2,Mohd Zain B Hj Omar,13129,BN,25,6661,67.71373386194978,won
1990-10-20,SE-08,Pulau Pinang,N.33 Bayan Lepas,Bayan Lepas,1,Lim Chien Aun,2991,BN,25,12578,71.61238897745388,won
1990-10-20,SE-08,Pulau Pinang,N.33 Bayan Lepas,Bayan Lepas,2,Hj. Mohammad Hj. Hashim,13131,PAS,3,4986,28.387611022546118,lost
1995-04-24,SE-09,Pulau Pinang,N.01 Penaga,Penaga,1,Mohd Hamdan Bin Haji Abd Rahman,11891,PAS,3,2940,32.02963285760976,lost
1995-04-24,SE-09,Pulau Pinang,N.01 Penaga,Penaga,2,Azhar Bin Ibrahim,13065,BN,25,6239,67.97036714239024,won
1995-04-24,SE-09,Pulau Pinang,N.02 Bertam,Bertam,1,Jamilah Khaton Bt Zainal Abidin,14213,S46,56,1230,15.644874077842788,lost
1995-04-24,SE-09,Pulau Pinang,N.02 Bertam,Bertam,2,Hilmi Bin Hj Abdul Rashid,14214,BN,25,6632,84.35512592215721,won
1995-04-24,SE-09,Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,1,Yahaya Bin Abdul Hamid,11887,BN,25,8397,84.22266800401204,won
1995-04-24,SE-09,Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,2,Syed Ibrahim Bin Syed Abu Bakar,14216,S46,56,1573,15.777331995987964,lost
1995-04-24,SE-09,Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,1,Mohd Salleh B Man,2350,PAS,3,1855,19.774011299435028,lost
1995-04-24,SE-09,Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,2,Mohd Shariff Bin Omar,14218,BN,25,7526,80.22598870056498,won
1995-04-24,SE-09,Pulau Pinang,N.05 Sungai Dua,Sungai Dua,1,Khalid B. Man,14219,PAS,3,2424,26.581862046277006,lost
1995-04-24,SE-09,Pulau Pinang,N.05 Sungai Dua,Sungai Dua,2,Jasmin Bin Mohamed,14220,BN,25,6695,73.41813795372299,won
1995-04-24,SE-09,Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,1,Jahara Bt Hamid,14221,BN,25,7522,81.68983492615118,won
1995-04-24,SE-09,Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,2,Md Sheriff Bin Saad,14222,S46,56,1686,18.31016507384883,lost
1995-04-24,SE-09,Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,1,Loo Ah Dee @ Lee Ah Lee,14223,BN,25,9937,50.42114877207226,won
1995-04-24,SE-09,Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,2,Cheah Tiek Soon,14224,DAP,18,9771,49.57885122792774,lost
1995-04-24,SE-09,Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,1,Dr Sak Cheng Lum,2045,BN,25,10871,64.23422358780431,won
1995-04-24,SE-09,Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,2,Phee Boon Poh,10809,DAP,18,6053,35.7657764121957,lost
1995-04-24,SE-09,Pulau Pinang,N.09 Perai,Perai,1,Patto A/L Perumal,1512,DAP,18,7357,44.84881736161912,lost
1995-04-24,SE-09,Pulau Pinang,N.09 Perai,Perai,2,Rajapathy A/L Kuppusamy,14228,BN,25,9047,55.15118263838088,won
1995-04-24,SE-09,Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,1,Abdul Latiff Bin S. Mirasa,14229,BN,25,11063,84.0909090909091,won
1995-04-24,SE-09,Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,2,Noor Halil Bin Abd Ghani,14230,DAP,18,2093,15.909090909090908,lost
1995-04-24,SE-09,Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,1,Mior Ariff Bin Mior Hassan,14231,DAP,18,1577,12.218176183466337,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,2,Yusoff Bin Abdul Latiib,11917,PAS,3,2566,19.880684899666846,lost
1995-04-24,SE-09,Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,3,Ahmad Bin Saad,5767,BN,25,8764,67.90113891686683,won
1995-04-24,SE-09,Pulau Pinang,N.12 Penanti,Penanti,1,Adil Bin Ismail,14234,S46,56,1759,17.018188854489164,lost
1995-04-24,SE-09,Pulau Pinang,N.12 Penanti,Penanti,2,Daud Bin Taha,14235,BN,25,8577,82.98181114551083,won
1995-04-24,SE-09,Pulau Pinang,N.13 Berapit,Berapit,1,Lau Chiek Tuan,14236,BN,25,8242,60.26175330847408,won
1995-04-24,SE-09,Pulau Pinang,N.13 Berapit,Berapit,2,Gooi Seong Kin,2999,DAP,18,5435,39.738246691525916,lost
1995-04-24,SE-09,Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,1,Toh Kin Woon,14238,BN,25,10618,66.98631001198663,won
1995-04-24,SE-09,Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,2,Chin Kooi Thoon,10826,DAP,18,5233,33.013689988013375,lost
1995-04-24,SE-09,Pulau Pinang,N.15 Bukit Tengah,Bukit Tengah,1,Lim Hock Seng,2044,DAP,18,7111,37.62234802391408,lost
1995-04-24,SE-09,Pulau Pinang,N.15 Bukit Tengah,Bukit Tengah,2,Liong Ah Sow @ Liang Thau Sang,10825,BN,25,11790,62.37765197608592,won
1995-04-24,SE-09,Pulau Pinang,N.16 Sungai Bakap,Sungai Bakap,1,Ooi Theng Bok,14242,BN,25,8621,72.35417540914814,won
1995-04-24,SE-09,Pulau Pinang,N.16 Sungai Bakap,Sungai Bakap,2,Abdul Razak Bin Abdul Hamid,14243,DAP,18,3294,27.64582459085187,lost
1995-04-24,SE-09,Pulau Pinang,N.17 Jawi,Jawi,1,Goh Kheng Huat,2664,DAP,18,7694,47.94068166240887,lost
1995-04-24,SE-09,Pulau Pinang,N.17 Jawi,Jawi,2,Tan Cheng Liang,14245,BN,25,8355,52.05931833759113,won
1995-04-24,SE-09,Pulau Pinang,N.18 Sungai Acheh,Sungai Acheh,1,Abd Rashid Bin Abdullah,14246,BN,25,6787,73.57181571815718,won
1995-04-24,SE-09,Pulau Pinang,N.18 Sungai Acheh,Sungai Acheh,2,Khairul Annuar Bin Ahmad,14247,DAP,18,2438,26.42818428184282,lost
1995-04-24,SE-09,Pulau Pinang,N.19 Tanjong Bunga,Tanjong Bunga,1,Lim Kit Siang,698,DAP,18,5384,29.14839478100807,lost
1995-04-24,SE-09,Pulau Pinang,N.19 Tanjong Bunga,Tanjong Bunga,2,Koh Tsu Koon,1725,DAP,18,13087,70.85160521899193,won
1995-04-24,SE-09,Pulau Pinang,N.20 Air Itam,Air Itam,1,Lye Siew Weng,14250,BN,25,10057,57.868692099660514,won
1995-04-24,SE-09,Pulau Pinang,N.20 Air Itam,Air Itam,2,Ong Hock Aun,11942,DAP,18,7322,42.131307900339486,lost
1995-04-24,SE-09,Pulau Pinang,N.21 Kebun Bunga,Kebun Bunga,1,Tan Hock Nan,14252,BN,25,10089,68.67002450313096,won
1995-04-24,SE-09,Pulau Pinang,N.21 Kebun Bunga,Kebun Bunga,2,Gooi Heck Seng,14253,DAP,18,4603,31.329975496869046,lost
1995-04-24,SE-09,Pulau Pinang,N.22 Padang Kota,Padang Kota,1,Teng Chang Yeow,16707,BN,25,7939,59.61105271061721,won
1995-04-24,SE-09,Pulau Pinang,N.22 Padang Kota,Padang Kota,2,Karpal Singh A/L Ram Singh,848,DAP,18,5379,40.38894728938279,lost
1995-04-24,SE-09,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,1,Chow Kon Yeow,2665,DAP,18,7523,45.07489514679449,lost
1995-04-24,SE-09,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,2,Khoo Soo Hoe,1421,PBS,48,131,0.7849011384062312,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,3,Lee Hack Teik,14258,BN,25,9036,54.140203714799284,won
1995-04-24,SE-09,Pulau Pinang,N.24 Kampong Kolam,Kampong Kolam,1,Cheah Teik Hoe,13112,DAP,18,6427,42.34976278334212,lost
1995-04-24,SE-09,Pulau Pinang,N.24 Kampong Kolam,Kampong Kolam,2,Khor Ngak Seng @ Khor Gark Kim,1723,PBS,48,439,2.892725355824987,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.24 Kampong Kolam,Kampong Kolam,3,Lim Gim Soon,14261,BN,25,8310,54.7575118608329,won
1995-04-24,SE-09,Pulau Pinang,N.25 Datuk Keramat,Datuk Keramat,1,Wong Hang Yoke,10855,DAP,18,4681,31.733441800555894,lost
1995-04-24,SE-09,Pulau Pinang,N.25 Datuk Keramat,Datuk Keramat,2,Lim Boo Chang,1726,BN,25,9974,67.61575486407702,won
1995-04-24,SE-09,Pulau Pinang,N.25 Datuk Keramat,Datuk Keramat,3,Seevaraju A/L Muniandy,14264,PBS,48,96,0.6508033353670938,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,1,Ahmad Bin Nor,1820,DAP,18,3994,28.246110325318245,lost
1995-04-24,SE-09,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,2,Abdul Karim Bin Pawanchee,14266,PAS,3,594,4.200848656294201,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,3,Kang Chin Seng @ Chiang Chen Cheng,14267,BN,25,9552,67.55304101838755,won
1995-04-24,SE-09,Pulau Pinang,N.27 Batu Lancang,Batu Lancang,1,Chong Eng,2661,DAP,18,7570,49.717588335741496,won
1995-04-24,SE-09,Pulau Pinang,N.27 Batu Lancang,Batu Lancang,2,Lee Boon Ten,14269,BN,25,7508,49.31039012215946,lost
1995-04-24,SE-09,Pulau Pinang,N.27 Batu Lancang,Batu Lancang,3,Tan Ban Yew,14270,PBS,48,148,0.9720215420990411,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,1,Peter Dason A/L Muthu Jaha Dason,14271,DAP,18,6373,38.05003283778136,lost
1995-04-24,SE-09,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,2,Koay Kar Huah,3362,BN,25,10124,60.445399725356744,won
1995-04-24,SE-09,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,3,Hsu Tseh Jiang @ Khor Tseh Jiang,14273,PBS,48,252,1.5045674368619022,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,1,Dr Loh Hock Hun,13110,BN,25,13097,58.68883312421581,won
1995-04-24,SE-09,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,2,Selvaraja Somiah S/O David Somiah,14275,PBS,48,138,0.6183903925434666,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,3,Teoh Teik Huat,1718,DAP,18,9081,40.69277648324072,lost
1995-04-24,SE-09,Pulau Pinang,N.30 Batu Uban,Batu Uban,1,Lakhbir Singh A/L Sadu Singh,2358,PBS,48,191,0.9968164500808934,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.30 Batu Uban,Batu Uban,2,Rosli Bin Hanafi,14278,DAP,18,5047,26.33996137988623,lost
1995-04-24,SE-09,Pulau Pinang,N.30 Batu Uban,Batu Uban,3,Kee Phaik Cheen,11953,BN,25,13923,72.66322217003288,won
1995-04-24,SE-09,Pulau Pinang,N.31 Bayan Lepas,Bayan Lepas,1,Zulkifli Bin Mohd Noor,14280,DAP,18,4494,26.266877082237418,lost
1995-04-24,SE-09,Pulau Pinang,N.31 Bayan Lepas,Bayan Lepas,2,Zolkifly Bin Md Lazim,14281,PAS,3,1346,7.867204395347478,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.31 Bayan Lepas,Bayan Lepas,3,Lim Chien Aun,2991,BN,25,11269,65.8659185224151,won
1995-04-24,SE-09,Pulau Pinang,N.32 Telok Kumbar,Telok Kumbar,1,Syed Amerruddin Bin Syed Ahmad,14283,BN,25,10800,78.33466308841662,won
1995-04-24,SE-09,Pulau Pinang,N.32 Telok Kumbar,Telok Kumbar,2,Mohd Noor Bin Maruki,14284,DAP,18,2987,21.665336911583374,lost
1995-04-24,SE-09,Pulau Pinang,N.33 Telok Bahang,Telok Bahang,1,Rahim Bin Rahmat,14285,PAS,3,787,6.115471287590333,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.33 Telok Bahang,Telok Bahang,2,Mohd Yushof Bin Awang Karim,14286,DAP,18,2228,17.312922527002875,lost
1995-04-24,SE-09,Pulau Pinang,N.33 Telok Bahang,Telok Bahang,3,Hilmi Bin Haji Yahaya,14287,BN,25,9854,76.5716061854068,won
1999-11-29,SE-10,Pulau Pinang,N.01 Penaga,Penaga,1,Khazali Bin Hussin,15383,PAS,3,4293,43.81953659283454,lost
1999-11-29,SE-10,Pulau Pinang,N.01 Penaga,Penaga,2,Dato' Haji Azhar Bin Ibrahim,15384,BN,25,5504,56.18046340716546,won
1999-11-29,SE-10,Pulau Pinang,N.02 Bertam,Bertam,1,Hilmi Bin Hj Abdul Rashid,14214,BN,25,6256,71.72666819536803,won
1999-11-29,SE-10,Pulau Pinang,N.02 Bertam,Bertam,2,Md Ariffin Bin Mas Nayeem,15386,PKR,11,2466,28.27333180463196,lost
1999-11-29,SE-10,Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,1,Abdul Ghani Bin Haroon,15387,PKR,11,2848,28.276409849086576,lost
1999-11-29,SE-10,Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,2,Dato' Yahaya Bin Abdul Hamid,15388,BN,25,7224,71.72359015091342,won
1999-11-29,SE-10,Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,1,Abd. Ro'Ni Bin A. Hasan,11894,BN,25,5506,55.58247526751464,won
1999-11-29,SE-10,Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,2,Dr. Hassan Bin Hj. Ahmad,15390,PAS,3,4400,44.41752473248536,lost
1999-11-29,SE-10,Pulau Pinang,N.05 Sungai Dua,Sungai Dua,1,Ustaz Sold Bin Mohd. Amin,15391,PAS,3,4613,46.27808988764045,lost
1999-11-29,SE-10,Pulau Pinang,N.05 Sungai Dua,Sungai Dua,2,Jasmin Bin Mohamed,14220,BN,25,5355,53.72191011235955,won
1999-11-29,SE-10,Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,1,Jahara Bt. Hamid,14221,BN,25,5525,56.626012093881315,won
1999-11-29,SE-10,Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,2,Mohd Ghazali Ibrahim,15394,PKR,11,4232,43.373987906118685,lost
1999-11-29,SE-10,Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,1,Loo Ah Dee,15395,BN,25,10859,52.591049980627666,won
1999-11-29,SE-10,Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,2,Phee Boon Poh,10809,DAP,18,9789,47.408950019372334,lost
1999-11-29,SE-10,Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,1,Lim Hock Seng,2044,DAP,18,6597,40.527091780316994,lost
1999-11-29,SE-10,Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,2,Dr. Sak Cheng Lum,2045,BN,25,9681,59.472908219683006,won
1999-11-29,SE-10,Pulau Pinang,N.09 Perai,Perai,1,Vijaya,15399,BEBAS,1,182,1.1525552529922107,lost_deposit
1999-11-29,SE-10,Pulau Pinang,N.09 Perai,Perai,2,Dr. K. Rajapathy,15400,BN,25,9174,58.096384016211765,won
1999-11-29,SE-10,Pulau Pinang,N.09 Perai,Perai,3,S. Neelamekan,15401,DAP,18,6435,40.75106073079603,lost
1999-11-29,SE-10,Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,1,Hairuddin Bin Othman,15402,PKR,11,6570,46.95204745229758,lost
1999-11-29,SE-10,Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,2,Dr Radin Amin Bin Hj. Munir,15403,BN,25,7423,53.04795254770242,won
1999-11-29,SE-10,Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,1,Dato' Hj Ahmad B. Saad,15404,BN,25,5236,38.31406410068784,lost
1999-11-29,SE-10,Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,2,Hamdan Abd. Rahman,15405,PAS,3,8430,61.68593589931216,won
1999-11-29,SE-10,Pulau Pinang,N.12 Penanti,Penanti,1,Zulkefli Bin Bakar,15406,BN,25,4422,40.84233859794957,lost
1999-11-29,SE-10,Pulau Pinang,N.12 Penanti,Penanti,2,Abdul Rahman Bin Abdul Kadir,14531,PKR,11,6405,59.15766140205043,won
1999-11-29,SE-10,Pulau Pinang,N.13 Berapit,Berapit,1,Chong Eng,2661,DAP,18,5826,40.89569001825073,lost
1999-11-29,SE-10,Pulau Pinang,N.13 Berapit,Berapit,2,Lau Chiek Tuan,14236,BN,25,8420,59.10430998174926,won
1999-11-29,SE-10,Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,1,Lim Boon Tong,15410,PKR,11,7572,44.01557867813754,lost
1999-11-29,SE-10,Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,2,Dr. Toh Kin Woon,15411,BN,25,9631,55.98442132186246,won
1999-11-29,SE-10,Pulau Pinang,N.15 Bukit Tengah,Bukit Tengah,1,Tan Ah Huat,1425,DAP,18,7880,40.70247933884297,lost
1999-11-29,SE-10,Pulau Pinang,N.15 Bukit Tengah,Bukit Tengah,2,Ng Siew Lai,4075,BN,25,11480,59.29752066115702,won
1999-11-29,SE-10,Pulau Pinang,N.16 Sungai Bakap,Sungai Bakap,1,Lai Chew Hock,15414,BN,25,8315,59.91065638734779,won
1999-11-29,SE-10,Pulau Pinang,N.16 Sungai Bakap,Sungai Bakap,2,Ustaz Mokhtar,15415,PKR,11,5564,40.08934361265221,lost
1999-11-29,SE-10,Pulau Pinang,N.17 Jawi,Jawi,1,Teoh Seang Hooi,15416,DAP,18,7819,46.82596718169841,lost
1999-11-29,SE-10,Pulau Pinang,N.17 Jawi,Jawi,2,Tan Cheng Liang,14245,BN,25,8879,53.1740328183016,won
1999-11-29,SE-10,Pulau Pinang,N.18 Sungai Acheh,Sungai Acheh,1,Dato' Haji Abdul Rashid Abdullah,15418,BN,25,5979,58.59466875735006,won
1999-11-29,SE-10,Pulau Pinang,N.18 Sungai Acheh,Sungai Acheh,2,Haji Ismail Bin Supa,9086,PAS,3,4225,41.40533124264994,lost
1999-11-29,SE-10,Pulau Pinang,N.19 Tanjong Bunga,Tanjong Bunga,1,Dr. Koh Tsu Koon,1431,BN,25,12111,69.75980646276136,won
1999-11-29,SE-10,Pulau Pinang,N.19 Tanjong Bunga,Tanjong Bunga,2,Wong Hang Yoke,10855,DAP,18,5250,30.240193537238643,lost
1999-11-29,SE-10,Pulau Pinang,N.20 Air Itam,Air Itam,1,Ong Hock Aun,11942,DAP,18,6831,39.32642487046632,lost
1999-11-29,SE-10,Pulau Pinang,N.20 Air Itam,Air Itam,2,Lye Siew Weng,14250,BN,25,10539,60.673575129533674,won
1999-11-29,SE-10,Pulau Pinang,N.21 Kebun Bunga,Kebun Bunga,1,Dr. Teng Hock Nan,13106,BN,25,8551,62.447966114072884,won
1999-11-29,SE-10,Pulau Pinang,N.21 Kebun Bunga,Kebun Bunga,2,Lim Kit Siang,698,DAP,18,5142,37.552033885927116,lost
1999-11-29,SE-10,Pulau Pinang,N.22 Padang Kota,Padang Kota,1,Teng Chong Yeow,14254,BN,25,6851,56.79820925219698,won
1999-11-29,SE-10,Pulau Pinang,N.22 Padang Kota,Padang Kota,2,Chow Kon Yeow,2665,DAP,18,5211,43.20179074780302,lost
1999-11-29,SE-10,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,1,Lai Hon Meng,15428,DAP,18,6724,40.9925013717003,lost
1999-11-29,SE-10,Pulau Pinang,N.23 Pengkalan Kota,Pengkalan Kota,2,Lee Hack Teik,14258,BN,25,9679,59.0074986282997,won
1999-11-29,SE-10,Pulau Pinang,N.24 Kampong Dalam,Kampong Dalam,1,Lim Gim Soon,14261,BN,25,7952,56.72301876025394,won
1999-11-29,SE-10,Pulau Pinang,N.24 Kampong Dalam,Kampong Dalam,2,Gooi Seong Kin,2999,DAP,18,6067,43.27698123974606,lost
1999-11-29,SE-10,Pulau Pinang,N.25 Datok Keramat,Datok Keramat,1,Lim Boo Chang,1726,BN,25,8599,61.20284697508897,won
1999-11-29,SE-10,Pulau Pinang,N.25 Datok Keramat,Datok Keramat,2,Karpal Singh A/L Ram Singh,848,DAP,18,5451,38.79715302491103,lost
1999-11-29,SE-10,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,1,Looi Swee Cheang,15434,BN,25,8482,63.59274254011096,won
1999-11-29,SE-10,Pulau Pinang,N.26 Sungai Pinang,Sungai Pinang,2,Asamaley A/L Sinniah,15435,DAP,18,4856,36.40725745988904,lost
1999-11-29,SE-10,Pulau Pinang,N.27 Batu Lancang,Batu Lancang,1,Lan Tee Beng,3355,BN,25,7251,49.049583981600485,lost
1999-11-29,SE-10,Pulau Pinang,N.27 Batu Lancang,Batu Lancang,2,Law Heng Kiang,15437,DAP,18,7532,50.950416018399515,won
1999-11-29,SE-10,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,1,Koay Kar Huah,3362,BN,25,10598,61.69160020955818,won
1999-11-29,SE-10,Pulau Pinang,N.28 Bukit Gelugor,Bukit Gelugor,2,Jagdeep Singh Deo,15439,DAP,18,6581,38.30839979044182,lost
1999-11-29,SE-10,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,1,Dr. Loh Hock Hun,13110,BN,25,15298,62.79967159277504,won
1999-11-29,SE-10,Pulau Pinang,N.29 Paya Terubong,Paya Terubong,2,Fong Kam Cheong,15441,DAP,18,9062,37.20032840722496,lost
1999-11-29,SE-10,Pulau Pinang,N.30 Batu Uban,Batu Uban,1,Salma Binti Ismail,15442,PKR,11,7241,35.232580770727914,lost
1999-11-29,SE-10,Pulau Pinang,N.30 Batu Uban,Batu Uban,2,Dato' Kee Phaik Cheen,15443,BN,25,13311,64.7674192292721,won
1999-11-29,SE-10,Pulau Pinang,N.31 Bayan Lepas,Bayan Lepas,1,Mohideen Abdul Kader,896,PKR,11,6605,36.45143487858719,lost
1999-11-29,SE-10,Pulau Pinang,N.31 Bayan Lepas,Bayan Lepas,2,Lim Chien Aun,2991,BN,25,10451,57.6766004415011,won
1999-11-29,SE-10,Pulau Pinang,N.31 Bayan Lepas,Bayan Lepas,3,Tan Ban Yew,14270,MDP,65,1064,5.8719646799117,lost_deposit
1999-11-29,SE-10,Pulau Pinang,N.32 Telok Kumbar,Telok Kumbar,1,Haji Abdul Aziz Bin Ismail,15447,PAS,3,4977,34.309940714187235,lost
1999-11-29,SE-10,Pulau Pinang,N.32 Telok Kumbar,Telok Kumbar,2,Syed Ameruddin B Syed Ahmad,14283,BN,25,9529,65.69005928581277,won
1999-11-29,SE-10,Pulau Pinang,N.33 Telok Bahang,Telok Bahang,1,Johari Bin Kassim,15449,PKR,11,5101,38.5825580515846,lost
1999-11-29,SE-10,Pulau Pinang,N.33 Telok Bahang,Telok Bahang,2,Dato' Dr Hilmi Yahaya,3001,BN,25,8120,61.417441948415394,won
2004-03-21,SE-11,Pulau Pinang,N.01 Penaga,Penaga,1,Azhar Bin Ibrahim,13065,BN,25,6707,60.05013877697197,won
2004-03-21,SE-11,Pulau Pinang,N.01 Penaga,Penaga,2,Subri Bin Md Arshad,16654,PAS,3,4462,39.94986122302802,lost
