date,election,state,seat,area_name,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1959-05-20,GE-01,Kedah,P.017 Alor Star,Alor Star,2,Teoh Ah Thow,165,BEBAS,1,2289,13.28419708664616,lost
1959-05-20,GE-01,Kedah,P.017 Alor Star,Alor Star,3,Malik Abdul Rahman,166,PAS,3,4212,24.444315477917705,lost
1959-05-20,GE-01,Kedah,P.018 Kuala Kedah,Kuala Kedah,1,Tunku Abdul Rahman Putra Al-Haj,103,PERIKATAN,2,13032,70.16259287175622,won
1959-05-20,GE-01,Kedah,P.018 Kuala Kedah,Kuala Kedah,2,Haji Hassan Bin Abdul Rahman,167,PAS,3,5542,29.837407128243782,lost
1959-05-20,GE-01,Kedah,P.019 Kota Star Utara,Kota Star Utara,1,Haji Abdul Khalid,168,PERIKATAN,2,8942,58.747782668681424,won
1959-05-20,GE-01,Kedah,P.019 Kota Star Utara,Kota Star Utara,2,Abu Bakar,169,PAS,3,6279,41.252217331318576,lost
1959-05-20,GE-01,Kedah,P.020 Kota Star Selatan,Kota Star Selatan,1,Wan Sulaiman Bin Wan Tam,170,PERIKATAN,2,8369,51.6828259124313,won
1959-05-20,GE-01,Kedah,P.020 Kota Star Selatan,Kota Star Selatan,2,Lebai Othman Bin Haji Yunus,171,PAS,3,7824,48.3171740875687,lost
1959-05-20,GE-01,Kedah,P.021 Kubang Pasu Barat,Kubang Pasu Barat,1,Haji Abdullah Bin Haji Abbas,99,PAS,3,5630,40.16264802396918,lost
1959-05-20,GE-01,Kedah,P.021 Kubang Pasu Barat,Kubang Pasu Barat,2,Haji Azahari Bin Haji Ibrahim,172,PERIKATAN,2,8388,59.83735197603082,won
1959-05-20,GE-01,Kedah,P.022 Jitra-Padang Terap,Jitra-Padang Terap,1,Fatimah Haji Hasim,173,PERIKATAN,2,10981,65.21945714794796,won
1959-05-20,GE-01,Kedah,P.022 Jitra-Padang Terap,Jitra-Padang Terap,2,Hj. Husin Bin Hj. Salleh,174,PAS,3,5856,34.78054285205203,lost
1959-05-20,GE-01,Kedah,P.023 Jerai,Jerai,1,Ismail Yusof,175,PERIKATAN,2,11350,63.93285641863346,won
1959-05-20,GE-01,Kedah,P.023 Jerai,Jerai,2,Haji Mahmud Bin Haji Abdullah,176,PAS,3,6403,36.06714358136653,lost
1959-05-20,GE-01,Kedah,P.024 Kedah Tengah,Kedah Tengah,1,Shariff Babul,177,BEBAS,1,1234,7.2845336481700125,lost_deposit
1959-05-20,GE-01,Kedah,P.024 Kedah Tengah,Kedah Tengah,2,Haji Hussin Dol,178,PAS,3,4435,26.18063754427391,lost
1959-05-20,GE-01,Kedah,P.024 Kedah Tengah,Kedah Tengah,3,Mohamed Khir Johari,179,PERIKATAN,2,11271,66.53482880755608,won
1959-05-20,GE-01,Kedah,P.025 Sungei Patani,Sungei Patani,1,Samad Osman,180,PERIKATAN,2,9186,61.8211185140319,won
1959-05-20,GE-01,Kedah,P.025 Sungei Patani,Sungei Patani,2,Mansor Tobeng,181,BEBAS,1,5673,38.178881485968105,lost
1959-05-20,GE-01,Kedah,P.026 Baling,Baling,1,Wan Basor Ali Bin Wan Salim,182,BEBAS,1,1605,9.30758524704245,lost_deposit
1959-05-20,GE-01,Kedah,P.026 Baling,Baling,2,Harun Bin Abdullah,183,PERIKATAN,2,12118,70.27371839480398,won
1959-05-20,GE-01,Kedah,P.026 Baling,Baling,3,Syed Jan Aljeffri,104,PAS,3,3521,20.41869635815356,lost
1959-05-20,GE-01,Kedah,P.027 Kulim Utara,Kulim Utara,1,Shorbaini,184,PAS,3,2533,17.09869042797354,lost
1959-05-20,GE-01,Kedah,P.027 Kulim Utara,Kulim Utara,2,Hanafi Bin Mohd Yunus,185,PERIKATAN,2,12281,82.90130957202646,won
1959-05-20,GE-01,Kedah,P.028 Kulim-Bandar Baharu,Kulim-Bandar Baharu,1,Tan Tye Shek,186,PERIKATAN,2,11317,69.58740699747894,won
1959-05-20,GE-01,Kedah,P.028 Kulim-Bandar Baharu,Kulim-Bandar Baharu,2,Choong An Fong,187,BEBAS,1,4946,30.41259300252106,lost
1959-05-20,GE-01,Kelantan,P.029 Ulu Kelantan,Ulu Kelantan,1,Tengku Indra Petra,188,PERIKATAN,2,8770,50.495163519115614,won
1959-05-20,GE-01,Kelantan,P.029 Ulu Kelantan,Ulu Kelantan,2,Haji Yatim Bin Haji Shamsuddin,189,BEBAS,1,292,1.6812528788576693,lost_deposit
1959-05-20,GE-01,Kelantan,P.029 Ulu Kelantan,Ulu Kelantan,3,Amaluddin Darus,190,PAS,3,8306,47.823583602026716,lost
1959-05-20,GE-01,Kelantan,P.030 Tanah Merah,Tanah Merah,1,Othman Abdullah,191,PAS,3,12752,65.30779473522483,won
1959-05-20,GE-01,Kelantan,P.030 Tanah Merah,Tanah Merah,2,Ustadz Azhari,192,PERIKATAN,2,6774,34.692205264775176,lost
1959-05-20,GE-01,Kelantan,P.031 Pasir Puteh,Pasir Puteh,1,Mohammad Asri,193,PAS,3,12284,64.94660040181876,won
1959-05-20,GE-01,Kelantan,P.031 Pasir Puteh,Pasir Puteh,2,Mat Idris,194,PERIKATAN,2,6630,35.05339959818124,lost
1959-05-20,GE-01,Kelantan,P.032 Bachok,Bachok,1,Nik Min Ali,195,PERIKATAN,2,3761,21.94154366723062,lost
1959-05-20,GE-01,Kelantan,P.032 Bachok,Bachok,2,Zulkiflee Bin Muhammad,196,PAS,3,13380,78.05845633276938,won
1959-05-20,GE-01,Kelantan,P.033 Pasir Mas Hilir,Pasir Mas Hilir,1,Nik Man Bin Nik Mohamed,197,PAS,3,12422,79.87397119341564,won
1959-05-20,GE-01,Kelantan,P.033 Pasir Mas Hilir,Pasir Mas Hilir,2,Che' Omar Bin Hj. Ali,198,PERIKATAN,2,3130,20.12602880658436,lost
1959-05-20,GE-01,Kelantan,P.034 Pasir Mas Hulu,Pasir Mas Hulu,1,Dato' Raja Hanifah,199,PAS,3,9518,72.78427773954272,won
1959-05-20,GE-01,Kelantan,P.034 Pasir Mas Hulu,Pasir Mas Hulu,2,Yaacob Bin Awang,200,PERIKATAN,2,3559,27.21572226045729,lost
1959-05-20,GE-01,Kelantan,P.035 Tumpat,Tumpat,1,Mahmood Juhan,201,PERIKATAN,2,6380,38.36670876180167,lost
1959-05-20,GE-01,Kelantan,P.035 Tumpat,Tumpat,2,Haji Che' Hassan,202,PAS,3,10249,61.63329123819833,won
1959-05-20,GE-01,Kelantan,P.036 Kelantan Hilir,Kelantan Hilir,1,Hassan Hj. Yaacob,203,PERIKATAN,2,4327,25.809722636444977,lost
1959-05-20,GE-01,Kelantan,P.036 Kelantan Hilir,Kelantan Hilir,2,Wan Mustapha,204,PAS,3,12438,74.19027736355503,won
1959-05-20,GE-01,Kelantan,P.037 Kota Bharu Hilir,Kota Bharu Hilir,1,Nik Ismail Bin Nik Hussin,205,PERIKATAN,2,6302,39.974627339042186,lost
1959-05-20,GE-01,Kelantan,P.037 Kota Bharu Hilir,Kota Bharu Hilir,2,Haji Ahmad,206,PAS,3,9463,60.02537266095782,won
1959-05-20,GE-01,Kelantan,P.038 Kota Bharu Hulu,Kota Bharu Hulu,1,Haji Hussein Rahimi,207,PAS,3,14775,79.761390628374,won
1959-05-20,GE-01,Kelantan,P.038 Kota Bharu Hulu,Kota Bharu Hulu,2,Che' Ismail Obrahim,208,PERIKATAN,2,3749,20.238609371625998,lost
1959-05-20,GE-01,Melaka,P.039 Bandar Malacca,Bandar Malacca,1,Tan Kee Gak,209,MP,10,9396,52.68588090164854,won
1959-05-20,GE-01,Melaka,P.039 Bandar Malacca,Bandar Malacca,2,Wong Koon Yoon,210,PERIKATAN,2,8173,45.82819333856678,lost
1959-05-20,GE-01,Melaka,P.039 Bandar Malacca,Bandar Malacca,3,Yeoh Ho Huat,211,BEBAS,1,265,1.4859257597846809,lost_deposit
1959-05-20,GE-01,Melaka,P.040 Malacca Tengah,Malacca Tengah,1,Tan Siew Sin,9,PERIKATAN,2,13635,74.5489338436304,won
1959-05-20,GE-01,Melaka,P.040 Malacca Tengah,Malacca Tengah,2,Hj. Abd. Majid Bin H. Hussin,212,PAS,3,4655,25.4510661563696,lost
1959-05-20,GE-01,Melaka,P.041 Malacca Utara,Malacca Utara,1,Hj. Karim Bin Hj. Dalib,213,PAS,3,4461,24.23007984357178,lost
1959-05-20,GE-01,Melaka,P.041 Malacca Utara,Malacca Utara,2,Abdul Ghani Ishak,214,PERIKATAN,2,11078,60.17055021454565,won
1959-05-20,GE-01,Melaka,P.041 Malacca Utara,Malacca Utara,3,Karim Bakar,215,BEBAS,1,2872,15.599369941882571,lost
1959-05-20,GE-01,Melaka,P.042 Malacca Selatan,Malacca Selatan,1,Hassan Bin Mansor,216,PERIKATAN,2,11300,56.13791047742064,won
1959-05-20,GE-01,Melaka,P.042 Malacca Selatan,Malacca Selatan,2,Chung Cheng Wen,217,BEBAS,1,5812,28.873764220775993,lost
1959-05-20,GE-01,Melaka,P.042 Malacca Selatan,Malacca Selatan,3,Mohamed Taha Bin Kallu,218,PAS,3,3017,14.988325301803368,lost
1959-05-20,GE-01,Negeri Sembilan,P.043 Jelebu-Jempol,Jelebu-Jempol,1,Che' Ahmad Bin Hj. Yaacob,219,PAS,3,3970,26.058418116179848,lost
1959-05-20,GE-01,Negeri Sembilan,P.043 Jelebu-Jempol,Jelebu-Jempol,2,Mohamed Bin Ujang,220,PERIKATAN,2,11265,73.94158188382015,won
1959-05-20,GE-01,Negeri Sembilan,P.044 Kuala Pilah,Kuala Pilah,1,Bahaman Bin Samsudin,32,PERIKATAN,2,11312,66.3149255481299,won
1959-05-20,GE-01,Negeri Sembilan,P.044 Kuala Pilah,Kuala Pilah,2,Ismail Bin Chik,221,PAS,3,5746,33.685074451870086,lost
1959-05-20,GE-01,Negeri Sembilan,P.045 Rembau-Tampin,Rembau-Tampin,1,Baba Bin Ludek,68,BEBAS,1,4369,31.30553167096589,lost
1959-05-20,GE-01,Negeri Sembilan,P.045 Rembau-Tampin,Rembau-Tampin,2,Haji Redza Bin Haji Mohd. Said,222,PERIKATAN,2,9587,68.69446832903411,won
1959-05-20,GE-01,Negeri Sembilan,P.046 Seremban Barat,Seremban Barat,1,C. Rasadurai,223,BEBAS,1,93,0.7621076784397279,lost_deposit
1959-05-20,GE-01,Negeri Sembilan,P.046 Seremban Barat,Seremban Barat,2,Sathappan Sathappan,224,BEBAS,1,3949,32.3608948619192,lost
1959-05-20,GE-01,Negeri Sembilan,P.046 Seremban Barat,Seremban Barat,3,P. A. R. S. Dawood @ A. S. Dawood,225,PERIKATAN,2,3409,27.93575350323691,lost
1959-05-20,GE-01,Negeri Sembilan,P.046 Seremban Barat,Seremban Barat,4,Quek Kai Dong,226,BEBAS,1,4752,38.941243956404165,won
1959-05-20,GE-01,Negeri Sembilan,P.047 Seremban Timor,Seremban Timor,1,Robert Singam,227,BEBAS,1,3985,28.07326523423741,lost
1959-05-20,GE-01,Negeri Sembilan,P.047 Seremban Timor,Seremban Timor,2,Chin See Yin,228,BEBAS,1,5762,40.59175766114829,won
1959-05-20,GE-01,Negeri Sembilan,P.047 Seremban Timor,Seremban Timor,3,Md. Nor Bin Ab. Hamid,229,PAS,3,2387,16.815780204297287,lost
1959-05-20,GE-01,Negeri Sembilan,P.047 Seremban Timor,Seremban Timor,4,Tham Tat Ming,230,PERIKATAN,2,2061,14.519196900317013,lost
1959-05-20,GE-01,Negeri Sembilan,P.048 Port Dickson,Port Dickson,1,T. Mahima Singh,231,PERIKATAN,2,0,,won_uncontested
1959-05-20,GE-01,Pahang,P.049 Lipis,Lipis,1,Abdul Hamid Bin Abdullah,232,PAS,3,3818,24.61320268179474,lost
1959-05-20,GE-01,Pahang,P.049 Lipis,Lipis,2,Mohd. Sulong Bin Mohd. Ali,233,PERIKATAN,2,11694,75.38679731820525,won
1959-05-20,GE-01,Pahang,P.050 Raub,Raub,1,Hussein Bin Hassan,234,PERIKATAN,2,6764,56.86900958466453,won
1959-05-20,GE-01,Pahang,P.050 Raub,Raub,2,Abu Bakar Bin Mohamed Resat,235,BEBAS,1,5130,43.13099041533546,lost
1959-05-20,GE-01,Pahang,P.051 Bentong,Bentong,1,Lim Ong Hang,236,BEBAS,1,5141,37.2968659315148,lost
1959-05-20,GE-01,Pahang,P.051 Bentong,Bentong,2,Chan Siang Sun,237,PERIKATAN,2,8643,62.7031340684852,won
1959-05-20,GE-01,Pahang,P.052 Temerloh,Temerloh,1,Mohd. Yusof Bin Mahmud,238,PERIKATAN,2,8018,54.60736906626711,won
1959-05-20,GE-01,Pahang,P.052 Temerloh,Temerloh,2,Ishak Bin Haji Mohammad,239,BEBAS,1,6665,45.39263093373289,lost
1959-05-20,GE-01,Pahang,P.053 Kuantan,Kuantan,1,Haji Hamzah Bin Dahaman,240,PAS,3,2758,23.7472016531772,lost
1959-05-20,GE-01,Pahang,P.053 Kuantan,Kuantan,2,Abdul Rahman Bin Haji Talib,75,PERIKATAN,2,8856,76.2527983468228,won
1959-05-20,GE-01,Pahang,P.054 Pekan,Pekan,1,Dato' Abdul Razak Bin Hussain,73,PERIKATAN,2,8811,77.26236408277796,won
1959-05-20,GE-01,Pahang,P.054 Pekan,Pekan,2,Mohamed Ariff Bin Abas,241,PAS,3,2593,22.737635917222025,lost
1959-05-20,GE-01,Pulau Pinang,P.055 Bagan,Bagan,1,Abdullah Bin Abass,242,PAS,3,1532,13.500176242509692,lost
1959-05-20,GE-01,Pulau Pinang,P.055 Bagan,Bagan,2,Wee Tiong Ghee,243,BEBAS,1,297,2.61720126894607,lost_deposit
1959-05-20,GE-01,Pulau Pinang,P.055 Bagan,Bagan,3,Oon Beng Hong,244,BEBAS,1,3782,33.32745858301022,lost
1959-05-20,GE-01,Pulau Pinang,P.055 Bagan,Bagan,4,Tan Cheng Bee,245,PERIKATAN,2,3945,34.76383503701093,won
1959-05-20,GE-01,Pulau Pinang,P.055 Bagan,Bagan,5,Peritam Singh,246,PPP,4,1792,15.791328868523088,lost
1959-05-20,GE-01,Pulau Pinang,P.056 Seberang Utara,Seberang Utara,1,Haji Yusof Bin Haji Abdullah,1372,PAS,3,4537,26.248192074052646,lost
1959-05-20,GE-01,Pulau Pinang,P.056 Seberang Utara,Seberang Utara,2,Haji Ahmad Bin Saaid,248,PERIKATAN,2,12748,73.75180792594736,won
1959-05-20,GE-01,Pulau Pinang,P.057 Seberang Tengah,Seberang Tengah,1,Haji Abdul Hamid Bin Ishak,249,PAS,3,3083,15.277502477700693,lost
1959-05-20,GE-01,Pulau Pinang,P.057 Seberang Tengah,Seberang Tengah,2,Kang Eng Wah,250,BEBAS,1,7910,39.197224975222994,lost
1959-05-20,GE-01,Pulau Pinang,P.057 Seberang Tengah,Seberang Tengah,3,Ibrahim Bin Abdul Rahman,251,PERIKATAN,2,9187,45.52527254707631,won
1959-05-20,GE-01,Pulau Pinang,P.058 Seberang Selatan,Seberang Selatan,1,V. Veerapen,252,BEBAS,1,5077,40.6713129856605,won
1959-05-20,GE-01,Pulau Pinang,P.058 Seberang Selatan,Seberang Selatan,2,Tay Hooi Soo,1,PERIKATAN,2,4313,34.55098934550989,lost
1959-05-20,GE-01,Pulau Pinang,P.058 Seberang Selatan,Seberang Selatan,3,Haji Mohamed Taib Bin Sudin @ Hj. Md. Jais Bin Sudin,253,PAS,3,3093,24.777697668829607,lost
1959-05-20,GE-01,Pulau Pinang,P.059 Tanjong,Tanjong,1,Khoo Yat See,254,PPP,4,2107,10.594328238133548,lost_deposit
1959-05-20,GE-01,Pulau Pinang,P.059 Tanjong,Tanjong,2,Goh Guan Ho,255,PERIKATAN,2,6448,32.42156074014481,lost
1959-05-20,GE-01,Pulau Pinang,P.059 Tanjong,Tanjong,3,Tan Phock Kin,256,BEBAS,1,11333,56.98411102172164,won
1959-05-20,GE-01,Pulau Pinang,P.060 Dato Kramat,Dato Kramat,1,Lee Thean-Chu,257,PERIKATAN,2,5048,31.9331983805668,lost
1959-05-20,GE-01,Pulau Pinang,P.060 Dato Kramat,Dato Kramat,2,Lim Kean Siew,258,BEBAS,1,10474,66.25759109311741,won
1959-05-20,GE-01,Pulau Pinang,P.060 Dato Kramat,Dato Kramat,3,C. M. Ramli,259,BEBAS,1,286,1.8092105263157896,lost_deposit
1959-05-20,GE-01,Pulau Pinang,P.061 Penang Utara,Penang Utara,1,Geh Chong Keat,260,PERIKATAN,2,8739,50.04008245533669,won
1959-05-20,GE-01,Pulau Pinang,P.061 Penang Utara,Penang Utara,2,Shaik Ahmed Bin Shaik Mohamed,261,BEBAS,1,845,4.83852496564361,lost_deposit
1959-05-20,GE-01,Pulau Pinang,P.061 Penang Utara,Penang Utara,3,Lau Teik Hai,262,BEBAS,1,7880,45.1213925790197,lost
1959-05-20,GE-01,Pulau Pinang,P.062 Penang Selatan,Penang Selatan,1,Omar Bin Long,263,PAS,3,2585,11.577391615908276,lost_deposit
1959-05-20,GE-01,Pulau Pinang,P.062 Penang Selatan,Penang Selatan,2,Mansor Bin Sanusi,264,BEBAS,1,359,1.6078466499462558,lost_deposit
1959-05-20,GE-01,Pulau Pinang,P.062 Penang Selatan,Penang Selatan,3,David Sabapthy Ramanathan,265,BEBAS,1,9563,42.82963095664636,lost
1959-05-20,GE-01,Pulau Pinang,P.062 Penang Selatan,Penang Selatan,4,Ismail Bin Idris,266,PERIKATAN,2,9821,43.9851307774991,won
1959-05-20,GE-01,Perak,P.063 Krian Laut,Krian Laut,1,Abdul Rauf Bin A. Rahman,267,PERIKATAN,2,8074,51.58775797073669,won
1959-05-20,GE-01,Perak,P.063 Krian Laut,Krian Laut,2,Haji Ahmad Bin H. Hussain,13,PAS,3,7577,48.41224202926331,lost
1959-05-20,GE-01,Perak,P.064 Krian Darat,Krian Darat,1,Ahmad Bin Haji Yusof,268,PERIKATAN,2,7954,58.26252563726927,won
1959-05-20,GE-01,Perak,P.064 Krian Darat,Krian Darat,2,Ustaz Abdul Wahab Bin Hj. Md. Noor,269,PAS,3,5698,41.73747436273074,lost
1959-05-20,GE-01,Perak,P.065 Batang Padang,Batang Padang,1,Abdul Hamid Khan Bin Haji Sakhawat Ali Khan,16,PERIKATAN,2,6231,54.25809822361547,won
1959-05-20,GE-01,Perak,P.065 Batang Padang,Batang Padang,2,Jaya Ramachandran S/O Suppiah,270,PPP,4,3749,32.645419714385234,lost
1959-05-20,GE-01,Perak,P.065 Batang Padang,Batang Padang,3,Hashim Bin Mahaboob,271,PAS,3,1504,13.096482061999303,lost
1959-05-20,GE-01,Perak,P.066 Tanjong Malim,Tanjong Malim,1,Lee Seck Fun,272,PERIKATAN,2,8038,62.723371049551304,won
1959-05-20,GE-01,Perak,P.066 Tanjong Malim,Tanjong Malim,2,Ramanathan Chelvarayan Mannavarayan,273,PPP,4,4777,37.27662895044869,lost
1959-05-20,GE-01,Perak,P.067 Larut Utara,Larut Utara,1,Tajubin Bin Ali @ Alli,274,PERIKATAN,2,11543,69.28571428571428,won
1959-05-20,GE-01,Perak,P.067 Larut Utara,Larut Utara,2,Ibrahim Bin Alla Ditta,275,PAS,3,5117,30.714285714285715,lost
1959-05-20,GE-01,Perak,P.068 Larut Selatan,Larut Selatan,1,Dr Lim Swee Aun,276,PERIKATAN,2,11218,54.10697921188443,won
1959-05-20,GE-01,Perak,P.068 Larut Selatan,Larut Selatan,2,Yin Choo Han,277,PPP,4,6444,31.080885544783676,lost
1959-05-20,GE-01,Perak,P.068 Larut Selatan,Larut Selatan,3,Haji Mohd. Yunus Bin Haji Mohd. Hashim,278,PAS,3,3071,14.812135243331886,lost
1959-05-20,GE-01,Perak,P.069 Bruas,Bruas,1,Yeoh Tat Beng,279,BEBAS,1,5967,38.779489179177226,won
1959-05-20,GE-01,Perak,P.069 Bruas,Bruas,2,Mohd. Noor Bin Mohammed,280,PERIKATAN,2,5215,33.89224670176122,lost
1959-05-20,GE-01,Perak,P.069 Bruas,Bruas,3,Raman S/O Kunji Raman,281,PPP,4,4205,27.328264119061547,lost
1959-05-20,GE-01,Perak,P.070 Sitiawan,Sitiawan,1,Yong Woo Ming,282,PERIKATAN,2,6442,41.6742139992237,won
1959-05-20,GE-01,Perak,P.070 Sitiawan,Sitiawan,2,Too Joon Hing,42,BEBAS,1,6079,39.32591538362013,lost
1959-05-20,GE-01,Perak,P.070 Sitiawan,Sitiawan,3,Hor Huck Lung,283,PPP,4,2937,18.999870617156166,lost
1959-05-20,GE-01,Perak,P.071 Ulu Perak,Ulu Perak,1,Md. Nor Bin Md. Dahan,284,PERIKATAN,2,7869,54.928102750244314,won
1959-05-20,GE-01,Perak,P.071 Ulu Perak,Ulu Perak,2,Tan Kim Seng,285,BEBAS,1,3780,26.38559262878682,lost
1959-05-20,GE-01,Perak,P.071 Ulu Perak,Ulu Perak,3,Haji Abdul Samad Bin Haji Mohammad Noh,286,PAS,3,2677,18.68630462096887,lost
1959-05-20,GE-01,Perak,P.072 Kuala Kangsar,Kuala Kangsar,1,Haji Abdullah Bin Haji Abdul Raof,287,PERIKATAN,2,8367,44.67642033319094,won
1959-05-20,GE-01,Perak,P.072 Kuala Kangsar,Kuala Kangsar,2,Syed Nordin Bin Syed Husein,288,PAS,3,5581,29.800299017513883,lost
1959-05-20,GE-01,Perak,P.072 Kuala Kangsar,Kuala Kangsar,3,Omar Bin Nordin,289,BEBAS,1,4780,25.52328064929517,lost
1959-05-20,GE-01,Perak,P.073 Parit,Parit,1,Hussein Bin Mohd. Noordin,290,PERIKATAN,2,8998,59.96667777407531,won
1959-05-20,GE-01,Perak,P.073 Parit,Parit,2,Haji Osman Bin Haji Bodin,291,PAS,3,6007,40.03332222592469,lost
1959-05-20,GE-01,Perak,P.074 Hilir Perak,Hilir Perak,1,Mohd. Abbas @ Mohd. Abas Bin Ahmad,292,PERIKATAN,2,4818,52.99747002529974,won
1959-05-20,GE-01,Perak,P.074 Hilir Perak,Hilir Perak,2,Abu Bakar Bin Anjang Wahid,293,PAS,3,4273,47.00252997470025,lost
1959-05-20,GE-01,Perak,P.075 Bagan Datoh,Bagan Datoh,1,Yahya Bin Haji Ahmad,294,PERIKATAN,2,8078,61.73009322940547,won
1959-05-20,GE-01,Perak,P.075 Bagan Datoh,Bagan Datoh,2,Haji Azubir Bin Haji Ahmad,295,PAS,3,4425,33.8147638697845,lost
1959-05-20,GE-01,Perak,P.075 Bagan Datoh,Bagan Datoh,3,Mohd. Yunus Bin Sibi,296,PPP,4,583,4.455142900810026,lost_deposit
1959-05-20,GE-01,Perak,P.076 Telok Anson,Telok Anson,1,Woo Saik Hong,297,PERIKATAN,2,10174,63.81083793276468,won
1959-05-20,GE-01,Perak,P.076 Telok Anson,Telok Anson,2,Tan Poh Aun,298,PPP,4,5770,36.18916206723532,lost
1959-05-20,GE-01,Perak,P.077 Ipoh,Ipoh,1,Dharma Raja Seenivasagam,299,PPP,4,12242,60.529048207663784,won
1959-05-20,GE-01,Perak,P.077 Ipoh,Ipoh,2,Dr Chang Hoey Chan,300,PERIKATAN,2,6531,32.291718170580964,lost
1959-05-20,GE-01,Perak,P.077 Ipoh,Ipoh,3,Yuen Foo Tong @ Yoon Foo Thong,301,BEBAS,1,1452,7.179233621755253,lost_deposit
1959-05-20,GE-01,Perak,P.078 Menglembu,Menglembu,1,Sri Padhmaraja Seenivasagam,302,PPP,4,14338,65.43147903071235,won
1959-05-20,GE-01,Perak,P.078 Menglembu,Menglembu,2,Wong Kok Weng,303,PERIKATAN,2,6292,28.713549034819515,lost
1959-05-20,GE-01,Perak,P.078 Menglembu,Menglembu,3,Mohd. Daham Bin Khatib,31,BEBAS,1,1283,5.854971934468124,lost_deposit
1959-05-20,GE-01,Perak,P.079 Sungei Siput,Sungei Siput,1,Veerasamy Thirungana Sambanthan,304,PERIKATAN,2,7317,61.08189331329827,won
1959-05-20,GE-01,Perak,P.079 Sungei Siput,Sungei Siput,2,Kasivisvanathan Annamalai @ Annamalai Chettiar S/O Kasivisvanathan,305,PPP,4,4514,37.682611236330246,lost
1959-05-20,GE-01,Perak,P.079 Sungei Siput,Sungei Siput,3,Choy Kok Kuan,306,BEBAS,1,148,1.2354954503714835,lost_deposit
1959-05-20,GE-01,Perak,P.080 Ulu Kinta,Ulu Kinta,1,Chan Swee Ho,307,PPP,4,6996,53.93154486586494,won
1959-05-20,GE-01,Perak,P.080 Ulu Kinta,Ulu Kinta,2,Chan Kok Cheong,308,PERIKATAN,2,4629,35.6845513413506,lost
1959-05-20,GE-01,Perak,P.080 Ulu Kinta,Ulu Kinta,3,Yau Hoong Seh,309,BEBAS,1,1347,10.383903792784459,lost_deposit
1959-05-20,GE-01,Perak,P.081 Batu Gajah,Batu Gajah,1,Khong Kok Yat,310,PPP,4,8442,55.29573590096286,won
1959-05-20,GE-01,Perak,P.081 Batu Gajah,Batu Gajah,2,Yeoh Kian Teik,311,PERIKATAN,2,6503,42.59513984410821,lost
1959-05-20,GE-01,Perak,P.081 Batu Gajah,Batu Gajah,3,Thean Moi Tuck,312,BEBAS,1,322,2.1091242549289317,lost_deposit
1959-05-20,GE-01,Perak,P.082 Kampar,Kampar,1,Leong Kee Nyean,313,PERIKATAN,2,9765,48.57242339832869,won
1959-05-20,GE-01,Perak,P.082 Kampar,Kampar,2,Chan Yoon Onn,314,PPP,4,8512,42.33983286908078,lost
1959-05-20,GE-01,Perak,P.082 Kampar,Kampar,3,Othman Bin Mohamed Akib,315,PAS,3,1827,9.08774373259053,lost_deposit
1959-05-20,GE-01,Perlis,P.083 Perlis Utara,Perlis Utara,1,Othman Bin Abdullah,55,PERIKATAN,2,9638,62.48298217179903,won
1959-05-20,GE-01,Perlis,P.083 Perlis Utara,Perlis Utara,2,Abu Bakar Bin Hamzah,316,PAS,3,5787,37.51701782820097,lost
1959-05-20,GE-01,Perlis,P.084 Perlis Selatan,Perlis Selatan,1,Abdul Rahman Bin Osman,317,PAS,3,6163,43.46875440823811,lost
1959-05-20,GE-01,Perlis,P.084 Perlis Selatan,Perlis Selatan,2,Haji Mokhtar Bin Haji Ismail,318,PERIKATAN,2,8015,56.53124559176188,won
1959-05-20,GE-01,Selangor,P.085 Batu,Batu,1,Ng Ann Teck,319,BEBAS,1,8737,57.68900627269726,won
1959-05-20,GE-01,Selangor,P.085 Batu,Batu,2,Lim Hee Hong,320,PERIKATAN,2,6408,42.310993727302744,lost
1959-05-20,GE-01,Selangor,P.086 Bungsar,Bungsar,1,Ong Yeow Kay,321,PPP,4,2388,9.95871387464031,lost_deposit
1959-05-20,GE-01,Selangor,P.086 Bungsar,Bungsar,2,V. David,322,BEBAS,1,9734,40.59385295466867,won
1959-05-20,GE-01,Selangor,P.086 Bungsar,Bungsar,3,Koh Pooi Kee,323,BEBAS,1,6821,28.445723341256933,lost
1959-05-20,GE-01,Selangor,P.086 Bungsar,Bungsar,4,Law Joo Kooi,324,PERIKATAN,2,5036,21.001709829434088,lost
1959-05-20,GE-01,Selangor,P.087 Bukit Bintang,Bukit Bintang,1,Heng Cheng Swee,325,BEBAS,1,270,1.6432353478181487,lost_deposit
1959-05-20,GE-01,Selangor,P.087 Bukit Bintang,Bukit Bintang,2,Robert K. C. Hoh,326,BEBAS,1,5434,33.07163288905118,lost
1959-05-20,GE-01,Selangor,P.087 Bukit Bintang,Bukit Bintang,3,Nazar Nong,327,BEBAS,1,4593,27.95325908343984,lost
1959-05-20,GE-01,Selangor,P.087 Bukit Bintang,Bukit Bintang,4,Cheah Theam Swee,328,PERIKATAN,2,6134,37.33187267969083,won
1959-05-20,GE-01,Selangor,P.088 Setapak,Setapak,1,Ahmad Boestamam,329,BEBAS,1,6901,44.353750241018055,won
1959-05-20,GE-01,Selangor,P.088 Setapak,Setapak,2,Yap Kim Swee,330,BEBAS,1,3853,24.76380230091908,lost
