date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1990-10-20,SE-08,Pulau Pinang,N.07 Bagan Jermal,2,Phee Boon Poh,13071,DAP,18,11244,63.500310611622524,won
1990-10-20,SE-08,Pulau Pinang,N.08 Mak Mandin,1,Lim Hock Seng,2232,DAP,18,7365,50.372751521783734,won
1990-10-20,SE-08,Pulau Pinang,N.08 Mak Mandin,2,Dato Michael Chen,13166,BN,25,7256,49.62724847821626,lost
1990-10-20,SE-08,Pulau Pinang,N.09 Prai,1,S. Asamaley,13167,DAP,18,5250,51.74963035978315,won
1990-10-20,SE-08,Pulau Pinang,N.09 Prai,2,Valli Muthusamy,13168,BN,25,4895,48.25036964021685,lost
1990-10-20,SE-08,Pulau Pinang,N.10 Seberang Jaya,1,Dr. Ibrahim Saad,2928,BN,25,8757,73.05414198715276,won
1990-10-20,SE-08,Pulau Pinang,N.10 Seberang Jaya,2,Yeow Yu Beng,13126,DAP,18,3230,26.94585801284725,lost
1990-10-20,SE-08,Pulau Pinang,N.11 Permatang Pasir,1,Haji Adnan Bin Haji Ramli,13169,BN,25,7338,70.53056516724337,won
1990-10-20,SE-08,Pulau Pinang,N.11 Permatang Pasir,2,Yusoff Bin Abdul Latib,13131,PAS,3,3066,29.46943483275663,lost
1990-10-20,SE-08,Pulau Pinang,N.12 Penanti,1,Hj. Mohd Salleh Bin Hj. Din,13170,S46,56,2214,24.87919991010226,lost
1990-10-20,SE-08,Pulau Pinang,N.12 Penanti,2,Ahmad Bin Saad,13171,BN,25,6685,75.12080008989774,won
1990-10-20,SE-08,Pulau Pinang,N.13 Berapit,1,Wong Hang Yoke,13101,DAP,18,10110,65.53870089459353,won
1990-10-20,SE-08,Pulau Pinang,N.13 Berapit,2,Dr. Khaw Keng Hong,13172,BN,25,5316,34.461299105406454,lost
1990-10-20,SE-08,Pulau Pinang,N.14 Machang Bubok,1,Choong Ah Keoh,13173,DAP,18,5545,39.49992876478131,lost
1990-10-20,SE-08,Pulau Pinang,N.14 Machang Bubok,2,Goik Hock Lai,13130,BN,25,7497,53.4050434534834,won
1990-10-20,SE-08,Pulau Pinang,N.14 Machang Bubok,3,A Raman Manap,13174,BEBAS,1,996,7.09502778173529,lost_deposit
1990-10-20,SE-08,Pulau Pinang,N.15 Bukit Tengah,1,Chian Heng Kai,987,DAP,18,6346,50.76393888488921,won
1990-10-20,SE-08,Pulau Pinang,N.15 Bukit Tengah,2,Liang Thau Sang,13026,BN,25,6155,49.23606111511079,lost
1990-10-20,SE-08,Pulau Pinang,N.16 Sungai Bakap,1,Abu Harith Hj. Ahmad,13175,S46,56,3632,35.62181247548058,lost
1990-10-20,SE-08,Pulau Pinang,N.16 Sungai Bakap,2,Dr. Goh Cheng Teik,1863,BN,25,6564,64.37818752451942,won
1990-10-20,SE-08,Pulau Pinang,N.17 Jawi,1,Chin Kooi Thoon,13084,DAP,18,8827,61.16693229852401,won
1990-10-20,SE-08,Pulau Pinang,N.17 Jawi,2,Teoh Kooi Sneah,12974,BN,25,5604,38.83306770147599,lost
1990-10-20,SE-08,Pulau Pinang,N.18 Sungai Acheh,1,Abu Bakar Bin Yahya,13176,S46,56,2804,33.65338454152664,lost
1990-10-20,SE-08,Pulau Pinang,N.18 Sungai Acheh,2,Ibrahim Bin Yaakob,13177,BN,25,5528,66.34661545847335,won
1990-10-20,SE-08,Pulau Pinang,N.19 Tanjong Bunga,1,Dr Koh Tsu Koon,1536,BN,25,7585,53.573951123039976,won
1990-10-20,SE-08,Pulau Pinang,N.19 Tanjong Bunga,2,Gooi Hock Seng,2239,DAP,18,6573,46.426048876960024,lost
1990-10-20,SE-08,Pulau Pinang,N.20 Ayer Itam,1,Khoo Boo Yeang,13138,BN,25,6169,39.959839357429715,lost
1990-10-20,SE-08,Pulau Pinang,N.20 Ayer Itam,2,Ong Hock Aun,13144,DAP,18,9269,60.040160642570285,won
1990-10-20,SE-08,Pulau Pinang,N.21 Kebun Bunga,1,Dr Teng Hock Nan,13178,BN,25,5927,50.35683942225998,won
1990-10-20,SE-08,Pulau Pinang,N.21 Kebun Bunga,2,Ho Soon Cheng,13179,DAP,18,5843,49.64316057774001,lost
1990-10-20,SE-08,Pulau Pinang,N.22 Padang Kota,1,Dr Lim Chong Eu,450,BN,25,5611,47.04057679409792,lost
1990-10-20,SE-08,Pulau Pinang,N.22 Padang Kota,2,Lim Kit Siang,733,DAP,18,6317,52.95942320590208,won
1990-10-20,SE-08,Pulau Pinang,N.23 Pengkalan Kota,1,Dr Loh Hock Hun,13180,BN,25,7666,40.34312177665509,lost
1990-10-20,SE-08,Pulau Pinang,N.23 Pengkalan Kota,2,Chow Kon Yeow,2933,DAP,18,11336,59.65687822334491,won
1990-10-20,SE-08,Pulau Pinang,N.24 Kampong Kolam,1,Cheah Teik Hoe,13181,DAP,18,8506,63.28869047619048,won
1990-10-20,SE-08,Pulau Pinang,N.24 Kampong Kolam,2,Wong Hoong Keat,13002,BN,25,4934,36.71130952380952,lost
1990-10-20,SE-08,Pulau Pinang,N.25 Datok Keramat,1,K. Balasundram,13182,DAP,18,7591,53.26643744298646,won
1990-10-20,SE-08,Pulau Pinang,N.25 Datok Keramat,2,Dr Denis Mark Lee,13183,BN,25,6660,46.73356255701354,lost
1990-10-20,SE-08,Pulau Pinang,N.26 Sungai Pinang,1,Dr Kang Chin Seng,2930,BN,25,8763,55.363912054586805,won
1990-10-20,SE-08,Pulau Pinang,N.26 Sungai Pinang,2,Karpal Singh,887,DAP,18,7065,44.636087945413195,lost
1990-10-20,SE-08,Pulau Pinang,N.27 Batu Lanchang,1,Chua Thien Lye,13184,BN,25,5741,36.912492766668805,lost
1990-10-20,SE-08,Pulau Pinang,N.27 Batu Lanchang,2,Tan Loo Jit,13185,DAP,18,9812,63.08750723333119,won
1990-10-20,SE-08,Pulau Pinang,N.28 Bukit Gelugor,1,Tan Yeap Leong,13186,BN,25,4635,38.589626176005325,lost
1990-10-20,SE-08,Pulau Pinang,N.28 Bukit Gelugor,2,Peter Paul Dason,13187,DAP,18,7376,61.41037382399467,won
1990-10-20,SE-08,Pulau Pinang,N.29 Paya Terubong,1,Teoh Teik Huat,1859,DAP,18,8921,52.71212479319309,won
1990-10-20,SE-08,Pulau Pinang,N.29 Paya Terubong,2,Chin Nyok Soo,13098,BN,25,8003,47.2878752068069,lost
1990-10-20,SE-08,Pulau Pinang,N.30 Batu Uban,1,Ahmad Nor,2243,DAP,18,8065,39.78982682914796,lost
1990-10-20,SE-08,Pulau Pinang,N.30 Batu Uban,2,Kee Phaik Cheen,13147,BN,25,12204,60.210173170852045,won
1990-10-20,SE-08,Pulau Pinang,N.31 Telok Bahang,1,Dr Hj. Hilmi Hj Yahya,13188,BN,25,6364,61.92468619246861,won
1990-10-20,SE-08,Pulau Pinang,N.31 Telok Bahang,2,Dr Sanusi Othman,13189,PRM,57,3913,38.07531380753138,lost
1990-10-20,SE-08,Pulau Pinang,N.32 Telok Kumbar,1,Ismail Mydinsah,13190,S46,56,3176,32.286266138050216,lost
1990-10-20,SE-08,Pulau Pinang,N.32 Telok Kumbar,2,Mohd Zain B Hj Omar,13191,BN,25,6661,67.71373386194978,won
1990-10-20,SE-08,Pulau Pinang,N.33 Bayan Lepas,1,Lim Chien Aun,3289,BN,25,12578,71.61238897745388,won
1990-10-20,SE-08,Pulau Pinang,N.33 Bayan Lepas,2,Hj. Mohammad Hj. Hashim,13192,PAS,3,4986,28.387611022546118,lost
1995-04-24,SE-09,Pulau Pinang,N.01 Penaga,1,Mohd Hamdan Bin Haji Abd Rahman,13156,PAS,3,2940,32.02963285760976,lost
1995-04-24,SE-09,Pulau Pinang,N.01 Penaga,2,Azhar Bin Ibrahim,9880,BN,25,6239,67.97036714239024,won
1995-04-24,SE-09,Pulau Pinang,N.02 Bertam,1,Jamilah Khaton Bt Zainal Abidin,13193,S46,56,1230,15.644874077842788,lost
1995-04-24,SE-09,Pulau Pinang,N.02 Bertam,2,Hilmi Bin Hj Abdul Rashid,13194,BN,25,6632,84.35512592215721,won
1995-04-24,SE-09,Pulau Pinang,N.03 Pinang Tunggal,1,Yahaya Bin Abdul Hamid,13114,BN,25,8397,84.22266800401204,won
1995-04-24,SE-09,Pulau Pinang,N.03 Pinang Tunggal,2,Syed Ibrahim Bin Syed Abu Bakar,13195,S46,56,1573,15.777331995987964,lost
1995-04-24,SE-09,Pulau Pinang,N.04 Permatang Berangan,1,Mohd Salleh B Man,13196,PAS,3,1855,19.774011299435028,lost
1995-04-24,SE-09,Pulau Pinang,N.04 Permatang Berangan,2,Mohd Shariff Bin Omar,4044,BN,25,7526,80.22598870056498,won
1995-04-24,SE-09,Pulau Pinang,N.05 Sungai Dua,1,Khalid B. Man,13197,PAS,3,2424,26.581862046277006,lost
1995-04-24,SE-09,Pulau Pinang,N.05 Sungai Dua,2,Jasmin Bin Mohamed,13198,BN,25,6695,73.41813795372299,won
1995-04-24,SE-09,Pulau Pinang,N.06 Telok Ayer Tawar,1,Jahara Bt Hamid,13199,BN,25,7522,81.68983492615118,won
1995-04-24,SE-09,Pulau Pinang,N.06 Telok Ayer Tawar,2,Md Sheriff Bin Saad,13200,S46,56,1686,18.31016507384883,lost
1995-04-24,SE-09,Pulau Pinang,N.07 Sungai Puyu,1,Loo Ah Dee @ Lee Ah Lee,13201,BN,25,9937,50.42114877207226,won
1995-04-24,SE-09,Pulau Pinang,N.07 Sungai Puyu,2,Cheah Tiek Soon,13202,DAP,18,9771,49.57885122792774,lost
1995-04-24,SE-09,Pulau Pinang,N.08 Bagan Jermal,1,Dr Sak Cheng Lum,2233,BN,25,10871,64.23422358780431,won
1995-04-24,SE-09,Pulau Pinang,N.08 Bagan Jermal,2,Phee Boon Poh,13071,DAP,18,6053,35.7657764121957,lost
1995-04-24,SE-09,Pulau Pinang,N.09 Perai,1,Patto A/L Perumal,962,DAP,18,7357,44.84881736161912,lost
1995-04-24,SE-09,Pulau Pinang,N.09 Perai,2,Rajapathy A/L Kuppusamy,13203,BN,25,9047,55.15118263838088,won
1995-04-24,SE-09,Pulau Pinang,N.10 Seberang Jaya,1,Abdul Latiff Bin S. Mirasa,13204,BN,25,11063,84.0909090909091,won
1995-04-24,SE-09,Pulau Pinang,N.10 Seberang Jaya,2,Noor Halil Bin Abd Ghani,13205,DAP,18,2093,15.909090909090908,lost
1995-04-24,SE-09,Pulau Pinang,N.11 Permatang Pasir,1,Mior Ariff Bin Mior Hassan,13206,DAP,18,1577,12.218176183466337,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.11 Permatang Pasir,2,Yusoff Bin Abdul Latiib,13207,PAS,3,2566,19.880684899666846,lost
1995-04-24,SE-09,Pulau Pinang,N.11 Permatang Pasir,3,Ahmad Bin Saad,13171,BN,25,8764,67.90113891686683,won
1995-04-24,SE-09,Pulau Pinang,N.12 Penanti,1,Adil Bin Ismail,13208,S46,56,1759,17.018188854489164,lost
1995-04-24,SE-09,Pulau Pinang,N.12 Penanti,2,Daud Bin Taha,13209,BN,25,8577,82.98181114551083,won
1995-04-24,SE-09,Pulau Pinang,N.13 Berapit,1,Lau Chiek Tuan,13210,BN,25,8242,60.26175330847408,won
1995-04-24,SE-09,Pulau Pinang,N.13 Berapit,2,Gooi Seong Kin,3299,DAP,18,5435,39.738246691525916,lost
1995-04-24,SE-09,Pulau Pinang,N.14 Machang Bubuk,1,Toh Kin Woon,13211,BN,25,10618,66.98631001198663,won
1995-04-24,SE-09,Pulau Pinang,N.14 Machang Bubuk,2,Chin Kooi Thoon,13084,DAP,18,5233,33.013689988013375,lost
1995-04-24,SE-09,Pulau Pinang,N.15 Bukit Tengah,1,Lim Hock Seng,2232,DAP,18,7111,37.62234802391408,lost
1995-04-24,SE-09,Pulau Pinang,N.15 Bukit Tengah,2,Liong Ah Sow @ Liang Thau Sang,13083,BN,25,11790,62.37765197608592,won
1995-04-24,SE-09,Pulau Pinang,N.16 Sungai Bakap,1,Ooi Theng Bok,13212,BN,25,8621,72.35417540914814,won
1995-04-24,SE-09,Pulau Pinang,N.16 Sungai Bakap,2,Abdul Razak Bin Abdul Hamid,13213,DAP,18,3294,27.64582459085187,lost
1995-04-24,SE-09,Pulau Pinang,N.17 Jawi,1,Goh Kheng Huat,2932,DAP,18,7694,47.94068166240887,lost
1995-04-24,SE-09,Pulau Pinang,N.17 Jawi,2,Tan Cheng Liang,13214,BN,25,8355,52.05931833759113,won
1995-04-24,SE-09,Pulau Pinang,N.18 Sungai Acheh,1,Abd Rashid Bin Abdullah,13215,BN,25,6787,73.57181571815718,won
1995-04-24,SE-09,Pulau Pinang,N.18 Sungai Acheh,2,Khairul Annuar Bin Ahmad,13216,DAP,18,2438,26.42818428184282,lost
1995-04-24,SE-09,Pulau Pinang,N.19 Tanjong Bunga,1,Lim Kit Siang,733,DAP,18,5384,29.14839478100807,lost
1995-04-24,SE-09,Pulau Pinang,N.19 Tanjong Bunga,2,Koh Tsu Koon,1536,DAP,18,13087,70.85160521899193,won
1995-04-24,SE-09,Pulau Pinang,N.20 Air Itam,1,Lye Siew Weng,13217,BN,25,10057,57.868692099660514,won
1995-04-24,SE-09,Pulau Pinang,N.20 Air Itam,2,Ong Hock Aun,13144,DAP,18,7322,42.131307900339486,lost
1995-04-24,SE-09,Pulau Pinang,N.21 Kebun Bunga,1,Tan Hock Nan,13218,BN,25,10089,68.67002450313096,won
1995-04-24,SE-09,Pulau Pinang,N.21 Kebun Bunga,2,Gooi Heck Seng,13219,DAP,18,4603,31.329975496869046,lost
1995-04-24,SE-09,Pulau Pinang,N.22 Padang Kota,1,Teng Chang Yeow,13220,BN,25,7939,59.61105271061721,won
1995-04-24,SE-09,Pulau Pinang,N.22 Padang Kota,2,Karpal Singh A/L Ram Singh,887,DAP,18,5379,40.38894728938279,lost
1995-04-24,SE-09,Pulau Pinang,N.23 Pengkalan Kota,1,Chow Kon Yeow,2933,DAP,18,7523,45.07489514679449,lost
1995-04-24,SE-09,Pulau Pinang,N.23 Pengkalan Kota,2,Khoo Soo Hoe,1523,PBS,48,131,0.7849011384062312,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.23 Pengkalan Kota,3,Lee Hack Teik,13221,BN,25,9036,54.140203714799284,won
1995-04-24,SE-09,Pulau Pinang,N.24 Kampong Kolam,1,Cheah Teik Hoe,13181,DAP,18,6427,42.34976278334212,lost
1995-04-24,SE-09,Pulau Pinang,N.24 Kampong Kolam,2,Khor Ngak Seng @ Khor Gark Kim,1865,PBS,48,439,2.892725355824987,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.24 Kampong Kolam,3,Lim Gim Soon,13222,BN,25,8310,54.7575118608329,won
1995-04-24,SE-09,Pulau Pinang,N.25 Datok Keramat,1,Wong Hang Yoke,13101,DAP,18,4681,31.733441800555894,lost
1995-04-24,SE-09,Pulau Pinang,N.25 Datok Keramat,2,Lim Boo Chang,1868,BN,25,9974,67.61575486407702,won
1995-04-24,SE-09,Pulau Pinang,N.25 Datok Keramat,3,Seevaraju A/L Muniandy,13223,PBS,48,96,0.6508033353670938,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.26 Sungai Pinang,1,Ahmad Bin Nor,1976,DAP,18,3994,28.246110325318245,lost
1995-04-24,SE-09,Pulau Pinang,N.26 Sungai Pinang,2,Abdul Karim Bin Pawanchee,13224,PAS,3,594,4.200848656294201,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.26 Sungai Pinang,3,Kang Chin Seng @ Chiang Chen Cheng,13225,BN,25,9552,67.55304101838755,won
1995-04-24,SE-09,Pulau Pinang,N.27 Batu Lanchang,1,Chong Eng,2929,DAP,18,7570,49.717588335741496,won
1995-04-24,SE-09,Pulau Pinang,N.27 Batu Lanchang,2,Lee Boon Ten,13226,BN,25,7508,49.31039012215946,lost
1995-04-24,SE-09,Pulau Pinang,N.27 Batu Lanchang,3,Tan Ban Yew,13227,PBS,48,148,0.9720215420990411,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.28 Bukit Gelugor,1,Peter Dason A/L Muthu Jaha Dason,13228,DAP,18,6373,38.05003283778136,lost
1995-04-24,SE-09,Pulau Pinang,N.28 Bukit Gelugor,2,Koay Kar Huah,3686,BN,25,10124,60.445399725356744,won
1995-04-24,SE-09,Pulau Pinang,N.28 Bukit Gelugor,3,Hsu Tseh Jiang @ Khor Tseh Jiang,13229,PBS,48,252,1.5045674368619022,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.29 Paya Terubong,1,Dr Loh Hock Hun,13180,BN,25,13097,58.68883312421581,won
1995-04-24,SE-09,Pulau Pinang,N.29 Paya Terubong,2,Selvaraja Somiah S/O David Somiah,13230,PBS,48,138,0.6183903925434666,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.29 Paya Terubong,3,Teoh Teik Huat,1859,DAP,18,9081,40.69277648324072,lost
1995-04-24,SE-09,Pulau Pinang,N.30 Batu Uban,1,Lakhbir Singh A/L Sadu Singh,2583,PBS,48,191,0.9968164500808934,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.30 Batu Uban,2,Rosli Bin Hanafi,13231,DAP,18,5047,26.33996137988623,lost
1995-04-24,SE-09,Pulau Pinang,N.30 Batu Uban,3,Kee Phaik Cheen,13147,BN,25,13923,72.66322217003288,won
1995-04-24,SE-09,Pulau Pinang,N.31 Bayan Lepas,1,Zulkifli Bin Mohd Noor,13232,DAP,18,4494,26.266877082237418,lost
1995-04-24,SE-09,Pulau Pinang,N.31 Bayan Lepas,2,Zolkifly Bin Md Lazim,13233,PAS,3,1346,7.867204395347478,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.31 Bayan Lepas,3,Lim Chien Aun,3289,BN,25,11269,65.8659185224151,won
1995-04-24,SE-09,Pulau Pinang,N.32 Telok Kumbar,1,Syed Amerruddin Bin Syed Ahmad,13234,BN,25,10800,78.33466308841662,won
1995-04-24,SE-09,Pulau Pinang,N.32 Telok Kumbar,2,Mohd Noor Bin Maruki,13235,DAP,18,2987,21.665336911583374,lost
1995-04-24,SE-09,Pulau Pinang,N.33 Telok Bahang,1,Rahim Bin Rahmat,13236,PAS,3,787,6.115471287590333,lost_deposit
1995-04-24,SE-09,Pulau Pinang,N.33 Telok Bahang,2,Mohd Yushof Bin Awang Karim,13237,DAP,18,2228,17.312922527002875,lost
1995-04-24,SE-09,Pulau Pinang,N.33 Telok Bahang,3,Hilmi Bin Haji Yahaya,13238,BN,25,9854,76.5716061854068,won
1999-11-29,SE-10,Pulau Pinang,N.01 Penaga,1,Khazali Bin Hussin,13239,PAS,3,4293,43.81953659283454,lost
1999-11-29,SE-10,Pulau Pinang,N.01 Penaga,2,Dato' Haji Azhar Bin Ibrahim,13240,BN,25,5504,56.18046340716546,won
1999-11-29,SE-10,Pulau Pinang,N.02 Bertam,1,Hilmi Bin Hj Abdul Rashid,13194,BN,25,6256,71.72666819536803,won
1999-11-29,SE-10,Pulau Pinang,N.02 Bertam,2,Md Ariffin Bin Mas Nayeem,13241,PKR,11,2466,28.27333180463196,lost
1999-11-29,SE-10,Pulau Pinang,N.03 Pinang Tunggal,1,Abdul Ghani Bin Haroon,13242,PKR,11,2848,28.276409849086576,lost
1999-11-29,SE-10,Pulau Pinang,N.03 Pinang Tunggal,2,Dato' Yahaya Bin Abdul Hamid,13243,BN,25,7224,71.72359015091342,won
1999-11-29,SE-10,Pulau Pinang,N.04 Permatang Berangan,1,Abd. Ro'Ni Bin A. Hasan,13244,BN,25,5506,55.58247526751464,won
1999-11-29,SE-10,Pulau Pinang,N.04 Permatang Berangan,2,Dr. Hassan Bin Hj. Ahmad,13245,PAS,3,4400,44.41752473248536,lost
1999-11-29,SE-10,Pulau Pinang,N.05 Sungai Dua,1,Ustaz Sold Bin Mohd. Amin,13246,PAS,3,4613,46.27808988764045,lost
1999-11-29,SE-10,Pulau Pinang,N.05 Sungai Dua,2,Jasmin Bin Mohamed,13198,BN,25,5355,53.72191011235955,won
1999-11-29,SE-10,Pulau Pinang,N.06 Telok Ayer Tawar,1,Jahara Bt. Hamid,13247,BN,25,5525,56.626012093881315,won
1999-11-29,SE-10,Pulau Pinang,N.06 Telok Ayer Tawar,2,Mohd Ghazali Ibrahim,13248,PKR,11,4232,43.373987906118685,lost
1999-11-29,SE-10,Pulau Pinang,N.07 Sungai Puyu,1,Loo Ah Dee,13249,BN,25,10859,52.591049980627666,won
1999-11-29,SE-10,Pulau Pinang,N.07 Sungai Puyu,2,Phee Boon Poh,13071,DAP,18,9789,47.408950019372334,lost
1999-11-29,SE-10,Pulau Pinang,N.08 Bagan Jermal,1,Lim Hock Seng,2232,DAP,18,6597,40.527091780316994,lost
1999-11-29,SE-10,Pulau Pinang,N.08 Bagan Jermal,2,Dr. Sak Cheng Lum,13250,BN,25,9681,59.472908219683006,won
1999-11-29,SE-10,Pulau Pinang,N.09 Perai,1,Vijaya,13251,BEBAS,1,182,1.1525552529922107,lost_deposit
1999-11-29,SE-10,Pulau Pinang,N.09 Perai,2,Dr. K. Rajapathy,13252,BN,25,9174,58.096384016211765,won
1999-11-29,SE-10,Pulau Pinang,N.09 Perai,3,S. Neelamekan,13253,DAP,18,6435,40.75106073079603,lost
1999-11-29,SE-10,Pulau Pinang,N.10 Seberang Jaya,1,Hairuddin Bin Othman,13254,PKR,11,6570,46.95204745229758,lost
1999-11-29,SE-10,Pulau Pinang,N.10 Seberang Jaya,2,Dr Radin Amin Bin Hj. Munir,13255,BN,25,7423,53.04795254770242,won
1999-11-29,SE-10,Pulau Pinang,N.11 Permatang Pasir,1,Dato' Hj Ahmad B. Saad,13256,BN,25,5236,38.31406410068784,lost
1999-11-29,SE-10,Pulau Pinang,N.11 Permatang Pasir,2,Hamdan Abd. Rahman,13257,PAS,3,8430,61.68593589931216,won
1999-11-29,SE-10,Pulau Pinang,N.12 Penanti,1,Zulkefli Bin Bakar,13258,BN,25,4422,40.84233859794957,lost
1999-11-29,SE-10,Pulau Pinang,N.12 Penanti,2,Abdul Rahman Bin Abdul Kadir,13259,PKR,11,6405,59.15766140205043,won
1999-11-29,SE-10,Pulau Pinang,N.13 Berapit,1,Chong Eng,2929,DAP,18,5826,40.89569001825073,lost
1999-11-29,SE-10,Pulau Pinang,N.13 Berapit,2,Lau Chiek Tuan,13210,BN,25,8420,59.10430998174926,won
1999-11-29,SE-10,Pulau Pinang,N.14 Machang Bubuk,1,Lim Boon Tong,13260,PKR,11,7572,44.01557867813754,lost
1999-11-29,SE-10,Pulau Pinang,N.14 Machang Bubuk,2,Dr. Toh Kin Woon,13261,BN,25,9631,55.98442132186246,won
1999-11-29,SE-10,Pulau Pinang,N.15 Bukit Tengah,1,Tan Ah Huat,1528,DAP,18,7880,40.70247933884297,lost
1999-11-29,SE-10,Pulau Pinang,N.15 Bukit Tengah,2,Ng Siew Lai,4437,BN,25,11480,59.29752066115702,won
1999-11-29,SE-10,Pulau Pinang,N.16 Sungai Bakap,1,Lai Chew Hock,13262,BN,25,8315,59.91065638734779,won
1999-11-29,SE-10,Pulau Pinang,N.16 Sungai Bakap,2,Ustaz Mokhtar,13263,PKR,11,5564,40.08934361265221,lost
1999-11-29,SE-10,Pulau Pinang,N.17 Jawi,1,Teoh Seang Hooi,13264,DAP,18,7819,46.82596718169841,lost
1999-11-29,SE-10,Pulau Pinang,N.17 Jawi,2,Tan Cheng Liang,13214,BN,25,8879,53.1740328183016,won
1999-11-29,SE-10,Pulau Pinang,N.18 Sungai Acheh,1,Dato' Haji Abdul Rashid Abdullah,13265,BN,25,5979,58.59466875735006,won
1999-11-29,SE-10,Pulau Pinang,N.18 Sungai Acheh,2,Haji Ismail Bin Supa,13266,PAS,3,4225,41.40533124264994,lost
1999-11-29,SE-10,Pulau Pinang,N.19 Tanjong Bunga,1,Dr. Koh Tsu Koon,1536,BN,25,12111,69.75980646276136,won
1999-11-29,SE-10,Pulau Pinang,N.19 Tanjong Bunga,2,Wong Hang Yoke,13101,DAP,18,5250,30.240193537238643,lost
1999-11-29,SE-10,Pulau Pinang,N.20 Air Itam,1,Ong Hock Aun,13144,DAP,18,6831,39.32642487046632,lost
1999-11-29,SE-10,Pulau Pinang,N.20 Air Itam,2,Lye Siew Weng,13217,BN,25,10539,60.673575129533674,won
1999-11-29,SE-10,Pulau Pinang,N.21 Kebun Bunga,1,Dr. Teng Hock Nan,13268,BN,25,8551,62.447966114072884,won
1999-11-29,SE-10,Pulau Pinang,N.21 Kebun Bunga,2,Lim Kit Siang,733,DAP,18,5142,37.552033885927116,lost
1999-11-29,SE-10,Pulau Pinang,N.22 Padang Kota,1,Teng Chong Yeow,13269,BN,25,6851,56.79820925219698,won
1999-11-29,SE-10,Pulau Pinang,N.22 Padang Kota,2,Chow Kon Yeow,2933,DAP,18,5211,43.20179074780302,lost
1999-11-29,SE-10,Pulau Pinang,N.23 Pengkalan Kota,1,Lai Hon Meng,13270,DAP,18,6724,40.9925013717003,lost
1999-11-29,SE-10,Pulau Pinang,N.23 Pengkalan Kota,2,Lee Hack Teik,13221,BN,25,9679,59.0074986282997,won
1999-11-29,SE-10,Pulau Pinang,N.24 Kampong Kolam,1,Lim Gim Soon,13222,BN,25,7952,56.72301876025394,won
1999-11-29,SE-10,Pulau Pinang,N.24 Kampong Kolam,2,Gooi Seong Kin,3299,DAP,18,6067,43.27698123974606,lost
1999-11-29,SE-10,Pulau Pinang,N.25 Datok Keramat,1,Lim Boo Chang,1868,BN,25,8599,61.20284697508897,won
1999-11-29,SE-10,Pulau Pinang,N.25 Datok Keramat,2,Karpal Singh A/L Ram Singh,887,DAP,18,5451,38.79715302491103,lost
1999-11-29,SE-10,Pulau Pinang,N.26 Sungai Pinang,1,Looi Swee Cheang,13271,BN,25,8482,63.59274254011096,won
1999-11-29,SE-10,Pulau Pinang,N.26 Sungai Pinang,2,Asamaley A/L Sinniah,13272,DAP,18,4856,36.40725745988904,lost
1999-11-29,SE-10,Pulau Pinang,N.27 Batu Lanchang,1,Lan Tee Beng,13273,BN,25,7251,49.049583981600485,lost
1999-11-29,SE-10,Pulau Pinang,N.27 Batu Lanchang,2,Law Heng Kiang,13274,DAP,18,7532,50.950416018399515,won
1999-11-29,SE-10,Pulau Pinang,N.28 Bukit Gelugor,1,Koay Kar Huah,3686,BN,25,10598,61.69160020955818,won
1999-11-29,SE-10,Pulau Pinang,N.28 Bukit Gelugor,2,Jagdeep Singh Deo,13275,DAP,18,6581,38.30839979044182,lost
1999-11-29,SE-10,Pulau Pinang,N.29 Paya Terubong,1,Dr. Loh Hock Hun,13276,BN,25,15298,62.79967159277504,won
1999-11-29,SE-10,Pulau Pinang,N.29 Paya Terubong,2,Fong Kam Cheong,13277,DAP,18,9062,37.20032840722496,lost
1999-11-29,SE-10,Pulau Pinang,N.30 Batu Uban,1,Salma Binti Ismail,11913,PKR,11,7241,35.232580770727914,lost
1999-11-29,SE-10,Pulau Pinang,N.30 Batu Uban,2,Dato' Kee Phaik Cheen,13278,BN,25,13311,64.7674192292721,won
1999-11-29,SE-10,Pulau Pinang,N.31 Bayan Lepas,1,Mohideen Abdul Kader,943,PKR,11,6605,36.45143487858719,lost
1999-11-29,SE-10,Pulau Pinang,N.31 Bayan Lepas,2,Lim Chien Aun,3289,BN,25,10451,57.6766004415011,won
1999-11-29,SE-10,Pulau Pinang,N.31 Bayan Lepas,3,Tan Ban Yew,13227,MDP,65,1064,5.8719646799117,lost_deposit
1999-11-29,SE-10,Pulau Pinang,N.32 Telok Kumbar,1,Haji Abdul Aziz Bin Ismail,13279,PAS,3,4977,34.309940714187235,lost
1999-11-29,SE-10,Pulau Pinang,N.32 Telok Kumbar,2,Syed Ameruddin B Syed Ahmad,13280,BN,25,9529,65.69005928581277,won
