date,election,state,seat,type,lineage
1964-04-25,GE-02,Selangor,P.066 Batu,federal,[P.114]
1969-05-10,GE-03,Selangor,P.066 Batu,federal,[P.114]
1974-08-24,GE-04,W.P. Kuala Lumpur,P.084 Kepong,federal,[P.114]
1978-07-08,GE-05,W.P. Kuala Lumpur,P.084 Kepong,federal,[P.114]
1982-04-22,GE-06,W.P. Kuala Lumpur,P.084 Kepong,federal,[P.114]
1986-08-02,GE-07,W.P. Kuala Lumpur,P.096 Kepong,federal,[P.114]
1990-10-20,GE-08,W.P. Kuala Lumpur,P.096 Kepong,federal,[P.114]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.103 Kepong,federal,[P.114]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.103 Kepong,federal,[P.114]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.114 Kepong,federal,[P.114]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.114 Kepong,federal,[P.114]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.114 Kepong,federal,[P.114]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.114 Kepong,federal,[P.114]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.114 Kepong,federal,[P.114]
1986-08-02,GE-07,W.P. Kuala Lumpur,P.097 Batu,federal,[P.115]
1990-10-20,GE-08,W.P. Kuala Lumpur,P.097 Batu,federal,[P.115]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.104 Batu,federal,[P.115]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.104 Batu,federal,[P.115]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.115 Batu,federal,[P.115]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.115 Batu,federal,[P.115]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.115 Batu,federal,[P.115]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.115 Batu,federal,[P.115]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.115 Batu,federal,[P.115]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.105 Wangsa Maju,federal,[P.116]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.105 Wangsa Maju,federal,[P.116]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.116 Wangsa Maju,federal,[P.116]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.116 Wangsa Maju,federal,[P.116]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.116 Wangsa Maju,federal,[P.116]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.116 Wangsa Maju,federal,[P.116]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.116 Wangsa Maju,federal,[P.116]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.106 Segambut,federal,[P.117]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.106 Segambut,federal,[P.117]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.117 Segambut,federal,[P.117]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.117 Segambut,federal,[P.117]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.117 Segambut,federal,[P.117]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.117 Segambut,federal,[P.117]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.117 Segambut,federal,[P.117]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.118 Setiawangsa,federal,[P.118]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.118 Setiawangsa,federal,[P.118]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.118 Setiawangsa,federal,[P.118]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.118 Setiawangsa,federal,[P.118]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.118 Setiawangsa,federal,[P.118]
1986-08-02,GE-07,W.P. Kuala Lumpur,P.098 Titiwangsa,federal,[P.119]
1990-10-20,GE-08,W.P. Kuala Lumpur,P.098 Titiwangsa,federal,[P.119]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.107 Titiwangsa,federal,[P.119]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.107 Titiwangsa,federal,[P.119]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.119 Titiwangsa,federal,[P.119]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.119 Titiwangsa,federal,[P.119]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.119 Titiwangsa,federal,[P.119]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.119 Titiwangsa,federal,[P.119]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.119 Titiwangsa,federal,[P.119]
1986-08-02,GE-07,W.P. Kuala Lumpur,P.099 Bukit Bintang,federal,[P.120]
1990-10-20,GE-08,W.P. Kuala Lumpur,P.099 Bukit Bintang,federal,[P.120]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.108 Bukit Bintang,federal,[P.120]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.108 Bukit Bintang,federal,[P.120]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.120 Bukit Bintang,federal,[P.120]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.120 Bukit Bintang,federal,[P.120]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.120 Bukit Bintang,federal,[P.120]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.120 Bukit Bintang,federal,[P.120]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.120 Bukit Bintang,federal,[P.120]
1959-05-20,GE-01,Selangor,P.086 Bungsar,federal,"[P.121,P.122]"
1964-04-25,GE-02,Selangor,P.071 Bungsar,federal,"[P.121,P.122]"
1969-05-10,GE-03,Selangor,P.071 Bungsar,federal,"[P.121,P.122]"
1974-08-24,GE-04,W.P. Kuala Lumpur,P.086 Damansara,federal,"[P.121,P.122]"
1978-07-08,GE-05,W.P. Kuala Lumpur,P.086 Damansara,federal,"[P.121,P.122]"
1982-04-22,GE-06,W.P. Kuala Lumpur,P.086 Damansara,federal,"[P.121,P.122]"
1986-08-02,GE-07,W.P. Kuala Lumpur,P.100 Lembah Pantai,federal,[P.121]
1990-10-20,GE-08,W.P. Kuala Lumpur,P.100 Lembah Pantai,federal,[P.121]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.109 Lembah Pantai,federal,[P.121]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.109 Lembah Pantai,federal,[P.121]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.121 Lembah Pantai,federal,[P.121]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.121 Lembah Pantai,federal,[P.121]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.121 Lembah Pantai,federal,[P.121]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.121 Lembah Pantai,federal,[P.121]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.121 Lembah Pantai,federal,[P.121]
1986-08-02,GE-07,W.P. Kuala Lumpur,P.101 Seputeh,federal,[P.122]
1990-10-20,GE-08,W.P. Kuala Lumpur,P.101 Seputeh,federal,[P.122]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.110 Seputeh,federal,[P.122]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.110 Seputeh,federal,[P.122]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.122 Seputeh,federal,[P.122]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.122 Seputeh,federal,[P.122]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.122 Seputeh,federal,[P.122]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.122 Seputeh,federal,[P.122]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.122 Seputeh,federal,[P.122]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.111 Cheras,federal,[P.123]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.111 Cheras,federal,[P.123]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.123 Cheras,federal,[P.123]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.123 Cheras,federal,[P.123]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.123 Cheras,federal,[P.123]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.123 Cheras,federal,[P.123]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.123 Cheras,federal,[P.123]
1995-04-24,GE-09,W.P. Kuala Lumpur,P.112 Bandar Tun Razak,federal,[P.124]
1999-11-29,GE-10,W.P. Kuala Lumpur,P.112 Bandar Tun Razak,federal,[P.124]
2004-03-21,GE-11,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,federal,[P.124]
2008-03-08,GE-12,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,federal,[P.124]
2013-05-05,GE-13,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,federal,[P.124]
2018-05-09,GE-14,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,federal,[P.124]
2022-11-19,GE-15,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,federal,[P.124]
2004-03-21,GE-11,W.P. Putrajaya,P.125 Putrajaya,federal,[P.125]
2008-03-08,GE-12,W.P. Putrajaya,P.125 Putrajaya,federal,[P.125]
2013-05-05,GE-13,W.P. Putrajaya,P.125 Putrajaya,federal,[P.125]
2018-05-09,GE-14,W.P. Putrajaya,P.125 Putrajaya,federal,[P.125]
2022-11-19,GE-15,W.P. Putrajaya,P.125 Putrajaya,federal,[P.125]
1974-08-24,GE-04,Negeri Sembilan,P.089 Jelebu,federal,[P.126]
1978-07-08,GE-05,Negeri Sembilan,P.089 Jelebu,federal,[P.126]
1982-04-22,GE-06,Negeri Sembilan,P.089 Jelebu,federal,[P.126]
1986-08-02,GE-07,Negeri Sembilan,P.103 Jelebu,federal,[P.126]
1990-10-20,GE-08,Negeri Sembilan,P.103 Jelebu,federal,[P.126]
1995-04-24,GE-09,Negeri Sembilan,P.113 Jelebu,federal,[P.126]
1999-11-29,GE-10,Negeri Sembilan,P.113 Jelebu,federal,[P.126]
2004-03-21,GE-11,Negeri Sembilan,P.126 Jelebu,federal,[P.126]
2008-03-08,GE-12,Negeri Sembilan,P.126 Jelebu,federal,[P.126]
2013-05-05,GE-13,Negeri Sembilan,P.126 Jelebu,federal,[P.126]
2018-05-09,GE-14,Negeri Sembilan,P.126 Jelebu,federal,[P.126]
2022-11-19,GE-15,Negeri Sembilan,P.126 Jelebu,federal,[P.126]
1986-08-02,GE-07,Negeri Sembilan,P.104 Jempol,federal,[P.127]
1990-10-20,GE-08,Negeri Sembilan,P.104 Jempol,federal,[P.127]
1995-04-24,GE-09,Negeri Sembilan,P.114 Jempol,federal,[P.127]
1999-11-29,GE-10,Negeri Sembilan,P.114 Jempol,federal,[P.127]
2004-03-21,GE-11,Negeri Sembilan,P.127 Jempol,federal,[P.127]
2008-03-08,GE-12,Negeri Sembilan,P.127 Jempol,federal,[P.127]
2013-05-05,GE-13,Negeri Sembilan,P.127 Jempol,federal,[P.127]
2018-05-09,GE-14,Negeri Sembilan,P.127 Jempol,federal,[P.127]
2022-11-19,GE-15,Negeri Sembilan,P.127 Jempol,federal,[P.127]
1955-07-25,GE-00,Negeri Sembilan,P.026 Seremban,federal,[P.128]
1974-08-24,GE-04,Negeri Sembilan,P.091 Seremban,federal,[P.128]
1978-07-08,GE-05,Negeri Sembilan,P.091 Seremban,federal,[P.128]
1982-04-22,GE-06,Negeri Sembilan,P.091 Seremban,federal,[P.128]
1986-08-02,GE-07,Negeri Sembilan,P.107 Seremban,federal,[P.128]
1990-10-20,GE-08,Negeri Sembilan,P.107 Seremban,federal,[P.128]
1995-04-24,GE-09,Negeri Sembilan,P.117 Seremban,federal,[P.128]
1999-11-29,GE-10,Negeri Sembilan,P.117 Seremban,federal,[P.128]
2004-03-21,GE-11,Negeri Sembilan,P.128 Seremban,federal,[P.128]
2008-03-08,GE-12,Negeri Sembilan,P.128 Seremban,federal,[P.128]
2013-05-05,GE-13,Negeri Sembilan,P.128 Seremban,federal,[P.128]
2018-05-09,GE-14,Negeri Sembilan,P.128 Seremban,federal,[P.128]
2022-11-19,GE-15,Negeri Sembilan,P.128 Seremban,federal,[P.128]
1959-05-20,GE-01,Negeri Sembilan,P.044 Kuala Pilah,federal,[P.129]
1964-04-25,GE-02,Negeri Sembilan,P.079 Kuala Pilah,federal,[P.129]
1969-05-10,GE-03,Negeri Sembilan,P.079 Kuala Pilah,federal,[P.129]
1974-08-24,GE-04,Negeri Sembilan,P.092 Kuala Pilah,federal,[P.129]
1978-07-08,GE-05,Negeri Sembilan,P.092 Kuala Pilah,federal,[P.129]
1982-04-22,GE-06,Negeri Sembilan,P.092 Kuala Pilah,federal,[P.129]
1986-08-02,GE-07,Negeri Sembilan,P.106 Kuala Pilah,federal,[P.129]
1990-10-20,GE-08,Negeri Sembilan,P.106 Kuala Pilah,federal,[P.129]
1995-04-24,GE-09,Negeri Sembilan,P.116 Kuala Pilah,federal,[P.129]
1999-11-29,GE-10,Negeri Sembilan,P.116 Kuala Pilah,federal,[P.129]
2004-03-21,GE-11,Negeri Sembilan,P.129 Kuala Pilah,federal,[P.129]
2008-03-08,GE-12,Negeri Sembilan,P.129 Kuala Pilah,federal,[P.129]
2013-05-05,GE-13,Negeri Sembilan,P.129 Kuala Pilah,federal,[P.129]
2018-05-09,GE-14,Negeri Sembilan,P.129 Kuala Pilah,federal,[P.129]
2022-11-19,GE-15,Negeri Sembilan,P.129 Kuala Pilah,federal,[P.129]
1986-08-02,GE-07,Negeri Sembilan,P.108 Rasah,federal,[P.130]
1990-10-20,GE-08,Negeri Sembilan,P.108 Rasah,federal,[P.130]
1995-04-24,GE-09,Negeri Sembilan,P.118 Rasah,federal,[P.130]
1999-11-29,GE-10,Negeri Sembilan,P.118 Rasah,federal,[P.130]
2004-03-21,GE-11,Negeri Sembilan,P.130 Rasah,federal,[P.130]
2008-03-08,GE-12,Negeri Sembilan,P.130 Rasah,federal,[P.130]
2013-05-05,GE-13,Negeri Sembilan,P.130 Rasah,federal,[P.130]
2018-05-09,GE-14,Negeri Sembilan,P.130 Rasah,federal,[P.130]
2022-11-19,GE-15,Negeri Sembilan,P.130 Rasah,federal,[P.130]
2004-03-21,GE-11,Negeri Sembilan,P.131 Rembau,federal,[P.131]
2008-03-08,GE-12,Negeri Sembilan,P.131 Rembau,federal,[P.131]
2013-05-05,GE-13,Negeri Sembilan,P.131 Rembau,federal,[P.131]
2018-05-09,GE-14,Negeri Sembilan,P.131 Rembau,federal,[P.131]
2022-11-19,GE-15,Negeri Sembilan,P.131 Rembau,federal,[P.131]
1959-05-20,GE-01,Negeri Sembilan,P.048 Port Dickson,federal,[P.132]
1964-04-25,GE-02,Negeri Sembilan,P.082 Port Dickson,federal,[P.132]
1969-05-10,GE-03,Negeri Sembilan,P.082 Port Dickson,federal,[P.132]
2008-03-08,GE-12,Negeri Sembilan,P.132 Telok Kemang,federal,[P.132]
2013-05-05,GE-13,Negeri Sembilan,P.132 Telok Kemang,federal,[P.132]
2018-05-09,GE-14,Negeri Sembilan,P.132 Port Dickson,federal,[P.132]
2018-10-13,BY-ELECTION,Negeri Sembilan,P.132 Port Dickson,federal,[P.132]
2022-11-19,GE-15,Negeri Sembilan,P.132 Port Dickson,federal,[P.132]
1974-08-24,GE-04,Negeri Sembilan,P.094 Tampin,federal,[P.133]
1978-07-08,GE-05,Negeri Sembilan,P.094 Tampin,federal,[P.133]
1982-04-22,GE-06,Negeri Sembilan,P.094 Tampin,federal,[P.133]
1986-08-02,GE-07,Negeri Sembilan,P.105 Tampin,federal,[P.133]
1990-10-20,GE-08,Negeri Sembilan,P.105 Tampin,federal,[P.133]
1995-04-24,GE-09,Negeri Sembilan,P.115 Tampin,federal,[P.133]
1999-11-29,GE-10,Negeri Sembilan,P.115 Tampin,federal,[P.133]
2004-03-21,GE-11,Negeri Sembilan,P.133 Tampin,federal,[P.133]
2008-03-08,GE-12,Negeri Sembilan,P.133 Tampin,federal,[P.133]
2013-05-05,GE-13,Negeri Sembilan,P.133 Tampin,federal,[P.133]
2018-05-09,GE-14,Negeri Sembilan,P.133 Tampin,federal,[P.133]
2022-11-19,GE-15,Negeri Sembilan,P.133 Tampin,federal,[P.133]
2004-03-21,GE-11,Melaka,P.134 Masjid Tanah,federal,[P.134]
2008-03-08,GE-12,Melaka,P.134 Masjid Tanah,federal,[P.134]
2013-05-05,GE-13,Melaka,P.134 Masjid Tanah,federal,[P.134]
2018-05-09,GE-14,Melaka,P.134 Masjid Tanah,federal,[P.134]
2022-11-19,GE-15,Melaka,P.134 Masjid Tanah,federal,[P.134]
1974-08-24,GE-04,Melaka,P.095 Alor Gajah,federal,[P.135]
1978-07-08,GE-05,Melaka,P.095 Alor Gajah,federal,[P.135]
1982-04-22,GE-06,Melaka,P.095 Alor Gajah,federal,[P.135]
1986-08-02,GE-07,Melaka,P.110 Alor Gajah,federal,[P.135]
1990-10-20,GE-08,Melaka,P.110 Alor Gajah,federal,[P.135]
1995-04-24,GE-09,Melaka,P.120 Alor Gajah,federal,[P.135]
1999-11-29,GE-10,Melaka,P.120 Alor Gajah,federal,[P.135]
2004-03-21,GE-11,Melaka,P.135 Alor Gajah,federal,[P.135]
2008-03-08,GE-12,Melaka,P.135 Alor Gajah,federal,[P.135]
2013-05-05,GE-13,Melaka,P.135 Alor Gajah,federal,[P.135]
2018-05-09,GE-14,Melaka,P.135 Alor Gajah,federal,[P.135]
2022-11-19,GE-15,Melaka,P.135 Alor Gajah,federal,[P.135]
2004-03-21,GE-11,Melaka,P.136 Tangga Batu,federal,[P.136]
2008-03-08,GE-12,Melaka,P.136 Tangga Batu,federal,[P.136]
2013-05-05,GE-13,Melaka,P.136 Tangga Batu,federal,[P.136]
2018-05-09,GE-14,Melaka,P.136 Tangga Batu,federal,[P.136]
2022-11-19,GE-15,Melaka,P.136 Tangga Batu,federal,[P.136]
2008-03-08,GE-12,Melaka,P.137 Bukit Katil,federal,[P.137]
2013-05-05,GE-13,Melaka,P.137 Bukit Katil,federal,[P.137]
2018-05-09,GE-14,Melaka,P.137 Hang Tuah Jaya,federal,[P.137]
2022-11-19,GE-15,Melaka,P.137 Hang Tuah Jaya,federal,[P.137]
1955-07-25,GE-00,Melaka,P.005 Malacca Central,federal,[P.138]
1959-05-20,GE-01,Melaka,P.009 Bandar Malacca,federal,[P.138]
1964-04-25,GE-02,Melaka,P.086 Bandar Malacca,federal,[P.138]
1969-05-10,GE-03,Melaka,P.086 Bandar Malacca,federal,[P.138]
1974-08-24,GE-04,Melaka,P.098 Kota Melaka,federal,[P.138]
1978-07-08,GE-05,Melaka,P.098 Kota Melaka,federal,[P.138]
1982-04-22,GE-06,Melaka,P.098 Kota Melaka,federal,[P.138]
1986-08-02,GE-07,Melaka,P.113 Kota Melaka,federal,[P.138]
1990-10-20,GE-08,Melaka,P.113 Kota Melaka,federal,[P.138]
1995-04-24,GE-09,Melaka,P.123 Kota Melaka,federal,[P.138]
1999-11-29,GE-10,Melaka,P.123 Kota Melaka,federal,[P.138]
2004-03-21,GE-11,Melaka,P.138 Kota Melaka,federal,[P.138]
2008-03-08,GE-12,Melaka,P.138 Kota Melaka,federal,[P.138]
2013-05-05,GE-13,Melaka,P.138 Kota Melaka,federal,[P.138]
2018-05-09,GE-14,Melaka,P.138 Kota Melaka,federal,[P.138]
2022-11-19,GE-15,Melaka,P.138 Kota Melaka,federal,[P.138]
1974-08-24,GE-04,Melaka,P.096 Jasin,federal,[P.139]
1978-07-08,GE-05,Melaka,P.096 Jasin,federal,[P.139]
1982-04-22,GE-06,Melaka,P.096 Jasin,federal,[P.139]
1986-08-02,GE-07,Melaka,P.114 Jasin,federal,[P.139]
1990-10-20,GE-08,Melaka,P.114 Jasin,federal,[P.139]
1995-04-24,GE-09,Melaka,P.124 Jasin,federal,[P.139]
1999-11-29,GE-10,Melaka,P.124 Jasin,federal,[P.139]
2004-03-21,GE-11,Melaka,P.139 Jasin,federal,[P.139]
2008-03-08,GE-12,Melaka,P.139 Jasin,federal,[P.139]
2013-05-05,GE-13,Melaka,P.139 Jasin,federal,[P.139]
2018-05-09,GE-14,Melaka,P.139 Jasin,federal,[P.139]
2022-11-19,GE-15,Melaka,P.139 Jasin,federal,[P.139]
1955-07-25,GE-00,Johor,P.037 Segamat,federal,[P.140]
1974-08-24,GE-04,Johor,P.100 Segamat,federal,[P.140]
1978-07-08,GE-05,Johor,P.100 Segamat,federal,[P.140]
1982-04-22,GE-06,Johor,P.100 Segamat,federal,[P.140]
1986-08-02,GE-07,Johor,P.115 Segamat,federal,[P.140]
1990-10-20,GE-08,Johor,P.115 Segamat,federal,[P.140]
1995-04-24,GE-09,Johor,P.125 Segamat,federal,[P.140]
1999-11-29,GE-10,Johor,P.125 Segamat,federal,[P.140]
2004-03-21,GE-11,Johor,P.140 Segamat,federal,[P.140]
2008-03-08,GE-12,Johor,P.140 Segamat,federal,[P.140]
2013-05-05,GE-13,Johor,P.140 Segamat,federal,[P.140]
2018-05-09,GE-14,Johor,P.140 Segamat,federal,[P.140]
2022-11-19,GE-15,Johor,P.140 Segamat,federal,[P.140]
2004-03-21,GE-11,Johor,P.141 Sekijang,federal,[P.141]
2008-03-08,GE-12,Johor,P.141 Sekijang,federal,[P.141]
2013-05-05,GE-13,Johor,P.141 Sekijang,federal,[P.141]
2018-05-09,GE-14,Johor,P.141 Sekijang,federal,[P.141]
2022-11-19,GE-15,Johor,P.141 Sekijang,federal,[P.141]
1974-08-24,GE-04,Johor,P.099 Labis,federal,[P.142]
1978-07-08,GE-05,Johor,P.099 Labis,federal,[P.142]
1982-04-22,GE-06,Johor,P.099 Labis,federal,[P.142]
1986-08-02,GE-07,Johor,P.118 Labis,federal,[P.142]
1990-10-20,GE-08,Johor,P.118 Labis,federal,[P.142]
1995-04-24,GE-09,Johor,P.128 Labis,federal,[P.142]
1999-11-29,GE-10,Johor,P.128 Labis,federal,[P.142]
2004-03-21,GE-11,Johor,P.142 Labis,federal,[P.142]
2008-03-08,GE-12,Johor,P.142 Labis,federal,[P.142]
2013-05-05,GE-13,Johor,P.142 Labis,federal,[P.142]
2018-05-09,GE-14,Johor,P.142 Labis,federal,[P.142]
2022-11-19,GE-15,Johor,P.142 Labis,federal,[P.142]
1974-08-24,GE-04,Johor,P.104 Pagoh,federal,[P.143]
1978-07-08,GE-05,Johor,P.104 Pagoh,federal,[P.143]
1982-04-22,GE-06,Johor,P.104 Pagoh,federal,[P.143]
1986-08-02,GE-07,Johor,P.117 Pagoh,federal,[P.143]
1990-10-20,GE-08,Johor,P.117 Pagoh,federal,[P.143]
1995-04-24,GE-09,Johor,P.127 Pagoh,federal,[P.143]
1999-11-29,GE-10,Johor,P.127 Pagoh,federal,[P.143]
2004-03-21,GE-11,Johor,P.143 Pagoh,federal,[P.143]
2008-03-08,GE-12,Johor,P.143 Pagoh,federal,[P.143]
2013-05-05,GE-13,Johor,P.143 Pagoh,federal,[P.143]
2018-05-09,GE-14,Johor,P.143 Pagoh,federal,[P.143]
2022-11-19,GE-15,Johor,P.143 Pagoh,federal,[P.143]
1974-08-24,GE-04,Johor,P.103 Ledang,federal,[P.144]
1978-07-08,GE-05,Johor,P.103 Ledang,federal,[P.144]
1982-04-22,GE-06,Johor,P.103 Ledang,federal,[P.144]
1986-08-02,GE-07,Johor,P.116 Ledang,federal,[P.144]
1990-10-20,GE-08,Johor,P.116 Ledang,federal,[P.144]
1995-04-24,GE-09,Johor,P.126 Ledang,federal,[P.144]
1999-11-29,GE-10,Johor,P.126 Ledang,federal,[P.144]
2004-03-21,GE-11,Johor,P.144 Ledang,federal,[P.144]
2008-03-08,GE-12,Johor,P.144 Ledang,federal,[P.144]
2013-05-05,GE-13,Johor,P.144 Ledang,federal,[P.144]
2018-05-09,GE-14,Johor,P.144 Ledang,federal,[P.144]
2022-11-19,GE-15,Johor,P.144 Ledang,federal,[P.144]
1986-08-02,GE-07,Johor,P.122 Bakri,federal,[P.145]
1990-10-20,GE-08,Johor,P.122 Bakri,federal,[P.145]
1995-04-24,GE-09,Johor,P.132 Bakri,federal,[P.145]
1999-11-29,GE-10,Johor,P.132 Bakri,federal,[P.145]
2004-03-21,GE-11,Johor,P.145 Bakri,federal,[P.145]
2008-03-08,GE-12,Johor,P.145 Bakri,federal,[P.145]
2013-05-05,GE-13,Johor,P.145 Bakri,federal,[P.145]
2018-05-09,GE-14,Johor,P.145 Bakri,federal,[P.145]
2022-11-19,GE-15,Johor,P.145 Bakri,federal,[P.145]
1974-08-24,GE-04,Johor,P.106 Muar,federal,[P.146]
1978-07-08,GE-05,Johor,P.106 Muar,federal,[P.146]
1982-04-22,GE-06,Johor,P.106 Muar,federal,[P.146]
1986-08-02,GE-07,Johor,P.123 Muar,federal,[P.146]
1990-10-20,GE-08,Johor,P.123 Muar,federal,[P.146]
1995-04-24,GE-09,Johor,P.133 Muar,federal,[P.146]
1999-11-29,GE-10,Johor,P.133 Muar,federal,[P.146]
2004-03-21,GE-11,Johor,P.146 Muar,federal,[P.146]
2008-03-08,GE-12,Johor,P.146 Muar,federal,[P.146]
2013-05-05,GE-13,Johor,P.146 Muar,federal,[P.146]
2018-05-09,GE-14,Johor,P.146 Muar,federal,[P.146]
2022-11-19,GE-15,Johor,P.146 Muar,federal,[P.146]
1986-08-02,GE-07,Johor,P.121 Parit Sulong,federal,[P.147]
1990-10-20,GE-08,Johor,P.121 Parit Sulong,federal,[P.147]
1995-04-24,GE-09,Johor,P.131 Parit Sulong,federal,[P.147]
1999-11-29,GE-10,Johor,P.131 Parit Sulong,federal,[P.147]
2004-03-21,GE-11,Johor,P.147 Parit Sulong,federal,[P.147]
2008-03-08,GE-12,Johor,P.147 Parit Sulong,federal,[P.147]
2013-05-05,GE-13,Johor,P.147 Parit Sulong,federal,[P.147]
2018-05-09,GE-14,Johor,P.147 Parit Sulong,federal,[P.147]
2022-11-19,GE-15,Johor,P.147 Parit Sulong,federal,[P.147]
1974-08-24,GE-04,Johor,P.105 Ayer Hitam,federal,[P.148]
1978-07-08,GE-05,Johor,P.105 Ayer Hitam,federal,[P.148]
1982-04-22,GE-06,Johor,P.105 Ayer Hitam,federal,[P.148]
2004-03-21,GE-11,Johor,P.148 Ayer Hitam,federal,[P.148]
2008-03-08,GE-12,Johor,P.148 Ayer Hitam,federal,[P.148]
2013-05-05,GE-13,Johor,P.148 Ayer Hitam,federal,[P.148]
2018-05-09,GE-14,Johor,P.148 Ayer Hitam,federal,[P.148]
2022-11-19,GE-15,Johor,P.148 Ayer Hitam,federal,[P.148]
1974-08-24,GE-04,Johor,P.109 Sri Gading,federal,[P.149]
1978-07-08,GE-05,Johor,P.109 Sri Gading,federal,[P.149]
1982-04-22,GE-06,Johor,P.109 Sri Gading,federal,[P.149]
1986-08-02,GE-07,Johor,P.124 Sri Gading,federal,[P.149]
1990-10-20,GE-08,Johor,P.124 Sri Gading,federal,[P.149]
1995-04-24,GE-09,Johor,P.134 Sri Gading,federal,[P.149]
1999-11-29,GE-10,Johor,P.134 Sri Gading,federal,[P.149]
2004-03-21,GE-11,Johor,P.149 Sri Gading,federal,[P.149]
2008-03-08,GE-12,Johor,P.149 Sri Gading,federal,[P.149]
2013-05-05,GE-13,Johor,P.149 Sri Gading,federal,[P.149]
2018-05-09,GE-14,Johor,P.149 Sri Gading,federal,[P.149]
2022-11-19,GE-15,Johor,P.149 Sri Gading,federal,[P.149]
1955-07-25,GE-00,Johor,P.034 Batu Pahat,federal,[P.150]
1959-05-20,GE-01,Johor,P.008 Batu Pahat,federal,[P.150]
1964-04-25,GE-02,Johor,P.093 Batu Pahat,federal,[P.150]
1969-05-10,GE-03,Johor,P.093 Batu Pahat,federal,[P.150]
1974-08-24,GE-04,Johor,P.111 Batu Pahat,federal,[P.150]
1978-07-08,GE-05,Johor,P.111 Batu Pahat,federal,[P.150]
