date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes
1990-07-16,SE-07,Sabah,N.07 Tempasuk,4,Robert Ripin Minggir,13994,PBS,48,2915
1990-07-16,SE-07,Sabah,N.07 Tempasuk,5,Pendikar Bin Hj. Mulia,1702,AKAR,60,1139
1990-07-16,SE-07,Sabah,N.07 Tempasuk,6,Hj. Mohammad Noor B. Hj. Mansor,13848,BERJAYA,31,1089
1990-07-16,SE-07,Sabah,N.08 Usukan,1,Melin Bin Laut,14280,PRS,59,208
1990-07-16,SE-07,Sabah,N.08 Usukan,2,Pinjaman Bin Hassin,1377,PBS,48,2148
1990-07-16,SE-07,Sabah,N.08 Usukan,3,Tun Dato Haji Mustapha Bin Datu Harun,760,USNO,15,4805
1990-07-16,SE-07,Sabah,N.08 Usukan,4,Chin Ing Hing,14161,BEBAS,1,106
1990-07-16,SE-07,Sabah,N.08 Usukan,5,Jamrah Bin Kantoh @ Jack,14282,BEBAS,1,75
1990-07-16,SE-07,Sabah,N.08 Usukan,6,Edham Bin Sakmad,14283,AKAR,60,407
1990-07-16,SE-07,Sabah,N.08 Usukan,7,Raskan Bin Asing,1375,BERJAYA,31,583
1990-07-16,SE-07,Sabah,N.09 Kadamaian,1,Yapin Gimpoton,2047,PRS,59,935
1990-07-16,SE-07,Sabah,N.09 Kadamaian,2,Manik Bte. Tanggau,14284,BERJAYA,31,60
1990-07-16,SE-07,Sabah,N.09 Kadamaian,3,Awadnir Bin Matanggal,14285,USNO,15,1130
1990-07-16,SE-07,Sabah,N.09 Kadamaian,4,Banggai Bin Basirun,14002,PBS,48,4419
1990-07-16,SE-07,Sabah,N.09 Kadamaian,5,Meisen Sendelun,14287,AKAR,60,204
1990-07-16,SE-07,Sabah,N.10 Tamparuli,1,Nori Bte Lumpisau,14288,USNO,15,638
1990-07-16,SE-07,Sabah,N.10 Tamparuli,2,Mojilip Bin Bumburing @ Wilfred,3883,PBS,48,4971
1990-07-16,SE-07,Sabah,N.10 Tamparuli,3,"Ongkili James Peter, Datuk",1381,PRS,59,748
1990-07-16,SE-07,Sabah,N.10 Tamparuli,4,Raji Bin Mandaili,14289,AKAR,60,144
1990-07-16,SE-07,Sabah,N.10 Tamparuli,5,Jonny Tanggar,14163,BERJAYA,31,80
1990-07-16,SE-07,Sabah,N.11 Sulaman,1,Hajiji Bin Haji Noor,14291,USNO,15,3575
1990-07-16,SE-07,Sabah,N.11 Sulaman,2,Yusof Bin Awang Ludin,14292,BEBAS,1,38
1990-07-16,SE-07,Sabah,N.11 Sulaman,3,Aliasgar Bin Basri,14293,BERJAYA,31,538
1990-07-16,SE-07,Sabah,N.11 Sulaman,4,Jahid Bin Jahim,14294,PBS,48,3294
1990-07-16,SE-07,Sabah,N.11 Sulaman,5,Shafie Bin Anterak,14295,PRS,59,120
1990-07-16,SE-07,Sabah,N.11 Sulaman,6,Kalakau Bin Untol,2052,AKAR,60,565
1990-07-16,SE-07,Sabah,N.11 Sulaman,7,Hj. Laugau Tarki Bin Hj. Noor,14297,BEBAS,1,11
1990-07-16,SE-07,Sabah,N.12 Kiulu,1,Gaibin Bin Ronsoi,14014,USNO,15,893
1990-07-16,SE-07,Sabah,N.12 Kiulu,2,Lakuman Bin Gisug,14299,PRS,59,255
1990-07-16,SE-07,Sabah,N.12 Kiulu,3,Patrick Bin Godomon,13754,BERJAYA,31,552
1990-07-16,SE-07,Sabah,N.12 Kiulu,4,Mickey Bin Salleh,14301,AKAR,60,90
1990-07-16,SE-07,Sabah,N.12 Kiulu,5,Gisin Bin Lombut,13873,PBS,48,3709
1990-07-16,SE-07,Sabah,N.13 Kundasang,1,Masidi Bin Manjun,14302,USNO,15,2054
1990-07-16,SE-07,Sabah,N.13 Kundasang,2,Japiril Bin Suhaimin,3536,BERJAYA,31,193
1990-07-16,SE-07,Sabah,N.13 Kundasang,3,Samat Bin Dimok,14304,AKAR,60,212
1990-07-16,SE-07,Sabah,N.13 Kundasang,4,Mynoor Bin Ginggor,13756,PRS,59,1269
1990-07-16,SE-07,Sabah,N.13 Kundasang,5,Ewon Bin Ebin,4264,PBS,48,4009
1990-07-16,SE-07,Sabah,N.14 Ranau,1,Minsuan Bin Patoh,14306,BERJAYA,31,177
1990-07-16,SE-07,Sabah,N.14 Ranau,2,Siringan Bin Gubat,3907,PBS,48,3790
1990-07-16,SE-07,Sabah,N.14 Ranau,3,Datuk Mark Koding,1382,AKAR,60,2558
1990-07-16,SE-07,Sabah,N.14 Ranau,4,Benedict Yasin,14175,PRS,59,154
1990-07-16,SE-07,Sabah,N.15 Sugut,1,Ronald Kiandee,3139,AKAR,60,231
1990-07-16,SE-07,Sabah,N.15 Sugut,2,Julius Niyo,13855,PRS,59,71
1990-07-16,SE-07,Sabah,N.15 Sugut,3,Abdul Rahman Bin Atang,14309,BERJAYA,31,114
1990-07-16,SE-07,Sabah,N.15 Sugut,4,Musa Bin Aman,14310,USNO,15,1207
1990-07-16,SE-07,Sabah,N.15 Sugut,5,Jublee Bin K.K  Zen,14021,PBS,48,1666
1990-07-16,SE-07,Sabah,N.16 Labuk,1,Tang Yung Hi @ Tan Yong Gee,14028,PBS,48,3167
1990-07-16,SE-07,Sabah,N.16 Labuk,2,Ahmad Thamrin Bin Haji Mohd. Jaini,2406,AKAR,60,140
1990-07-16,SE-07,Sabah,N.16 Labuk,3,Hamza Bin A.Abdullah,2056,USNO,15,1502
1990-07-16,SE-07,Sabah,N.16 Labuk,4,K.K Paul Baklin O.T. Gurandi,13746,PRS,59,811
1990-07-16,SE-07,Sabah,N.16 Labuk,5,Haji Salleh Hj.O.T.Otik,13682,BERJAYA,31,345
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,1,Saman Bin Hj. Gulam,14044,AKAR,60,260
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,2,Datuk James Bernard Willie,14316,PRS,59,197
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,3,Lai Vai Ming,14317,LDP,58,127
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,4,Juslie Bin Ajirol,3140,USNO,15,3823
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,5,Mukri Bin Taipsapara,14318,BERJAYA,31,457
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,6,Thien Fui Yun,14319,PBS,48,3908
1990-07-16,SE-07,Sabah,N.18 Elopura,1,Chu Yin Foh,14320,LDP,58,1584
1990-07-16,SE-07,Sabah,N.18 Elopura,2,Tham Nyip Shen,14037,PBS,48,5543
1990-07-16,SE-07,Sabah,N.18 Elopura,3,Yap Pak Leong,13677,BERJAYA,31,937
1990-07-16,SE-07,Sabah,N.18 Elopura,4,Ang Lian Hai,2410,DAP,18,908
1990-07-16,SE-07,Sabah,N.19 Tanjong Papat,1,Yak Pak Chau,14321,BERJAYA,31,469
1990-07-16,SE-07,Sabah,N.19 Tanjong Papat,2,Lau Ngan Siew,2788,LDP,58,1302
1990-07-16,SE-07,Sabah,N.19 Tanjong Papat,3,Fung Ket Wing,1389,DAP,18,1882
1990-07-16,SE-07,Sabah,N.19 Tanjong Papat,4,Tan Kit Sher,13897,PBS,48,4630
1990-07-16,SE-07,Sabah,N.20 Karamunting,1,Ngui Kon Foh,14038,LDP,58,2165
1990-07-16,SE-07,Sabah,N.20 Karamunting,2,Phang Yau Wing,14323,DAP,18,692
1990-07-16,SE-07,Sabah,N.20 Karamunting,3,Lau Pui Keong,13777,PBS,48,4879
1990-07-16,SE-07,Sabah,N.20 Karamunting,4,Wong Tien Fatt,4282,BERJAYA,31,424
1990-07-16,SE-07,Sabah,N.21 Sekong,1,Asainar Bin M.P. Ebrahim,14031,BEBAS,1,58
1990-07-16,SE-07,Sabah,N.21 Sekong,2,Nahalan Bin Damsal,2058,PBS,48,2719
1990-07-16,SE-07,Sabah,N.21 Sekong,3,Pitting Bin Hj. Mohd. Ali,2060,USNO,15,3240
1990-07-16,SE-07,Sabah,N.21 Sekong,4,Abdullah Bin Ibrahim,47,BEBAS,1,66
1990-07-16,SE-07,Sabah,N.21 Sekong,5,Haji Aliong Bin Haji Hassan,14327,BERJAYA,31,482
1990-07-16,SE-07,Sabah,N.21 Sekong,6,Mohammad Bin Jifli,13779,PRS,59,174
1990-07-16,SE-07,Sabah,N.22 Sukau,1,Zaki Bin Gusmiah,14190,PBS,48,1804
1990-07-16,SE-07,Sabah,N.22 Sukau,2,Adinin Bin Bachu,14329,BERJAYA,31,305
1990-07-16,SE-07,Sabah,N.22 Sukau,3,Mohammad Alimin Bin Mohd. Amin,14330,PRS,59,87
1990-07-16,SE-07,Sabah,N.22 Sukau,4,Aklee Bin Abass,14331,USNO,15,1897
1990-07-16,SE-07,Sabah,N.23 Kuamut,1,Joseph Sitin Bin Saang,14053,PBS,48,1762
1990-07-16,SE-07,Sabah,N.23 Kuamut,2,Ationg Bin Tituh,14333,AKAR,60,148
1990-07-16,SE-07,Sabah,N.23 Kuamut,3,Ali Latip Bin Taha,3144,USNO,15,459
1990-07-16,SE-07,Sabah,N.23 Kuamut,4,Abdul Mait Bin Akmad,14334,PRS,59,142
1990-07-16,SE-07,Sabah,N.23 Kuamut,5,Hajjah Marhumah Hj. Basrah,14335,BERJAYA,31,709
1990-07-16,SE-07,Sabah,N.24 Tambunan,1,Jouti Bin Ajun,14336,PRS,59,96
1990-07-16,SE-07,Sabah,N.24 Tambunan,2,Aling Bin Amon,14337,USNO,15,239
1990-07-16,SE-07,Sabah,N.24 Tambunan,3,Edmund Bin Otigil,13931,BEBAS,1,6
1990-07-16,SE-07,Sabah,N.24 Tambunan,4,Norbert Bin Angkangon @ Zakaria Bin Angkangon,14339,BERJAYA,31,62
1990-07-16,SE-07,Sabah,N.24 Tambunan,5,Joseph Pairin Kitigan,2062,PBS,48,5516
1990-07-16,SE-07,Sabah,N.24 Tambunan,6,Juanis Yajuni @ Joannes Ajuni,14341,AKAR,60,145
1990-07-16,SE-07,Sabah,N.25 Bingkor,1,Lawrence Gimbang,14342,PBS,48,5223
1990-07-16,SE-07,Sabah,N.25 Bingkor,2,Sapin Bin Karno,13928,USNO,15,2493
1990-07-16,SE-07,Sabah,N.25 Bingkor,3,Paul Bin Kadau,2429,BEBAS,1,55
1990-07-16,SE-07,Sabah,N.25 Bingkor,4,Injon Sedomon,14344,AKAR,60,117
1990-07-16,SE-07,Sabah,N.25 Bingkor,5,Airin Bte Sedomon @ Irene,14345,BERJAYA,31,71
1990-07-16,SE-07,Sabah,N.25 Bingkor,6,Ajub Bin Aman,13796,PRS,59,950
1990-07-16,SE-07,Sabah,N.26 Moyog,1,Matasim Bin Lojinggon,14197,BERJAYA,31,733
1990-07-16,SE-07,Sabah,N.26 Moyog,2,Bernard Giluk Dompok,2065,PBS,48,7846
1990-07-16,SE-07,Sabah,N.26 Moyog,3,Peter Martin Tojipun,2066,BEBAS,1,365
1990-07-16,SE-07,Sabah,N.26 Moyog,4,Lawrence Sinsua,14348,AKAR,60,589
1990-07-16,SE-07,Sabah,N.26 Moyog,5,Bernard Ali,14349,PRS,59,132
1990-07-16,SE-07,Sabah,N.27 Inanam,1,Stephen Kinson Kutai,14063,PBS,48,6758
1990-07-16,SE-07,Sabah,N.27 Inanam,2,Kui Fatt Bin Agustine,14351,PRS,59,241
1990-07-16,SE-07,Sabah,N.27 Inanam,3,Liew Yun Kui,14352,LDP,58,140
1990-07-16,SE-07,Sabah,N.27 Inanam,4,Fred Angelo Solibun,14199,BERJAYA,31,658
1990-07-16,SE-07,Sabah,N.27 Inanam,5,Yungut Kimsang Bin Taliban,14354,AKAR,60,153
1990-07-16,SE-07,Sabah,N.27 Inanam,6,Lassim Abdul Rahman,14355,USNO,15,2178
1990-07-16,SE-07,Sabah,N.28 Likas,1,Hussin Bin Abd. Wahid Dally,14356,USNO,15,2219
1990-07-16,SE-07,Sabah,N.28 Likas,2,Quek Yi Than,14357,DAP,18,416
1990-07-16,SE-07,Sabah,N.28 Likas,3,Yong Teck Lee,3118,PBS,48,7347
1990-07-16,SE-07,Sabah,N.28 Likas,4,Yapp Lai Singh,14358,PRS,59,176
1990-07-16,SE-07,Sabah,N.28 Likas,5,Chin Nyuk Fatt,1385,LDP,58,176
1990-07-16,SE-07,Sabah,N.28 Likas,6,Yan Ngai Nen,14359,BERJAYA,31,626
1990-07-16,SE-07,Sabah,N.29 Api-Api,1,Chang Kon Fah,14360,PRS,59,109
1990-07-16,SE-07,Sabah,N.29 Api-Api,2,Lim Guan Sing,13883,BERJAYA,31,1412
1990-07-16,SE-07,Sabah,N.29 Api-Api,3,Hwa King Ryh,14362,BEBAS,1,26
1990-07-16,SE-07,Sabah,N.29 Api-Api,4,Wong Ing Huong,14363,LDP,58,385
1990-07-16,SE-07,Sabah,N.29 Api-Api,5,Chau Tet On,13764,PBS,48,9949
1990-07-16,SE-07,Sabah,N.29 Api-Api,6,Hiew King Cheu,3519,DAP,18,1039
1990-07-16,SE-07,Sabah,N.30 Sembulan,1,Lim Nyuk Chan,14364,PRS,59,130
1990-07-16,SE-07,Sabah,N.30 Sembulan,2,Chong Jock Chin,14365,BERJAYA,31,845
1990-07-16,SE-07,Sabah,N.30 Sembulan,3,Filino Albert Alexander,14366,AKAR,60,117
1990-07-16,SE-07,Sabah,N.30 Sembulan,4,Peter Chong On Tet,13885,PBS,48,5267
1990-07-16,SE-07,Sabah,N.30 Sembulan,5,Lau Yick Chiang,14367,LDP,58,1939
1990-07-16,SE-07,Sabah,N.31 Petagas,1,Abdul Wahab Patail,14368,BERJAYA,31,472
1990-07-16,SE-07,Sabah,N.31 Petagas,2,James John @ Jamess Ligunjang,14369,PBS,48,6108
1990-07-16,SE-07,Sabah,N.31 Petagas,3,Arif Bin Zaman,14370,BEBAS,1,282
1990-07-16,SE-07,Sabah,N.31 Petagas,4,Yahyah Bin Hussin,14371,USNO,15,3450
1990-07-16,SE-07,Sabah,N.31 Petagas,5,Ooi Kong Eow,14372,AKAR,60,25
1990-07-16,SE-07,Sabah,N.31 Petagas,6,Fung Chik Tong,14208,LDP,58,220
1990-07-16,SE-07,Sabah,N.31 Petagas,7,Albert Tokuzip,14374,PRS,59,105
1990-07-16,SE-07,Sabah,N.32 Kawang,1,George Mikil,14375,AKAR,60,58
1990-07-16,SE-07,Sabah,N.32 Kawang,2,James Hj. Ghani,2075,USNO,15,3269
1990-07-16,SE-07,Sabah,N.32 Kawang,3,Wenches Bin Lajingah,2420,BEBAS,1,383
1990-07-16,SE-07,Sabah,N.32 Kawang,4,Irene Daphine Pritchard,14210,PBS,48,3956
1990-07-16,SE-07,Sabah,N.32 Kawang,5,Kasim Bin Salleh,14379,BERJAYA,31,209
1990-07-16,SE-07,Sabah,N.32 Kawang,6,Kefli Bin Safar,14380,PRS,59,65
1990-07-16,SE-07,Sabah,N.33 Buang Sayang,1,Amatus Bernadus Anjun,3105,AKAR,60,32
1990-07-16,SE-07,Sabah,N.33 Buang Sayang,2,Mit Dahlan Bin Johari,14381,PRS,59,78
1990-07-16,SE-07,Sabah,N.33 Buang Sayang,3,Cladius Sundang @ Claudius Sundang Alex,14079,PBS,48,4382
1990-07-16,SE-07,Sabah,N.33 Buang Sayang,4,Ahmad Nunsi Bin Haji Mahali,14383,BERJAYA,31,852
1990-07-16,SE-07,Sabah,N.33 Buang Sayang,5,Abdul Rahim Bin Ismail,14384,USNO,15,3961
1990-07-16,SE-07,Sabah,N.34 Bongawan,1,Abd. Ghani Bin Bidin,14385,PBS,48,3504
1990-07-16,SE-07,Sabah,N.34 Bongawan,2,Karim Bin Bujang,4689,USNO,15,3631
1990-07-16,SE-07,Sabah,N.34 Bongawan,3,Yusoff Bin Mohd. Sait,14386,AKAR,60,169
1990-07-16,SE-07,Sabah,N.34 Bongawan,4,Sukaimi Bin Suradi,14387,PRS,59,194
1990-07-16,SE-07,Sabah,N.34 Bongawan,5,Ibrahim Bin Kalali,14388,BERJAYA,31,328
1990-07-16,SE-07,Sabah,N.35 Kuala Penyu,1,Wences Angang,14086,PBS,48,3730
1990-07-16,SE-07,Sabah,N.35 Kuala Penyu,2,Johan Bin O.T. Ghani,5475,USNO,15,2737
1990-07-16,SE-07,Sabah,N.35 Kuala Penyu,3,Awang Damit Bin Awang Othman,14390,BERJAYA,31,311
1990-07-16,SE-07,Sabah,N.35 Kuala Penyu,4,Maslin Bin Mohd. Hashim,14391,PRS,59,163
1990-07-16,SE-07,Sabah,N.35 Kuala Penyu,5,Engkuan Bin Eyong,13964,AKAR,60,129
1990-07-16,SE-07,Sabah,N.36 Klias,1,Lajim Bin Ukin,3904,PBS,48,3679
1990-07-16,SE-07,Sabah,N.36 Klias,2,Duin Banang,14393,AKAR,60,111
1990-07-16,SE-07,Sabah,N.36 Klias,3,Loi Siang Tong,14394,BERJAYA,31,348
1990-07-16,SE-07,Sabah,N.36 Klias,4,Azizah Bte Mohd Dun,3531,USNO,15,2888
1990-07-16,SE-07,Sabah,N.37 Lumadan,1,Mohd Taw Bin Md. Yusof,14396,PRS,59,92
1990-07-16,SE-07,Sabah,N.37 Lumadan,2,Edin Bin Hj. Ansim,14397,BERJAYA,31,1083
1990-07-16,SE-07,Sabah,N.37 Lumadan,3,Dayang Mahani Binte. Pengiran Haji Ahmad Raffae,14223,USNO,15,2916
1990-07-16,SE-07,Sabah,N.37 Lumadan,4,Moktani Bin Hj. Lawi,14091,PBS,48,2006
1990-07-16,SE-07,Sabah,N.38 Sipitang,1,Pius Bin Ganang,14399,AKAR,60,86
1990-07-16,SE-07,Sabah,N.38 Sipitang,2,Harris Bin Mohd. Salleh,1405,BERJAYA,31,969
1990-07-16,SE-07,Sabah,N.38 Sipitang,3,Othman Bin Dato Haji Mohd. Yassin,2073,BEBAS,1,597
1990-07-16,SE-07,Sabah,N.38 Sipitang,4,Yusof B. Yacob,2772,USNO,15,2161
1990-07-16,SE-07,Sabah,N.38 Sipitang,5,Jawawi Bin Hj. Isa,14099,PBS,48,2437
1990-07-16,SE-07,Sabah,N.38 Sipitang,6,Ramlah Bte. Rammelan,14401,PRS,59,35
1990-07-16,SE-07,Sabah,N.39 Tenom,1,Gamparon Bin Lajah,1730,BEBAS,1,101
1990-07-16,SE-07,Sabah,N.39 Tenom,2,Peter Yee Fong Su,14402,BERJAYA,31,206
1990-07-16,SE-07,Sabah,N.39 Tenom,3,Leong Chan Chu,14104,USNO,15,473
1990-07-16,SE-07,Sabah,N.39 Tenom,4,Wong Yit Ming,14404,LDP,58,590
1990-07-16,SE-07,Sabah,N.39 Tenom,5,Kadoh Bin Agundong,2083,PBS,48,3924
1990-07-16,SE-07,Sabah,N.39 Tenom,6,Jinuin Bin Jimin,2082,PRS,59,800
1990-07-16,SE-07,Sabah,N.39 Tenom,7,Ramli B. Kumbang,14406,AKAR,60,54
1990-07-16,SE-07,Sabah,N.40 Kemabong,1,Enggau Bin Garinang,14407,AKAR,60,163
1990-07-16,SE-07,Sabah,N.40 Kemabong,2,Mutang Bin Dawat,3914,PRS,59,153
1990-07-16,SE-07,Sabah,N.40 Kemabong,3,Esar Bin Andamas,14409,PBS,48,3636
1990-07-16,SE-07,Sabah,N.40 Kemabong,4,Bernard Wong Chung Ngin,13879,USNO,15,812
1990-07-16,SE-07,Sabah,N.40 Kemabong,5,Andayol Bin Ampuli,14410,BERJAYA,31,585
1990-07-16,SE-07,Sabah,N.41 Sook,1,Joseph Kurup,3134,PBS,48,7026
1990-07-16,SE-07,Sabah,N.41 Sook,2,Rizalman B. Abdullah,3136,USNO,15,1814
1990-07-16,SE-07,Sabah,N.41 Sook,3,Michelan Adrain Robert,14412,BERJAYA,31,256
1990-07-16,SE-07,Sabah,N.41 Sook,4,Demson Bin Tom,14233,PRS,59,497
1990-07-16,SE-07,Sabah,N.42 Nabawan,1,James Robert,14414,BERJAYA,31,121
1990-07-16,SE-07,Sabah,N.42 Nabawan,2,Adut Sigoh,13935,PBS,48,2673
1990-07-16,SE-07,Sabah,N.42 Nabawan,3,Zaiton Bte. Anik,14416,BEBAS,1,822
1990-07-16,SE-07,Sabah,N.43 Merotai,1,Rosaidy Landang,14417,PRS,59,164
1990-07-16,SE-07,Sabah,N.43 Merotai,2,Ramlee Bin Rashida,14418,BERJAYA,31,1202
1990-07-16,SE-07,Sabah,N.43 Merotai,3,Mohd. Said Bin Senang,14236,USNO,15,5372
1990-07-16,SE-07,Sabah,N.43 Merotai,4,S. Abas S. Ali,13955,PBS,48,3940
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,1,Aziz Abdullah Wong,14421,USNO,15,2667
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,2,Wong Sze Phin,4251,BEBAS,1,122
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,3,Hue Min Kong,13960,LDP,58,1251
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,4,Lim Yun Sang @ Micheal Lim,14121,PBS,48,7875
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,5,Dr. Chang Chan Lap,14238,BERJAYA,31,805
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,6,Cheah Nget Min,14426,BEBAS,1,166
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,7,Henry John Patrick Lai Nam Yeung,14427,PRS,59,64
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,8,Lee Show Fui,14428,DAP,18,848
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,1,Askalani Bin Abdul Rahim,14429,USNO,15,5054
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,2,Pang Yee Yun,14430,LDP,58,187
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,3,Tutik Bin Garuda,14431,BEBAS,1,831
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,4,Chin Yun Fook,14432,BERJAYA,31,694
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,5,Mohamaddin Bin Ketepi,2438,PBS,48,4781
1990-07-16,SE-07,Sabah,N.46 Kunak,1,Salim Bin Bachu,13809,USNO,15,3305
1990-07-16,SE-07,Sabah,N.46 Kunak,2,Mahmud Bin. Hj. Mansor,14435,BERJAYA,31,1435
1990-07-16,SE-07,Sabah,N.46 Kunak,3,Musa Bin Nasir,14436,PRS,59,130
1990-07-16,SE-07,Sabah,N.46 Kunak,4,Taasim Bin Salasa,14437,BEBAS,1,43
1990-07-16,SE-07,Sabah,N.46 Kunak,5,William Chiuh,14245,PBS,48,2404
1990-07-16,SE-07,Sabah,N.46 Kunak,6,Mohd Saip B. Abdul Garang,14438,BEBAS,1,153
1990-07-16,SE-07,Sabah,N.47 Balung,1,Ahmad Bahrom Bin Hj. Abu Bakar,14129,PBS,48,4841
1990-07-16,SE-07,Sabah,N.47 Balung,2,Titingan,14440,LDP,58,214
1990-07-16,SE-07,Sabah,N.47 Balung,3,Liew Chiew Chai,14441,PRS,59,95
1990-07-16,SE-07,Sabah,N.47 Balung,4,Tandek Sedah,14442,BERJAYA,31,807
1990-07-16,SE-07,Sabah,N.47 Balung,5,Light Bin Nanis,14443,USNO,15,4892
1990-07-16,SE-07,Sabah,N.48 Sulabayan,1,Datu Ismail Bin Datu Jook,14444,PRS,59,170
1990-07-16,SE-07,Sabah,N.48 Sulabayan,2,Hj. Abdul Rajak Bin Hj. Palah,14251,PBS,48,2660
1990-07-16,SE-07,Sabah,N.48 Sulabayan,3,N.C. Datuk Haji Sakaran Bin Dandai,1401,USNO,15,4977
1990-07-16,SE-07,Sabah,N.48 Sulabayan,4,Bakal Bin Manduan,14252,BEBAS,1,103
1990-07-16,SE-07,Sabah,N.48 Sulabayan,5,Basali Bin Tarireh,14447,BERJAYA,31,1820
1994-02-18,SE-08,Sabah,N.01 Banggi,1,Datu Amir Kahar Bin Datu Mustapha,2041,PBS,48,2335
1994-02-18,SE-08,Sabah,N.01 Banggi,2,Saraban Bin Lahaman,14448,SETIA,62,44
1994-02-18,SE-08,Sabah,N.01 Banggi,3,Napson Bin Tahir,14449,BERSEKUTU,49,93
1994-02-18,SE-08,Sabah,N.01 Banggi,4,Abd Mijul Bin Unaini,14450,BN,25,1988
1994-02-18,SE-08,Sabah,N.01 Banggi,5,Abidula Bin Amsana,13962,BEBAS,1,94
1994-02-18,SE-08,Sabah,N.02 Kudat,1,Datuk Haji Taulani Haji Jalaludin,1370,BEBAS,1,29
1994-02-18,SE-08,Sabah,N.02 Kudat,2,Wong Phin Chung,13968,PBS,48,5197
1994-02-18,SE-08,Sabah,N.02 Kudat,3,Mohd Hairul Bin Ebuk,14452,BERSEKUTU,49,123
1994-02-18,SE-08,Sabah,N.02 Kudat,4,Kong Hong Ming,3149,BN,25,5476
1994-02-18,SE-08,Sabah,N.02 Kudat,5,Chin Ket Phin @ Abdul Halim,14453,SETIA,62,59
1994-02-18,SE-08,Sabah,N.03 Bengkoka,1,Masrani Parman,14262,BN,25,3511
1994-02-18,SE-08,Sabah,N.03 Bengkoka,2,Paul Tom Imbayan,14138,PBS,48,2678
1994-02-18,SE-08,Sabah,N.04 Matunggong,1,Jelin Dasanap @ Jenali Bin Hamdan,14456,BN,25,1983
1994-02-18,SE-08,Sabah,N.04 Matunggong,2,Henry Madatang,14457,BEBAS,1,344
1994-02-18,SE-08,Sabah,N.04 Matunggong,3,Apin Bin Santi,14458,BEBAS,1,37
1994-02-18,SE-08,Sabah,N.04 Matunggong,4,Markus B. Majihi,14459,PBS,48,3826
1994-02-18,SE-08,Sabah,N.05 Tandek,1,Saibul Bin Supu,13980,PBS,48,2931
1994-02-18,SE-08,Sabah,N.05 Tandek,2,Saidi Bin Suari,14148,BN,25,2258
1994-02-18,SE-08,Sabah,N.05 Tandek,3,Baintin Bin Adun,3106,BEBAS,1,77
1994-02-18,SE-08,Sabah,N.06 Langkon,1,Linggu Lincoln Luwing,14460,BEBAS,1,54
1994-02-18,SE-08,Sabah,N.06 Langkon,2,Dr. Maximus Johnity Ongkali,2754,PBS,48,4171
1994-02-18,SE-08,Sabah,N.06 Langkon,3,Newman Gaban,1696,BN,25,1452
1994-02-18,SE-08,Sabah,N.07 Tempasuk,1,Suwah Bin Buleh @ Bulleh,14462,BEBAS,1,1016
1994-02-18,SE-08,Sabah,N.07 Tempasuk,2,Pandikar Amin,1702,BN,25,4142
1994-02-18,SE-08,Sabah,N.07 Tempasuk,3,Dausin B. Pangalin,14464,PBS,48,3195
1994-02-18,SE-08,Sabah,N.08 Usukan,1,Semat Bin Haji Abdul Karim,13996,SETIA,62,159
1994-02-18,SE-08,Sabah,N.08 Usukan,2,Md Salleh Md Said,2757,BN,25,6274
1994-02-18,SE-08,Sabah,N.08 Usukan,3,Salisi Ukoh,14466,BEBAS,1,150
1994-02-18,SE-08,Sabah,N.08 Usukan,4,Datuk Badaruddin Bin Tun Datu Haji Mustapha,4289,PBS,48,3591
1994-02-18,SE-08,Sabah,N.09 Kadamaian,1,Datuk Baggai Bin Basirun,14002,PBS,48,5127
1994-02-18,SE-08,Sabah,N.09 Kadamaian,2,Awadnir B. Matanggal,14285,BN,25,2095
1994-02-18,SE-08,Sabah,N.09 Kadamaian,3,Meisin Sendelun @ Robert,14287,BEBAS,1,23
1994-02-18,SE-08,Sabah,N.09 Kadamaian,4,Sindeh Teliban,14471,BEBAS,1,9
1994-02-18,SE-08,Sabah,N.09 Kadamaian,5,Sebagang Bin Rumpit @ Handry,14472,BEBAS,1,312
1994-02-18,SE-08,Sabah,N.10 Tamparuli,1,Molijip Bin Bumburing @ Wilfred,3883,PBS,48,6347
1994-02-18,SE-08,Sabah,N.10 Tamparuli,2,Raji Mandaili,14289,BN,25,1260
1994-02-18,SE-08,Sabah,N.10 Tamparuli,3,Junaidi B. Indan @ Junaidi Tun Hamdan,14475,BEBAS,1,92
