date,election,state,seat,area_name,type
1959-05-20,GE-01,Kedah,P.078 Kota Star Selatan,Kota Star Selatan,federal
1964-04-25,GE-02,Kedah,P.008 Kota Star Selatan,Kota Star Selatan,federal
1969-05-10,GE-03,Kedah,P.008 Kota Star Selatan,Kota Star Selatan,federal
1959-05-20,GE-01,Kedah,P.077 Kota Star Utara,Kota Star Utara,federal
1964-04-25,GE-02,Kedah,P.005 Kota Star Utara,Kota Star Utara,federal
1969-05-10,GE-03,Kedah,P.005 Kota Star Utara,Kota Star Utara,federal
1959-05-20,GE-01,Kedah,P.076 Kuala Kedah,Kuala Kedah,federal
1964-04-25,GE-02,Kedah,P.007 Kuala Kedah,Kuala Kedah,federal
1969-05-10,GE-03,Kedah,P.007 Kuala Kedah,Kuala Kedah,federal
1974-08-24,GE-04,Kedah,P.006 Kuala Kedah,Kuala Kedah,federal
1978-07-08,GE-05,Kedah,P.006 Kuala Kedah,Kuala Kedah,federal
1982-04-22,GE-06,Kedah,P.006 Kuala Kedah,Kuala Kedah,federal
1986-08-02,GE-07,Kedah,P.008 Kuala Kedah,Kuala Kedah,federal
1990-10-20,GE-08,Kedah,P.008 Kuala Kedah,Kuala Kedah,federal
1995-04-24,GE-09,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
1999-11-29,GE-10,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
2004-03-21,GE-11,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
2008-03-08,GE-12,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
2013-05-05,GE-13,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
2018-05-09,GE-14,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
2022-11-19,GE-15,Kedah,P.010 Kuala Kedah,Kuala Kedah,federal
1974-08-24,GE-04,Kedah,P.012 Kuala Muda,Kuala Muda,federal
1978-07-08,GE-05,Kedah,P.012 Kuala Muda,Kuala Muda,federal
1982-04-22,GE-06,Kedah,P.012 Kuala Muda,Kuala Muda,federal
1974-08-24,GE-04,Kedah,P.004 Kubang Pasu,Kubang Pasu,federal
1978-07-08,GE-05,Kedah,P.004 Kubang Pasu,Kubang Pasu,federal
1982-04-22,GE-06,Kedah,P.004 Kubang Pasu,Kubang Pasu,federal
1986-08-02,GE-07,Kedah,P.004 Kubang Pasu,Kubang Pasu,federal
1990-10-20,GE-08,Kedah,P.004 Kubang Pasu,Kubang Pasu,federal
1995-04-24,GE-09,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
1999-11-29,GE-10,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
2004-03-21,GE-11,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
2008-03-08,GE-12,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
2013-05-05,GE-13,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
2018-05-09,GE-14,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
2022-11-19,GE-15,Kedah,P.006 Kubang Pasu,Kubang Pasu,federal
1959-05-20,GE-01,Kedah,P.079 Kubang Pasu Barat,Kubang Pasu Barat,federal
1964-04-25,GE-02,Kedah,P.004 Kubang Pasu Barat,Kubang Pasu Barat,federal
1969-05-10,GE-03,Kedah,P.004 Kubang Pasu Barat,Kubang Pasu Barat,federal
1959-05-20,GE-01,Kedah,P.085 Kulim Utara,Kulim Utara,federal
1964-04-25,GE-02,Kedah,P.013 Kulim Utara,Kulim Utara,federal
1969-05-10,GE-03,Kedah,P.013 Kulim Utara,Kulim Utara,federal
1959-05-20,GE-01,Kedah,P.086 Kulim-Bandar Bahru,Kulim-Bandar Baharu,federal
1964-04-25,GE-02,Kedah,P.014 Kulim-Bandar Bahru,Kulim-Bandar Baharu,federal
1969-05-10,GE-03,Kedah,P.014 Kulim-Bandar Bahru,Kulim-Bandar Baharu,federal
1974-08-24,GE-04,Kedah,P.015 Kulim-Bandar Bahru,Kulim-Bandar Baharu,federal
1978-07-08,GE-05,Kedah,P.015 Kulim-Bandar Bahru,Kulim-Bandar Baharu,federal
1982-04-22,GE-06,Kedah,P.015 Kulim-Bandar Bahru,Kulim-Bandar Baharu,federal
1986-08-02,GE-07,Kedah,P.016 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
1990-10-20,GE-08,Kedah,P.016 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
1995-04-24,GE-09,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
1999-11-29,GE-10,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
2004-03-21,GE-11,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
2008-03-08,GE-12,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
2013-05-05,GE-13,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
2018-05-09,GE-14,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
2022-11-19,GE-15,Kedah,P.018 Kulim-Bandar Baharu,Kulim-Bandar Baharu,federal
1995-04-24,GE-09,Kedah,P.004 Langkawi,Langkawi,federal
1999-11-29,GE-10,Kedah,P.004 Langkawi,Langkawi,federal
2004-03-21,GE-11,Kedah,P.004 Langkawi,Langkawi,federal
2008-03-08,GE-12,Kedah,P.004 Langkawi,Langkawi,federal
2013-05-05,GE-13,Kedah,P.004 Langkawi,Langkawi,federal
2018-05-09,GE-14,Kedah,P.004 Langkawi,Langkawi,federal
2022-11-19,GE-15,Kedah,P.004 Langkawi,Langkawi,federal
1986-08-02,GE-07,Kedah,P.011 Merbok,Merbok,federal
1990-10-20,GE-08,Kedah,P.011 Merbok,Merbok,federal
1995-04-24,GE-09,Kedah,P.014 Merbok,Merbok,federal
1999-11-29,GE-10,Kedah,P.014 Merbok,Merbok,federal
2004-03-21,GE-11,Kedah,P.014 Merbok,Merbok,federal
2008-03-08,GE-12,Kedah,P.014 Merbok,Merbok,federal
2013-05-05,GE-13,Kedah,P.014 Merbok,Merbok,federal
2018-05-09,GE-14,Kedah,P.014 Merbok,Merbok,federal
2022-11-19,GE-15,Kedah,P.014 Merbok,Merbok,federal
1974-08-24,GE-04,Kedah,P.014 Padang Serai,Padang Serai,federal
1978-07-08,GE-05,Kedah,P.014 Padang Serai,Padang Serai,federal
1982-04-22,GE-06,Kedah,P.014 Padang Serai,Padang Serai,federal
1986-08-02,GE-07,Kedah,P.015 Padang Serai,Padang Serai,federal
1990-10-20,GE-08,Kedah,P.015 Padang Serai,Padang Serai,federal
1995-04-24,GE-09,Kedah,P.017 Padang Serai,Padang Serai,federal
1999-11-29,GE-10,Kedah,P.017 Padang Serai,Padang Serai,federal
2004-03-21,GE-11,Kedah,P.017 Padang Serai,Padang Serai,federal
2008-03-08,GE-12,Kedah,P.017 Padang Serai,Padang Serai,federal
2013-05-05,GE-13,Kedah,P.017 Padang Serai,Padang Serai,federal
2018-05-09,GE-14,Kedah,P.017 Padang Serai,Padang Serai,federal
2022-11-19,GE-15,Kedah,P.017 Padang Serai,Padang Serai,federal
2022-12-07,BY-ELECTION,Kedah,P.017 Padang Serai,Padang Serai,federal
1995-04-24,GE-09,Kedah,P.007 Padang Terap,Padang Tarap,federal
1974-08-24,GE-04,Kedah,P.005 Padang Terap,Padang Terap,federal
1978-07-08,GE-05,Kedah,P.005 Padang Terap,Padang Terap,federal
1982-04-22,GE-06,Kedah,P.005 Padang Terap,Padang Terap,federal
1986-08-02,GE-07,Kedah,P.005 Padang Terap,Padang Terap,federal
1990-10-20,GE-08,Kedah,P.005 Padang Terap,Padang Terap,federal
1999-11-29,GE-10,Kedah,P.007 Padang Terap,Padang Terap,federal
2004-03-21,GE-11,Kedah,P.007 Padang Terap,Padang Terap,federal
2008-03-08,GE-12,Kedah,P.007 Padang Terap,Padang Terap,federal
2013-05-05,GE-13,Kedah,P.007 Padang Terap,Padang Terap,federal
2018-05-09,GE-14,Kedah,P.007 Padang Terap,Padang Terap,federal
2022-11-19,GE-15,Kedah,P.007 Padang Terap,Padang Terap,federal
1986-08-02,GE-07,Kedah,P.009 Pendang,Pendang,federal
1990-10-20,GE-08,Kedah,P.009 Pendang,Pendang,federal
1995-04-24,GE-09,Kedah,P.011 Pendang,Pendang,federal
1999-11-29,GE-10,Kedah,P.011 Pendang,Pendang,federal
2004-03-21,GE-11,Kedah,P.011 Pendang,Pendang,federal
2008-03-08,GE-12,Kedah,P.011 Pendang,Pendang,federal
2013-05-05,GE-13,Kedah,P.011 Pendang,Pendang,federal
2018-05-09,GE-14,Kedah,P.011 Pendang,Pendang,federal
2022-11-19,GE-15,Kedah,P.011 Pendang,Pendang,federal
1964-04-25,GE-02,Kedah,P.010 Jerai,Perai,federal
1995-04-24,GE-09,Kedah,P.008 Pokok Sena,Pokok Sena,federal
1999-11-29,GE-10,Kedah,P.008 Pokok Sena,Pokok Sena,federal
2004-03-21,GE-11,Kedah,P.008 Pokok Sena,Pokok Sena,federal
2008-03-08,GE-12,Kedah,P.008 Pokok Sena,Pokok Sena,federal
2013-05-05,GE-13,Kedah,P.008 Pokok Sena,Pokok Sena,federal
2018-05-09,GE-14,Kedah,P.008 Pokok Sena,Pokok Sena,federal
2022-11-19,GE-15,Kedah,P.008 Pokok Sena,Pokok Sena,federal
1986-08-02,GE-07,Kedah,P.012 Sik,Sik,federal
1990-10-20,GE-08,Kedah,P.012 Sik,Sik,federal
1995-04-24,GE-09,Kedah,P.013 Sik,Sik,federal
1999-11-29,GE-10,Kedah,P.013 Sik,Sik,federal
2004-03-21,GE-11,Kedah,P.013 Sik,Sik,federal
2008-03-08,GE-12,Kedah,P.013 Sik,Sik,federal
2013-05-05,GE-13,Kedah,P.013 Sik,Sik,federal
2018-05-09,GE-14,Kedah,P.013 Sik,Sik,federal
2022-11-19,GE-15,Kedah,P.013 Sik,Sik,federal
1974-08-24,GE-04,Kedah,P.013 Sungai Petani,Sungai Petani,federal
1978-07-08,GE-05,Kedah,P.013 Sungai Petani,Sungai Petani,federal
1982-04-22,GE-06,Kedah,P.013 Sungai Petani,Sungai Petani,federal
1986-08-02,GE-07,Kedah,P.014 Sungai Petani,Sungai Petani,federal
1990-10-20,GE-08,Kedah,P.014 Sungai Petani,Sungai Petani,federal
1995-04-24,GE-09,Kedah,P.015 Sungai Petani,Sungai Petani,federal
1999-11-29,GE-10,Kedah,P.015 Sungai Petani,Sungai Petani,federal
2004-03-21,GE-11,Kedah,P.015 Sungai Petani,Sungai Petani,federal
2008-03-08,GE-12,Kedah,P.015 Sungai Petani,Sungai Petani,federal
2013-05-05,GE-13,Kedah,P.015 Sungai Petani,Sungai Petani,federal
2018-05-09,GE-14,Kedah,P.015 Sungai Petani,Sungai Petani,federal
2022-11-19,GE-15,Kedah,P.015 Sungai Petani,Sungai Petani,federal
1955-07-25,GE-00,Kedah,P.042 Sungei Muda,Sungei Muda,federal
1959-05-20,GE-01,Kedah,P.083 Sungei Patani,Sungei Patani,federal
1964-04-25,GE-02,Kedah,P.012 Sungei Patani,Sungei Patani,federal
1969-05-10,GE-03,Kedah,P.012 Sungei Patani,Sungei Patani,federal
1974-08-24,GE-04,Kedah,P.009 Ulu Muda,Ulu Muda,federal
1978-07-08,GE-05,Kedah,P.009 Ulu Muda,Ulu Muda,federal
1982-04-22,GE-06,Kedah,P.009 Ulu Muda,Ulu Muda,federal
1995-04-24,GE-09,Kedah,P.012 Yan,Yan,federal
1999-11-29,GE-10,Kedah,P.012 Yan,Yan,federal
1959-05-20,GE-01,Kelantan,P.090 Bachok,Bachok,federal
1964-04-25,GE-02,Kelantan,P.019 Bachok,Bachok,federal
1969-05-10,GE-03,Kelantan,P.019 Bachok,Bachok,federal
1974-08-24,GE-04,Kelantan,P.020 Bachok,Bachok,federal
1978-07-08,GE-05,Kelantan,P.020 Bachok,Bachok,federal
1982-04-22,GE-06,Kelantan,P.020 Bachok,Bachok,federal
1986-08-02,GE-07,Kelantan,P.023 Bachok,Bachok,federal
1990-10-20,GE-08,Kelantan,P.023 Bachok,Bachok,federal
1995-04-24,GE-09,Kelantan,P.025 Bachok,Bachok,federal
1999-11-29,GE-10,Kelantan,P.025 Bachok,Bachok,federal
2004-03-21,GE-11,Kelantan,P.025 Bachok,Bachok,federal
2008-03-08,GE-12,Kelantan,P.025 Bachok,Bachok,federal
2013-05-05,GE-13,Kelantan,P.025 Bachok,Bachok,federal
2018-05-09,GE-14,Kelantan,P.025 Bachok,Bachok,federal
2022-11-19,GE-15,Kelantan,P.025 Bachok,Bachok,federal
1986-08-02,GE-07,Kelantan,P.029 Gua Musang,Gua Musang,federal
1990-10-20,GE-08,Kelantan,P.029 Gua Musang,Gua Musang,federal
1995-04-24,GE-09,Kelantan,P.032 Gua Musang,Gua Musang,federal
1999-11-29,GE-10,Kelantan,P.032 Gua Musang,Gua Musang,federal
2004-03-21,GE-11,Kelantan,P.032 Gua Musang,Gua Musang,federal
2008-03-08,GE-12,Kelantan,P.032 Gua Musang,Gua Musang,federal
2013-05-05,GE-13,Kelantan,P.032 Gua Musang,Gua Musang,federal
2018-05-09,GE-14,Kelantan,P.032 Gua Musang,Gua Musang,federal
2022-11-19,GE-15,Kelantan,P.032 Gua Musang,Gua Musang,federal
1995-04-24,GE-09,Kelantan,P.030 Jeli,Jeli,federal
1999-11-29,GE-10,Kelantan,P.030 Jeli,Jeli,federal
2004-03-21,GE-11,Kelantan,P.030 Jeli,Jeli,federal
2008-03-08,GE-12,Kelantan,P.030 Jeli,Jeli,federal
2013-05-05,GE-13,Kelantan,P.030 Jeli,Jeli,federal
2018-05-09,GE-14,Kelantan,P.030 Jeli,Jeli,federal
2022-11-19,GE-15,Kelantan,P.030 Jeli,Jeli,federal
1959-05-20,GE-01,Kelantan,P.094 Kelantan Hilir,Kelantan Hilir,federal
1964-04-25,GE-02,Kelantan,P.016 Kelantan Hilir,Kelantan Hilir,federal
1969-05-10,GE-03,Kelantan,P.016 Kelantan Hilir,Kelantan Hilir,federal
1955-07-25,GE-00,Kelantan,P.044 Kelantan Selatan,Kelantan Selatan,federal
1955-07-25,GE-00,Kelantan,P.048 Kelantan Tengah,Kelantan Tengah,federal
1955-07-25,GE-00,Kelantan,P.045 Kelantan Timor,Kelantan Timor,federal
1955-07-25,GE-00,Kelantan,P.047 Kelantan Utara,Kelantan Utara,federal
2004-03-21,GE-11,Kelantan,P.026 Ketereh,Ketereh,federal
2008-03-08,GE-12,Kelantan,P.026 Ketereh,Ketereh,federal
2013-05-05,GE-13,Kelantan,P.026 Ketereh,Ketereh,federal
2018-05-09,GE-14,Kelantan,P.026 Ketereh,Ketereh,federal
2022-11-19,GE-15,Kelantan,P.026 Ketereh,Ketereh,federal
1986-08-02,GE-07,Kelantan,P.025 Kok Lanas,Kok Lanas,federal
1990-10-20,GE-08,Kelantan,P.025 Kok Lanas,Kok Lanas,federal
1986-08-02,GE-07,Kelantan,P.019 Kota Baharu,Kota Baharu,federal
1974-08-24,GE-04,Kelantan,P.019 Kota Bharu,Kota Bharu,federal
1978-07-08,GE-05,Kelantan,P.019 Kota Bharu,Kota Bharu,federal
1982-04-22,GE-06,Kelantan,P.019 Kota Bharu,Kota Bharu,federal
1990-10-20,GE-08,Kelantan,P.019 Kota Bharu,Kota Bharu,federal
1995-04-24,GE-09,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
1999-11-29,GE-10,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
2004-03-21,GE-11,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
2008-03-08,GE-12,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
2013-05-05,GE-13,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
2018-05-09,GE-14,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
2022-11-19,GE-15,Kelantan,P.021 Kota Bharu,Kota Bharu,federal
1959-05-20,GE-01,Kelantan,P.095 Kota Bharu Hilir,Kota Bharu Hilir,federal
1964-04-25,GE-02,Kelantan,P.018 Kota Bharu Hilir,Kota Bharu Hilir,federal
1969-05-10,GE-03,Kelantan,P.018 Kota Bharu Hilir,Kota Bharu Hilir,federal
1959-05-20,GE-01,Kelantan,P.096 Kota Bharu Hulu,Kota Bharu Hulu,federal
1964-04-25,GE-02,Kelantan,P.020 Kota Bharu Hulu,Kota Bharu Hulu,federal
1969-05-10,GE-03,Kelantan,P.020 Kota Bharu Hulu,Kota Bharu Hulu,federal
1974-08-24,GE-04,Kelantan,P.026 Kuala Krai,Kuala Krai,federal
1978-07-08,GE-05,Kelantan,P.026 Kuala Krai,Kuala Krai,federal
1986-08-02,GE-07,Kelantan,P.028 Kuala Krai,Kuala Krai,federal
1982-04-22,GE-06,Kelantan,P.026 Kuala Krai,Kuala Krai,federal
1990-10-20,GE-08,Kelantan,P.028 Kuala Krai,Kuala Krai,federal
1995-04-24,GE-09,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
1999-11-29,GE-10,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
2004-03-21,GE-11,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
2008-03-08,GE-12,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
2013-05-05,GE-13,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
2018-05-09,GE-14,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
2022-11-19,GE-15,Kelantan,P.031 Kuala Krai,Kuala Krai,federal
1995-04-24,GE-09,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
1999-11-29,GE-10,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
2004-03-21,GE-11,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
2008-03-08,GE-12,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
2013-05-05,GE-13,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
2018-05-09,GE-14,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
2022-11-19,GE-15,Kelantan,P.024 Kubang Kerian,Kubang Kerian,federal
1974-08-24,GE-04,Kelantan,P.024 Machang,Machang,federal
1978-07-08,GE-05,Kelantan,P.024 Machang,Machang,federal
1982-04-22,GE-06,Kelantan,P.024 Machang,Machang,federal
1986-08-02,GE-07,Kelantan,P.027 Machang,Machang,federal
1990-10-20,GE-08,Kelantan,P.027 Machang,Machang,federal
1995-04-24,GE-09,Kelantan,P.029 Machang,Machang,federal
1999-11-29,GE-10,Kelantan,P.029 Machang,Machang,federal
2004-03-21,GE-11,Kelantan,P.029 Machang,Machang,federal
2008-03-08,GE-12,Kelantan,P.029 Machang,Machang,federal
2013-05-05,GE-13,Kelantan,P.029 Machang,Machang,federal
2018-05-09,GE-14,Kelantan,P.029 Machang,Machang,federal
2022-11-19,GE-15,Kelantan,P.029 Machang,Machang,federal
1974-08-24,GE-04,Kelantan,P.022 Nilam Puri,Nilam Puri,federal
1978-07-08,GE-05,Kelantan,P.022 Nilam Puri,Nilam Puri,federal
1982-04-22,GE-06,Kelantan,P.022 Nilam Puri,Nilam Puri,federal
1986-08-02,GE-07,Kelantan,P.022 Nilam Puri,Nilam Puri,federal
1990-10-20,GE-08,Kelantan,P.022 Nilam Puri,Nilam Puri,federal
1995-04-24,GE-09,Kelantan,P.020 Pengkalan Chepa,Pangkalan Chepa,federal
1955-07-25,GE-00,Kelantan,P.046 Pasir Mas,Pasir Mas,federal
1974-08-24,GE-04,Kelantan,P.018 Pasir Mas,Pasir Mas,federal
1978-07-08,GE-05,Kelantan,P.018 Pasir Mas,Pasir Mas,federal
1982-04-22,GE-06,Kelantan,P.018 Pasir Mas,Pasir Mas,federal
1986-08-02,GE-07,Kelantan,P.020 Pasir Mas,Pasir Mas,federal
1990-10-20,GE-08,Kelantan,P.020 Pasir Mas,Pasir Mas,federal
1995-04-24,GE-09,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
1999-11-29,GE-10,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
2004-03-21,GE-11,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
2008-03-08,GE-12,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
2013-05-05,GE-13,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
2018-05-09,GE-14,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
2022-11-19,GE-15,Kelantan,P.022 Pasir Mas,Pasir Mas,federal
1959-05-20,GE-01,Kelantan,P.091 Pasir Mas Hilir,Pasir Mas Hilir,federal
1964-04-25,GE-02,Kelantan,P.017 Pasir Mas Hilir,Pasir Mas Hilir,federal
1969-05-10,GE-03,Kelantan,P.017 Pasir Mas Hilir,Pasir Mas Hilir,federal
1959-05-20,GE-01,Kelantan,P.092 Pasir Mas Hulu,Pasir Mas Hulu,federal
1964-04-25,GE-02,Kelantan,P.021 Pasir Mas Hulu,Pasir Mas Hulu,federal
1969-05-10,GE-03,Kelantan,P.021 Pasir Mas Hulu,Pasir Mas Hulu,federal
1959-05-20,GE-01,Kelantan,P.089 Pasir Puteh,Pasir Puteh,federal
1964-04-25,GE-02,Kelantan,P.022 Pasir Puteh,Pasir Puteh,federal
1969-05-10,GE-03,Kelantan,P.022 Pasir Puteh,Pasir Puteh,federal
1974-08-24,GE-04,Kelantan,P.025 Pasir Puteh,Pasir Puteh,federal
1978-07-08,GE-05,Kelantan,P.025 Pasir Puteh,Pasir Puteh,federal
1982-04-22,GE-06,Kelantan,P.025 Pasir Puteh,Pasir Puteh,federal
1986-08-02,GE-07,Kelantan,P.024 Pasir Puteh,Pasir Puteh,federal
1990-10-20,GE-08,Kelantan,P.024 Pasir Puteh,Pasir Puteh,federal
1995-04-24,GE-09,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
1999-11-29,GE-10,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
2004-03-21,GE-11,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
2008-03-08,GE-12,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
2013-05-05,GE-13,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
2018-05-09,GE-14,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
2022-11-19,GE-15,Kelantan,P.028 Pasir Puteh,Pasir Puteh,federal
1974-08-24,GE-04,Kelantan,P.017 Pengkalan Chepa,Pengkalan Chepa,federal
1978-07-08,GE-05,Kelantan,P.017 Pengkalan Chepa,Pengkalan Chepa,federal
1982-04-22,GE-06,Kelantan,P.017 Pengkalan Chepa,Pengkalan Chepa,federal
1986-08-02,GE-07,Kelantan,P.018 Pengkalan Chepa,Pengkalan Chepa,federal
1990-10-20,GE-08,Kelantan,P.018 Pengkalan Chepa,Pengkalan Chepa,federal
1999-11-29,GE-10,Kelantan,P.020 Pengkalan Chepa,Pengkalan Chepa,federal
2004-03-21,GE-11,Kelantan,P.020 Pengkalan Chepa,Pengkalan Chepa,federal
2008-03-08,GE-12,Kelantan,P.020 Pengkalan Chepa,Pengkalan Chepa,federal
2013-05-05,GE-13,Kelantan,P.020 Pengkalan Chepa,Pengkalan Chepa,federal
2018-05-09,GE-14,Kelantan,P.020 Pengkalan Chepa,Pengkalan Chepa,federal
2022-11-19,GE-15,Kelantan,P.020 Pengkalan Chepa,Pengkalan Chepa,federal
1995-04-24,GE-09,Kelantan,P.026 Peringat,Peringat,federal
1999-11-29,GE-10,Kelantan,P.026 Peringat,Peringat,federal
1974-08-24,GE-04,Kelantan,P.021 Rantau Panjang,Rantau Panjang,federal
1978-07-08,GE-05,Kelantan,P.021 Rantau Panjang,Rantau Panjang,federal
1982-04-22,GE-06,Kelantan,P.021 Rantau Panjang,Rantau Panjang,federal
1986-08-02,GE-07,Kelantan,P.021 Rantau Panjang,Rantau Panjang,federal
1990-10-20,GE-08,Kelantan,P.021 Rantau Panjang,Rantau Panjang,federal
1995-04-24,GE-09,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
1999-11-29,GE-10,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
2004-03-21,GE-11,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
2008-03-08,GE-12,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
2013-05-05,GE-13,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
2018-05-09,GE-14,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
2022-11-19,GE-15,Kelantan,P.023 Rantau Panjang,Rantau Panjang,federal
1959-05-20,GE-01,Kelantan,P.088 Tanah Merah,Tanah Merah,federal
1964-04-25,GE-02,Kelantan,P.023 Tanah Merah,Tanah Merah,federal
1969-05-10,GE-03,Kelantan,P.023 Tanah Merah,Tanah Merah,federal
1974-08-24,GE-04,Kelantan,P.023 Tanah Merah,Tanah Merah,federal
1978-07-08,GE-05,Kelantan,P.023 Tanah Merah,Tanah Merah,federal
1982-04-22,GE-06,Kelantan,P.023 Tanah Merah,Tanah Merah,federal
1986-08-02,GE-07,Kelantan,P.026 Tanah Merah,Tanah Merah,federal
1990-10-20,GE-08,Kelantan,P.026 Tanah Merah,Tanah Merah,federal
1995-04-24,GE-09,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
1999-11-29,GE-10,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
2004-03-21,GE-11,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
2008-03-08,GE-12,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
2013-05-05,GE-13,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
2018-05-09,GE-14,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
2022-11-19,GE-15,Kelantan,P.027 Tanah Merah,Tanah Merah,federal
1959-05-20,GE-01,Kelantan,P.093 Tumpat,Tumpat,federal
1964-04-25,GE-02,Kelantan,P.015 Tumpat,Tumpat,federal
1969-05-10,GE-03,Kelantan,P.015 Tumpat,Tumpat,federal
1974-08-24,GE-04,Kelantan,P.016 Tumpat,Tumpat,federal
1978-07-08,GE-05,Kelantan,P.016 Tumpat,Tumpat,federal
1982-04-22,GE-06,Kelantan,P.016 Tumpat,Tumpat,federal
1986-08-02,GE-07,Kelantan,P.017 Tumpat,Tumpat,federal
1990-10-20,GE-08,Kelantan,P.017 Tumpat,Tumpat,federal
1995-04-24,GE-09,Kelantan,P.019 Tumpat,Tumpat,federal
1999-11-29,GE-10,Kelantan,P.019 Tumpat,Tumpat,federal
2004-03-21,GE-11,Kelantan,P.019 Tumpat,Tumpat,federal
2008-03-08,GE-12,Kelantan,P.019 Tumpat,Tumpat,federal
2013-05-05,GE-13,Kelantan,P.019 Tumpat,Tumpat,federal
2018-05-09,GE-14,Kelantan,P.019 Tumpat,Tumpat,federal
2022-11-19,GE-15,Kelantan,P.019 Tumpat,Tumpat,federal
1959-05-20,GE-01,Kelantan,P.087 Ulu Kelantan,Ulu Kelantan,federal
1964-04-25,GE-02,Kelantan,P.024 Ulu Kelantan,Ulu Kelantan,federal
1969-05-10,GE-03,Kelantan,P.024 Ulu Kelantan,Ulu Kelantan,federal
1974-08-24,GE-04,Kelantan,P.027 Ulu Kelantan,Ulu Kelantan,federal
1978-07-08,GE-05,Kelantan,P.027 Ulu Kelantan,Ulu Kelantan,federal
1982-04-22,GE-06,Kelantan,P.027 Ulu Kelantan,Ulu Kelantan,federal
1974-08-24,GE-04,Melaka,P.095 Alor Gajah,Alor Gajah,federal
1978-07-08,GE-05,Melaka,P.095 Alor Gajah,Alor Gajah,federal
1982-04-22,GE-06,Melaka,P.095 Alor Gajah,Alor Gajah,federal
1986-08-02,GE-07,Melaka,P.110 Alor Gajah,Alor Gajah,federal
1990-10-20,GE-08,Melaka,P.110 Alor Gajah,Alor Gajah,federal
1995-04-24,GE-09,Melaka,P.120 Alor Gajah,Alor Gajah,federal
