date,election,state,seat,area_name,type
1974-08-24,SE-04,Kelantan,N.12 Kubang Kerian,Kubang Kerian,state
1978-07-08,SE-05,Kelantan,N.12 Kubang Kerian,Kubang Kerian,state
1982-04-22,SE-06,Kelantan,N.12 Kubang Kerian,Kubang Kerian,state
1986-08-02,SE-07,Kelantan,N.32 Labok,Labok,state
1990-10-20,SE-08,Kelantan,N.32 Labok,Labok,state
1974-08-24,SE-04,Kelantan,N.23 Lanas,Lanas,state
1978-07-08,SE-05,Kelantan,N.23 Lanas,Lanas,state
1982-04-22,SE-06,Kelantan,N.23 Lanas,Lanas,state
1959-05-20,SE-01,Kelantan,N.16 Lemal,Lemal,state
1964-04-25,SE-02,Kelantan,N.20 Lemal,Lemal,state
1969-05-10,SE-03,Kelantan,N.20 Lemal,Lemal,state
1974-08-24,SE-04,Kelantan,N.17 Lemal,Lemal,state
1978-07-08,SE-05,Kelantan,N.17 Lemal,Lemal,state
1982-04-22,SE-06,Kelantan,N.17 Lemal,Lemal,state
1986-08-02,SE-07,Kelantan,N.23 Limbongan,Limbongan,state
1990-10-20,SE-08,Kelantan,N.23 Limbongan,Limbongan,state
1995-04-24,SE-09,Kelantan,N.29 Limbongan,Limbongan,state
1999-11-29,SE-10,Kelantan,N.29 Limbongan,Limbongan,state
2004-03-21,SE-11,Kelantan,N.30 Limbongan,Limbongan,state
2008-03-08,SE-12,Kelantan,N.30 Limbongan,Limbongan,state
2013-05-05,SE-13,Kelantan,N.30 Limbongan,Limbongan,state
2018-05-09,SE-14,Kelantan,N.30 Limbongan,Limbongan,state
2023-08-12,SE-15,Kelantan,N.30 Limbongan,Limbongan,state
1986-08-02,SE-07,Kelantan,N.09 Lundang,Lundang,state
1990-10-20,SE-08,Kelantan,N.09 Lundang,Lundang,state
1959-05-20,SE-01,Kelantan,N.03 Machang Selatan,Machang Selatan,state
1964-04-25,SE-02,Kelantan,N.28 Machang Selatan,Machang Selatan,state
1969-05-10,SE-03,Kelantan,N.28 Machang Selatan,Machang Selatan,state
1959-05-20,SE-01,Kelantan,N.04 Machang Utara,Machang Utara,state
1964-04-25,SE-02,Kelantan,N.25 Machang Utara,Machang Utara,state
1969-05-10,SE-03,Kelantan,N.25 Machang Utara,Machang Utara,state
1974-08-24,SE-04,Kelantan,N.36 Manek Urai,Manek Urai,state
1978-07-08,SE-05,Kelantan,N.36 Manek Urai,Manek Urai,state
1982-04-22,SE-06,Kelantan,N.36 Manek Urai,Manek Urai,state
1986-08-02,SE-07,Kelantan,N.36 Manek Urai,Manek Urai,state
1990-10-20,SE-08,Kelantan,N.36 Manek Urai,Manek Urai,state
1995-04-24,SE-09,Kelantan,N.40 Manek Urai,Manek Urai,state
1999-11-29,SE-10,Kelantan,N.40 Manek Urai,Manek Urai,state
2004-03-21,SE-11,Kelantan,N.41 Manek Urai,Manek Urai,state
2008-03-08,SE-12,Kelantan,N.41 Manek Urai,Manek Urai,state
2009-07-14,BY-ELECTION,Kelantan,N.41 Manek Urai,Manek Urai,state
2013-05-05,SE-13,Kelantan,N.41 Manek Urai,Manek Urai,state
2018-05-09,SE-14,Kelantan,N.41 Manek Urai,Manek Urai,state
2023-08-12,SE-15,Kelantan,N.41 Manek Urai,Manek Urai,state
1995-04-24,SE-09,Kelantan,N.22 Melor,Melor,state
1999-11-29,SE-10,Kelantan,N.22 Melor,Melor,state
2004-03-21,SE-11,Kelantan,N.23 Melor,Melor,state
2008-03-08,SE-12,Kelantan,N.23 Melor,Melor,state
2013-05-05,SE-13,Kelantan,N.23 Melor,Melor,state
2018-05-09,SE-14,Kelantan,N.23 Melor,Melor,state
2023-08-12,SE-15,Kelantan,N.23 Melor,Melor,state
1995-04-24,SE-09,Kelantan,N.39 Mengkebang,Mengkebang,state
1999-11-29,SE-10,Kelantan,N.39 Mengkebang,Mengkebang,state
2004-03-21,SE-11,Kelantan,N.39 Mengkebang,Mengkebang,state
2008-03-08,SE-12,Kelantan,N.39 Mengkebang,Mengkebang,state
2013-05-05,SE-13,Kelantan,N.39 Mengkebang,Mengkebang,state
2018-05-09,SE-14,Kelantan,N.39 Mengkebang,Mengkebang,state
2023-08-12,SE-15,Kelantan,N.39 Mengkebang,Mengkebang,state
1959-05-20,SE-01,Kelantan,N.14 Meranti,Meranti,state
1964-04-25,SE-02,Kelantan,N.07 Meranti,Meranti,state
1969-05-10,SE-03,Kelantan,N.07 Meranti,Meranti,state
1974-08-24,SE-04,Kelantan,N.08 Meranti,Meranti,state
1978-07-08,SE-05,Kelantan,N.08 Meranti,Meranti,state
1982-04-22,SE-06,Kelantan,N.08 Meranti,Meranti,state
1986-08-02,SE-07,Kelantan,N.12 Meranti,Meranti,state
1990-10-20,SE-08,Kelantan,N.12 Meranti,Meranti,state
1995-04-24,SE-09,Kelantan,N.13 Meranti,Meranti,state
1999-11-29,SE-10,Kelantan,N.13 Meranti,Meranti,state
2004-03-21,SE-11,Kelantan,N.14 Meranti,Meranti,state
2008-03-08,SE-12,Kelantan,N.14 Meranti,Meranti,state
2013-05-05,SE-13,Kelantan,N.14 Meranti,Meranti,state
2018-05-09,SE-14,Kelantan,N.13 Meranti,Meranti,state
2023-08-12,SE-15,Kelantan,N.13 Meranti,Meranti,state
1986-08-02,SE-07,Kelantan,N.17 Mulong,Mulong,state
1990-10-20,SE-08,Kelantan,N.17 Mulong,Mulong,state
2004-03-21,SE-11,Kelantan,N.43 Nenggiri,Nenggiri,state
2008-03-08,SE-12,Kelantan,N.43 Nenggiri,Nenggiri,state
2013-05-05,SE-13,Kelantan,N.43 Nenggiri,Nenggiri,state
2018-05-09,SE-14,Kelantan,N.43 Nenggiri,Nenggiri,state
2023-08-12,SE-15,Kelantan,N.43 Nenggiri,Nenggiri,state
2024-08-17,BY-ELECTION,Kelantan,N.43 Nenggiri,Nenggiri,state
1986-08-02,SE-07,Kelantan,N.07 Padang Garong,Padang Garong,state
1990-10-20,SE-08,Kelantan,N.07 Padang Garong,Padang Garong,state
1974-08-24,SE-04,Kelantan,N.33 Pahi,Pahi,state
1978-07-08,SE-05,Kelantan,N.33 Pahi,Pahi,state
1982-04-22,SE-06,Kelantan,N.33 Pahi,Pahi,state
1986-08-02,SE-07,Kelantan,N.38 Paloh,Paloh,state
1990-10-20,SE-08,Kelantan,N.38 Paloh,Paloh,state
1995-04-24,SE-09,Kelantan,N.42 Paloh,Paloh,state
1999-11-29,SE-10,Kelantan,N.42 Paloh,Paloh,state
2004-03-21,SE-11,Kelantan,N.44 Paloh,Paloh,state
2008-03-08,SE-12,Kelantan,N.44 Paloh,Paloh,state
2013-05-05,SE-13,Kelantan,N.44 Paloh,Paloh,state
2018-05-09,SE-14,Kelantan,N.44 Paloh,Paloh,state
2023-08-12,SE-15,Kelantan,N.44 Paloh,Paloh,state
1995-04-24,SE-09,Kelantan,N.06 Panchor,Panchor,state
1999-11-29,SE-10,Kelantan,N.06 Panchor,Panchor,state
2004-03-21,SE-11,Kelantan,N.07 Panchor,Panchor,state
2008-03-08,SE-12,Kelantan,N.07 Panchor,Panchor,state
2013-05-05,SE-13,Kelantan,N.07 Panchor,Panchor,state
2018-05-09,SE-14,Kelantan,N.07 Panchor,Panchor,state
2023-08-12,SE-15,Kelantan,N.07 Panchor,Panchor,state
1986-08-02,SE-07,Kelantan,N.29 Panglima Bayu,Panglima Bayu,state
1990-10-20,SE-08,Kelantan,N.29 Panglima Bayu,Panglima Bayu,state
2018-05-09,SE-14,Kelantan,N.21 Pantai Irama,Pantai Irama,state
2023-08-12,SE-15,Kelantan,N.21 Pantai Irama,Pantai Irama,state
1995-04-24,SE-09,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
1999-11-29,SE-10,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
2004-03-21,SE-11,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
2008-03-08,SE-12,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
2013-05-05,SE-13,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
2018-05-09,SE-14,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
2023-08-12,SE-15,Kelantan,N.03 Pasir Pekan,Pasir Pekan,state
1959-05-20,SE-01,Kelantan,N.08 Pasir Puteh Tengah,Pasir Puteh Tengah,state
1964-04-25,SE-02,Kelantan,N.23 Pasir Puteh Tengah,Pasir Puteh Tengah,state
1969-05-10,SE-03,Kelantan,N.23 Pasir Puteh Tengah,Pasir Puteh Tengah,state
1959-05-20,SE-01,Kelantan,N.09 Pasir Puteh Tenggara,Pasir Puteh Tenggara,state
1964-04-25,SE-02,Kelantan,N.24 Pasir Puteh Tenggara,Pasir Puteh Tenggara,state
1969-05-10,SE-03,Kelantan,N.24 Pasir Puteh Tenggara,Pasir Puteh Tenggara,state
1959-05-20,SE-01,Kelantan,N.07 Pasir Puteh Utara,Pasir Puteh Utara,state
1964-04-25,SE-02,Kelantan,N.22 Pasir Puteh Utara,Pasir Puteh Utara,state
1969-05-10,SE-03,Kelantan,N.22 Pasir Puteh Utara,Pasir Puteh Utara,state
1995-04-24,SE-09,Kelantan,N.17 Pasir Tumboh,Pasir Tumboh,state
1999-11-29,SE-10,Kelantan,N.17 Pasir Tumboh,Pasir Tumboh,state
2004-03-21,SE-11,Kelantan,N.18 Pasir Tumboh,Pasir Tumboh,state
2008-03-08,SE-12,Kelantan,N.18 Pasir Tumboh,Pasir Tumboh,state
2013-05-05,SE-13,Kelantan,N.18 Pasir Tumboh,Pasir Tumboh,state
2018-05-09,SE-14,Kelantan,N.18 Pasir Tumboh,Pasir Tumboh,state
2023-08-12,SE-15,Kelantan,N.18 Pasir Tumboh,Pasir Tumboh,state
1995-04-24,SE-09,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
1999-11-29,SE-10,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
2004-03-21,SE-11,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
2008-03-08,SE-12,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
2013-05-05,SE-13,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
2014-09-25,BY-ELECTION,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
2018-05-09,SE-14,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
2023-08-12,SE-15,Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,state
1986-08-02,SE-07,Kelantan,N.11 Pengkalan Pasir,Pengkalan Pasir,state
1990-10-20,SE-08,Kelantan,N.11 Pengkalan Pasir,Pengkalan Pasir,state
1995-04-24,SE-09,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
1999-11-29,SE-10,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
2004-03-21,SE-11,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
2008-03-08,SE-12,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
2013-05-05,SE-13,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
2018-05-09,SE-14,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
2023-08-12,SE-15,Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,state
1995-04-24,SE-09,Kelantan,N.37 Pergau,Pergau,state
1999-11-29,SE-10,Kelantan,N.37 Pergau,Pergau,state
1974-08-24,SE-04,Kelantan,N.21 Peringat,Peringat,state
1978-07-08,SE-05,Kelantan,N.21 Peringat,Peringat,state
1982-04-22,SE-06,Kelantan,N.21 Peringat,Peringat,state
1986-08-02,SE-07,Kelantan,N.18 Peringat,Peringat,state
1990-10-20,SE-08,Kelantan,N.18 Peringat,Peringat,state
1974-08-24,SE-04,Kelantan,N.14 Perupok,Perupok,state
1978-07-08,SE-05,Kelantan,N.14 Perupok,Perupok,state
1982-04-22,SE-06,Kelantan,N.14 Perupok,Perupok,state
1986-08-02,SE-07,Kelantan,N.20 Perupok,Perupok,state
1990-10-20,SE-08,Kelantan,N.20 Perupok,Perupok,state
1995-04-24,SE-09,Kelantan,N.20 Perupok,Perupok,state
1999-11-29,SE-10,Kelantan,N.20 Perupok,Perupok,state
2004-03-21,SE-11,Kelantan,N.21 Perupok,Perupok,state
2008-03-08,SE-12,Kelantan,N.21 Perupok,Perupok,state
2013-05-05,SE-13,Kelantan,N.21 Perupok,Perupok,state
1974-08-24,SE-04,Kelantan,N.25 Pulai Chondong,Pulai Chondong,state
1978-07-08,SE-05,Kelantan,N.25 Pulai Chondong,Pulai Chondong,state
1982-04-22,SE-06,Kelantan,N.25 Pulai Chondong,Pulai Chondong,state
1986-08-02,SE-07,Kelantan,N.27 Pulai Chondong,Pulai Chondong,state
1990-10-20,SE-08,Kelantan,N.27 Pulai Chondong,Pulai Chondong,state
1995-04-24,SE-09,Kelantan,N.32 Pulai Chondong,Pulai Chondong,state
1999-11-29,SE-10,Kelantan,N.32 Pulai Chondong,Pulai Chondong,state
2004-03-21,SE-11,Kelantan,N.33 Pulai Chondong,Pulai Chondong,state
2008-03-08,SE-12,Kelantan,N.33 Pulai Chondong,Pulai Chondong,state
2013-05-05,SE-13,Kelantan,N.33 Pulai Chondong,Pulai Chondong,state
2018-05-09,SE-14,Kelantan,N.33 Pulai Chondong,Pulai Chondong,state
2023-08-12,SE-15,Kelantan,N.33 Pulai Chondong,Pulai Chondong,state
1959-05-20,SE-01,Kelantan,N.18 Rantau Panjang,Rantau Panjang,state
1964-04-25,SE-02,Kelantan,N.19 Rantau Panjang,Rantau Panjang,state
1969-05-10,SE-03,Kelantan,N.19 Rantau Panjang,Rantau Panjang,state
1974-08-24,SE-04,Kelantan,N.19 Salor,Salor,state
1978-07-08,SE-05,Kelantan,N.19 Salor,Salor,state
1982-04-22,SE-06,Kelantan,N.19 Salor,Salor,state
1986-08-02,SE-07,Kelantan,N.16 Salor,Salor,state
1990-10-20,SE-08,Kelantan,N.16 Salor,Salor,state
1995-04-24,SE-09,Kelantan,N.16 Salor,Salor,state
1999-11-29,SE-10,Kelantan,N.16 Salor,Salor,state
2004-03-21,SE-11,Kelantan,N.17 Salor,Salor,state
2008-03-08,SE-12,Kelantan,N.17 Salor,Salor,state
2013-05-05,SE-13,Kelantan,N.17 Salor,Salor,state
2018-05-09,SE-14,Kelantan,N.17 Salor,Salor,state
2023-08-12,SE-15,Kelantan,N.17 Salor,Salor,state
1982-04-22,SE-06,Kelantan,N.01 Sampingan,Sampingan,state
1974-08-24,SE-04,Kelantan,N.28 Selising,Selising,state
1978-07-08,SE-05,Kelantan,N.28 Selising,Selising,state
1982-04-22,SE-06,Kelantan,N.28 Selising,Selising,state
1986-08-02,SE-07,Kelantan,N.25 Selising,Selising,state
1990-10-20,SE-08,Kelantan,N.25 Selising,Selising,state
1995-04-24,SE-09,Kelantan,N.28 Selising,Selising,state
1999-11-29,SE-10,Kelantan,N.28 Selising,Selising,state
2004-03-21,SE-11,Kelantan,N.29 Selising,Selising,state
2008-03-08,SE-12,Kelantan,N.29 Selising,Selising,state
2013-05-05,SE-13,Kelantan,N.29 Selising,Selising,state
2018-05-09,SE-14,Kelantan,N.29 Selising,Selising,state
2023-08-12,SE-15,Kelantan,N.29 Selising,Selising,state
1995-04-24,SE-09,Kelantan,N.30 Semerak,Semerak,state
1999-11-29,SE-10,Kelantan,N.30 Semerak,Semerak,state
2004-03-21,SE-11,Kelantan,N.31 Semerak,Semerak,state
2008-03-08,SE-12,Kelantan,N.31 Semerak,Semerak,state
2013-05-05,SE-13,Kelantan,N.31 Semerak,Semerak,state
2018-05-09,SE-14,Kelantan,N.31 Semerak,Semerak,state
2023-08-12,SE-15,Kelantan,N.31 Semerak,Semerak,state
1974-08-24,SE-04,Kelantan,N.04 Semut Api,Semut Api,state
1978-07-08,SE-05,Kelantan,N.04 Semut Api,Semut Api,state
1982-04-22,SE-06,Kelantan,N.04 Semut Api,Semut Api,state
1986-08-02,SE-07,Kelantan,N.04 Semut Api,Semut Api,state
1990-10-20,SE-08,Kelantan,N.04 Semut Api,Semut Api,state
1974-08-24,SE-04,Kelantan,N.06 Sering,Sering,state
1978-07-08,SE-05,Kelantan,N.06 Sering,Sering,state
1982-04-22,SE-06,Kelantan,N.06 Sering,Sering,state
1974-08-24,SE-04,Kelantan,N.01 Simpangan,Simpangan,state
1978-07-08,SE-05,Kelantan,N.01 Simpangan,Simpangan,state
1978-07-08,SE-05,Kelantan,N.10 Sungai Keladi,Sungai Keladi,state
1978-07-08,SE-05,Kelantan,N.02 Sungai Pinang,Sungai Pinang,state
1986-08-02,SE-07,Kelantan,N.02 Sungai Pinang,Sungai Pinang,state
1990-10-20,SE-08,Kelantan,N.02 Sungai Pinang,Sungai Pinang,state
1978-07-08,SE-05,Kelantan,N.27 Sungai Rasau,Sungai Rasau,state
1974-08-24,SE-04,Kelantan,N.10 Sungei Keladi,Sungei Keladi,state
1982-04-22,SE-06,Kelantan,N.10 Sungei Keladi,Sungei Keladi,state
1974-08-24,SE-04,Kelantan,N.02 Sungei Pinang,Sungei Pinang,state
1982-04-22,SE-06,Kelantan,N.02 Sungei Pinang,Sungei Pinang,state
1974-08-24,SE-04,Kelantan,N.27 Sungei Rasau,Sungei Rasau,state
1982-04-22,SE-06,Kelantan,N.27 Sungei Rasau,Sungei Rasau,state
1959-05-20,SE-01,Kelantan,N.06 Tanah Merah Barat,Tanah Merah Barat,state
1964-04-25,SE-02,Kelantan,N.27 Tanah Merah Barat,Tanah Merah Barat,state
1969-05-10,SE-03,Kelantan,N.27 Tanah Merah Barat,Tanah Merah Barat,state
1959-05-20,SE-01,Kelantan,N.05 Tanah Merah Timor,Tanah Merah Timor,state
1964-04-25,SE-02,Kelantan,N.26 Tanah Merah Timor,Tanah Merah Timor,state
1969-05-10,SE-03,Kelantan,N.26 Tanah Merah Timor,Tanah Merah Timor,state
1995-04-24,SE-09,Kelantan,N.07 Tanjong Mas,Tanjong Mas,state
1999-11-29,SE-10,Kelantan,N.07 Tanjong Mas,Tanjong Mas,state
2004-03-21,SE-11,Kelantan,N.08 Tanjong Mas,Tanjong Mas,state
2008-03-08,SE-12,Kelantan,N.08 Tanjong Mas,Tanjong Mas,state
2013-05-05,SE-13,Kelantan,N.08 Tanjong Mas,Tanjong Mas,state
2018-05-09,SE-14,Kelantan,N.08 Tanjong Mas,Tanjong Mas,state
2023-08-12,SE-15,Kelantan,N.08 Tanjong Mas,Tanjong Mas,state
1974-08-24,SE-04,Kelantan,N.13 Tawang,Tawang,state
1978-07-08,SE-05,Kelantan,N.13 Tawang,Tawang,state
1982-04-22,SE-06,Kelantan,N.13 Tawang,Tawang,state
1986-08-02,SE-07,Kelantan,N.19 Tawang,Tawang,state
1990-10-20,SE-08,Kelantan,N.19 Tawang,Tawang,state
1995-04-24,SE-09,Kelantan,N.19 Tawang,Tawang,state
1999-11-29,SE-10,Kelantan,N.19 Tawang,Tawang,state
2004-03-21,SE-11,Kelantan,N.20 Tawang,Tawang,state
2008-03-08,SE-12,Kelantan,N.20 Tawang,Tawang,state
2013-05-05,SE-13,Kelantan,N.20 Tawang,Tawang,state
2018-05-09,SE-14,Kelantan,N.20 Tawang,Tawang,state
2023-08-12,SE-15,Kelantan,N.20 Tawang,Tawang,state
1995-04-24,SE-09,Kelantan,N.11 Tendong,Tedong,state
1974-08-24,SE-04,Kelantan,N.11 Telipok,Telipok,state
1978-07-08,SE-05,Kelantan,N.11 Telipok,Telipok,state
1982-04-22,SE-06,Kelantan,N.11 Telipot,Telipot,state
1974-08-24,SE-04,Kelantan,N.31 Temangan,Temangan,state
1978-07-08,SE-05,Kelantan,N.31 Temangan,Temangan,state
1982-04-22,SE-06,Kelantan,N.31 Temangan,Temangan,state
1986-08-02,SE-07,Kelantan,N.34 Temangan,Temangan,state
1990-10-20,SE-08,Kelantan,N.34 Temangan,Temangan,state
2004-03-21,SE-11,Kelantan,N.34 Temangan,Temangan,state
2008-03-08,SE-12,Kelantan,N.34 Temangan,Temangan,state
2013-05-05,SE-13,Kelantan,N.34 Temangan,Temangan,state
2018-05-09,SE-14,Kelantan,N.34 Temangan,Temangan,state
2023-08-12,SE-15,Kelantan,N.34 Temangan,Temangan,state
1959-05-20,SE-01,Kelantan,N.13 Tendong,Tendong,state
1964-04-25,SE-02,Kelantan,N.08 Tendong,Tendong,state
1969-05-10,SE-03,Kelantan,N.08 Tendong,Tendong,state
1974-08-24,SE-04,Kelantan,N.07 Tendong,Tendong,state
1978-07-08,SE-05,Kelantan,N.07 Tendong,Tendong,state
1982-04-22,SE-06,Kelantan,N.07 Tendong,Tendong,state
1986-08-02,SE-07,Kelantan,N.10 Tendong,Tendong,state
1990-10-20,SE-08,Kelantan,N.10 Tendong,Tendong,state
1999-11-29,SE-10,Kelantan,N.11 Tendong,Tendong,state
2004-03-21,SE-11,Kelantan,N.11 Tendong,Tendong,state
2008-03-08,SE-12,Kelantan,N.11 Tendong,Tendong,state
2013-05-05,SE-13,Kelantan,N.11 Tendong,Tendong,state
2018-05-09,SE-14,Kelantan,N.11 Tendong,Tendong,state
2023-08-12,SE-15,Kelantan,N.11 Tendong,Tendong,state
1959-05-20,SE-01,Kelantan,N.17 Tok Uban,Tok Uban,state
1964-04-25,SE-02,Kelantan,N.21 Tok Uban,Tok Uban,state
1969-05-10,SE-03,Kelantan,N.21 Tok Uban,Tok Uban,state
1974-08-24,SE-04,Kelantan,N.18 Tok Uban,Tok Uban,state
1978-07-08,SE-05,Kelantan,N.18 Tok Uban,Tok Uban,state
1982-04-22,SE-06,Kelantan,N.18 Tok Uban,Tok Uban,state
1959-05-20,SE-01,Kelantan,N.19 Tumpat Barat,Tumpat Barat,state
1964-04-25,SE-02,Kelantan,N.01 Tumpat Barat,Tumpat Barat,state
1969-05-10,SE-03,Kelantan,N.01 Tumpat Barat,Tumpat Barat,state
1959-05-20,SE-01,Kelantan,N.20 Tumpat Tengah,Tumpat Tengah,state
1964-04-25,SE-02,Kelantan,N.02 Tumpat Tengah,Tumpat Tengah,state
1969-05-10,SE-03,Kelantan,N.02 Tumpat Tengah,Tumpat Tengah,state
1959-05-20,SE-01,Kelantan,N.21 Tumpat Timor,Tumpat Timor,state
1964-04-25,SE-02,Kelantan,N.03 Tumpat Timor,Tumpat Timor,state
1969-05-10,SE-03,Kelantan,N.03 Tumpat Timor,Tumpat Timor,state
1959-05-20,SE-01,Kelantan,N.01 Ulu Kelantan Barat,Ulu Kelantan Barat,state
1964-04-25,SE-02,Kelantan,N.30 Ulu Kelantan Barat,Ulu Kelantan Barat,state
1969-05-10,SE-03,Kelantan,N.30 Ulu Kelantan Barat,Ulu Kelantan Barat,state
1959-05-20,SE-01,Kelantan,N.02 Ulu Kelantan Timor,Ulu Kelantan Timor,state
1964-04-25,SE-02,Kelantan,N.29 Ulu Kelantan Timor,Ulu Kelantan Timor,state
1969-05-10,SE-03,Kelantan,N.29 Ulu Kelantan Timor,Ulu Kelantan Timor,state
1974-08-24,SE-04,Kelantan,N.03 Wakaf Bharu,Wakaf Bharu,state
1978-07-08,SE-05,Kelantan,N.03 Wakaf Bharu,Wakaf Bharu,state
1982-04-22,SE-06,Kelantan,N.03 Wakaf Bharu,Wakaf Bharu,state
1986-08-02,SE-07,Kelantan,N.03 Wakaf Baharu,Wakaf Bharu,state
1990-10-20,SE-08,Kelantan,N.03 Wakaf Baharu,Wakaf Bharu,state
1995-04-24,SE-09,Kelantan,N.10 Wakaf Bharu,Wakaf Bharu,state
1999-11-29,SE-10,Kelantan,N.10 Wakaf Bharu,Wakaf Bharu,state
2004-03-21,SE-11,Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,state
2008-03-08,SE-12,Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,state
2013-05-05,SE-13,Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,state
2018-05-09,SE-14,Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,state
2023-08-12,SE-15,Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,state
1995-04-24,SE-09,Melaka,N.20 Alai,Alai,state
1999-11-29,SE-10,Melaka,N.20 Alai,Alai,state
1959-05-20,SE-01,Melaka,N.14 Alor Gajah,Alor Gajah,state
1964-04-25,SE-02,Melaka,N.14 Alor Gajah,Alor Gajah,state
1969-05-10,SE-03,Melaka,N.14 Alor Gajah,Alor Gajah,state
2004-03-21,SE-11,Melaka,N.10 Asahan,Asahan,state
2008-03-08,SE-12,Melaka,N.10 Asahan,Asahan,state
2013-05-05,SE-13,Melaka,N.10 Asahan,Asahan,state
2018-05-09,SE-14,Melaka,N.10 Asahan,Asahan,state
2021-11-20,SE-15,Melaka,N.10 Asahan,Asahan,state
1974-08-24,SE-04,Melaka,N.12 Ayer Keroh,Ayer Keroh,state
1978-07-08,SE-05,Melaka,N.12 Ayer Keroh,Ayer Keroh,state
1982-04-22,SE-06,Melaka,N.12 Ayer Keroh,Ayer Keroh,state
1995-04-24,SE-09,Melaka,N.13 Ayer Keroh,Ayer Keroh,state
1999-11-29,SE-10,Melaka,N.13 Ayer Keroh,Ayer Keroh,state
2004-03-21,SE-11,Melaka,N.16 Ayer Keroh,Ayer Keroh,state
2008-03-08,SE-12,Melaka,N.16 Ayer Keroh,Ayer Keroh,state
2013-05-05,SE-13,Melaka,N.16 Ayer Keroh,Ayer Keroh,state
2018-05-09,SE-14,Melaka,N.16 Ayer Keroh,Ayer Keroh,state
2021-11-20,SE-15,Melaka,N.16 Ayer Keroh,Ayer Keroh,state
2004-03-21,SE-11,Melaka,N.03 Ayer Limau,Ayer Limau,state
2008-03-08,SE-12,Melaka,N.03 Ayer Limau,Ayer Limau,state
2013-05-05,SE-13,Melaka,N.03 Ayer Limau,Ayer Limau,state
2018-05-09,SE-14,Melaka,N.03 Ayer Limau,Ayer Limau,state
2021-11-20,SE-15,Melaka,N.03 Ayer Limau,Ayer Limau,state
1974-08-24,SE-04,Melaka,N.13 Ayer Molek,Ayer Molek,state
1978-07-08,SE-05,Melaka,N.13 Ayer Molek,Ayer Molek,state
1982-04-22,SE-06,Melaka,N.13 Ayer Molek,Ayer Molek,state
1986-08-02,SE-07,Melaka,N.09 Ayer Molek,Ayer Molek,state
1990-10-20,SE-08,Melaka,N.09 Ayer Molek,Ayer Molek,state
1995-04-24,SE-09,Melaka,N.15 Ayer Molek,Ayer Molek,state
1999-11-29,SE-10,Melaka,N.15 Ayer Molek,Ayer Molek,state
2004-03-21,SE-11,Melaka,N.18 Ayer Molek,Ayer Molek,state
2008-03-08,SE-12,Melaka,N.18 Ayer Molek,Ayer Molek,state
2013-05-05,SE-13,Melaka,N.18 Ayer Molek,Ayer Molek,state
2018-05-09,SE-14,Melaka,N.18 Ayer Molek,Ayer Molek,state
2021-11-20,SE-15,Melaka,N.18 Ayer Molek,Ayer Molek,state
1974-08-24,SE-04,Melaka,N.08 Ayer Panas,Ayer Panas,state
1978-07-08,SE-05,Melaka,N.08 Ayer Panas,Ayer Panas,state
1982-04-22,SE-06,Melaka,N.08 Ayer Panas,Ayer Panas,state
1986-08-02,SE-07,Melaka,N.18 Ayer Panas,Ayer Panas,state
1990-10-20,SE-08,Melaka,N.18 Ayer Panas,Ayer Panas,state
1995-04-24,SE-09,Melaka,N.21 Ayer Panas,Ayer Panas,state
1999-11-29,SE-10,Melaka,N.21 Ayer Panas,Ayer Panas,state
1995-04-24,SE-09,Melaka,N.14 Bachang,Bachang,state
1999-11-29,SE-10,Melaka,N.14 Bachang,Bachang,state
2004-03-21,SE-11,Melaka,N.15 Bachang,Bachang,state
2008-03-08,SE-12,Melaka,N.15 Bachang,Bachang,state
2013-05-05,SE-13,Melaka,N.15 Bachang,Bachang,state
1974-08-24,SE-04,Melaka,N.20 Bandar Hilir,Bandar Hilir,state
